tlg_author_id,tlg_work_id,author_heading,work_title,canonical_edition,sources_tested,open_text_result,open_text_url,open_text_license,scan_result,scan_url,scan_rights,confidence,proposed_status,next_action,notes,last_checked
0540,043,LYSIAS Orat.,Areopagiticus,,base-3; Perseus canonical Greek TEI same-work lookup; Perseus catalogue title check; Internet Archive Lysias-editions catalogue query,Open Greek TEI located for the corresponding work under tlg0540.tlg007; Canon record is a distinct work ID.,https://github.com/PerseusDL/canonical-greekLit/blob/master/data/tlg0540/tlg007/tlg0540.tlg007.perseus-grc2.xml,CC BY-SA 3.0 US,No scan needed pending reconciliation of the duplicate Canon record.,,,medium,OPEN_TEXT_DIFFERENT_EDITION,"compare duplicate Canon record, edition, and text bounds",Perseus catalogue confirms the work title for tlg0540.tlg007; Canon edition field is blank. No OCR or images used.,2026-08-11
0540,044,LYSIAS Orat.,Κατηγορία πρὸς τοὺς συνουσιαστὰς κακολογιῶν,,base-3; Perseus canonical Greek TEI same-work lookup; Perseus catalogue title check; Internet Archive Lysias-editions catalogue query,Open Greek TEI located for the corresponding work under tlg0540.tlg008; Canon record is a distinct work ID.,https://github.com/PerseusDL/canonical-greekLit/blob/master/data/tlg0540/tlg008/tlg0540.tlg008.perseus-grc2.xml,CC BY-SA 3.0 US,No scan needed pending reconciliation of the duplicate Canon record.,,,medium,OPEN_TEXT_DIFFERENT_EDITION,"compare duplicate Canon record, edition, and text bounds",Perseus catalogue confirms the work title for tlg0540.tlg008; Canon edition field is blank. No OCR or images used.,2026-08-11
0540,045,LYSIAS Orat.,Pro milite,,base-3; Perseus canonical Greek TEI same-work lookup; Perseus catalogue title check; Internet Archive Lysias-editions catalogue query,Open Greek TEI located for the corresponding work under tlg0540.tlg009; Canon record is a distinct work ID.,https://github.com/PerseusDL/canonical-greekLit/blob/master/data/tlg0540/tlg009/tlg0540.tlg009.perseus-grc2.xml,CC BY-SA 3.0 US,No scan needed pending reconciliation of the duplicate Canon record.,,,medium,OPEN_TEXT_DIFFERENT_EDITION,"compare duplicate Canon record, edition, and text bounds",Perseus catalogue confirms the work title for tlg0540.tlg009; Canon edition field is blank. No OCR or images used.,2026-08-11
0540,046,LYSIAS Orat.,In Theomnestum,,base-3; Perseus canonical Greek TEI same-work lookup; Perseus catalogue title check; Internet Archive Lysias-editions catalogue query,Open Greek TEI located for the corresponding work under tlg0540.tlg010; Canon record is a distinct work ID.,https://github.com/PerseusDL/canonical-greekLit/blob/master/data/tlg0540/tlg010/tlg0540.tlg010.perseus-grc2.xml,CC BY-SA 3.0 US,No scan needed pending reconciliation of the duplicate Canon record.,,,medium,OPEN_TEXT_DIFFERENT_EDITION,"compare duplicate Canon record, edition, and text bounds",Perseus catalogue confirms the work title for tlg0540.tlg010; Canon edition field is blank. No OCR or images used.,2026-08-11
0540,047,LYSIAS Orat.,In Theomnestum II,,base-3; Perseus canonical Greek TEI same-work lookup; Perseus catalogue title check; Internet Archive Lysias-editions catalogue query,Open Greek TEI located for the corresponding work under tlg0540.tlg011; Canon record is a distinct work ID.,https://github.com/PerseusDL/canonical-greekLit/blob/master/data/tlg0540/tlg011/tlg0540.tlg011.perseus-grc2.xml,CC BY-SA 3.0 US,No scan needed pending reconciliation of the duplicate Canon record.,,,medium,OPEN_TEXT_DIFFERENT_EDITION,"compare duplicate Canon record, edition, and text bounds",Perseus catalogue confirms the work title for tlg0540.tlg011; Canon edition field is blank. No OCR or images used.,2026-08-11
0540,048,LYSIAS Orat.,In Eratosthenem,,base-3; Perseus canonical Greek TEI same-work lookup; Perseus catalogue title check; Internet Archive Lysias-editions catalogue query,Open Greek TEI located for the corresponding work under tlg0540.tlg012; Canon record is a distinct work ID.,https://github.com/PerseusDL/canonical-greekLit/blob/master/data/tlg0540/tlg012/tlg0540.tlg012.perseus-grc2.xml,CC BY-SA 3.0 US,No scan needed pending reconciliation of the duplicate Canon record.,,,medium,OPEN_TEXT_DIFFERENT_EDITION,"compare duplicate Canon record, edition, and text bounds",Perseus catalogue confirms the work title for tlg0540.tlg012; Canon edition field is blank. No OCR or images used.,2026-08-11
0540,049,LYSIAS Orat.,In Agoratum,,base-3; Perseus canonical Greek TEI same-work lookup; Perseus catalogue title check; Internet Archive Lysias-editions catalogue query,Open Greek TEI located for the corresponding work under tlg0540.tlg013; Canon record is a distinct work ID.,https://github.com/PerseusDL/canonical-greekLit/blob/master/data/tlg0540/tlg013/tlg0540.tlg013.perseus-grc2.xml,CC BY-SA 3.0 US,No scan needed pending reconciliation of the duplicate Canon record.,,,medium,OPEN_TEXT_DIFFERENT_EDITION,"compare duplicate Canon record, edition, and text bounds",Perseus catalogue confirms the work title for tlg0540.tlg013; Canon edition field is blank. No OCR or images used.,2026-08-11
0540,050,LYSIAS Orat.,In Alcibiadem 1,,base-3; Perseus canonical Greek TEI same-work lookup; Perseus catalogue title check; Internet Archive Lysias-editions catalogue query,Open Greek TEI located for the corresponding work under tlg0540.tlg014; Canon record is a distinct work ID.,https://github.com/PerseusDL/canonical-greekLit/blob/master/data/tlg0540/tlg014/tlg0540.tlg014.perseus-grc2.xml,CC BY-SA 3.0 US,No scan needed pending reconciliation of the duplicate Canon record.,,,medium,OPEN_TEXT_DIFFERENT_EDITION,"compare duplicate Canon record, edition, and text bounds",Perseus catalogue confirms the work title for tlg0540.tlg014; Canon edition field is blank. No OCR or images used.,2026-08-11
0540,051,LYSIAS Orat.,In Alcibiadem 2,,base-3; Perseus canonical Greek TEI same-work lookup; Perseus catalogue title check; Internet Archive Lysias-editions catalogue query,Open Greek TEI located for the corresponding work under tlg0540.tlg015; Canon record is a distinct work ID.,https://github.com/PerseusDL/canonical-greekLit/blob/master/data/tlg0540/tlg015/tlg0540.tlg015.perseus-grc2.xml,CC BY-SA 3.0 US,No scan needed pending reconciliation of the duplicate Canon record.,,,medium,OPEN_TEXT_DIFFERENT_EDITION,"compare duplicate Canon record, edition, and text bounds",Perseus catalogue confirms the work title for tlg0540.tlg015; Canon edition field is blank. No OCR or images used.,2026-08-11
0540,052,LYSIAS Orat.,Pro Mantitheo,,base-3; Perseus canonical Greek TEI same-work lookup; Perseus catalogue title check; Internet Archive Lysias-editions catalogue query,Open Greek TEI located for the corresponding work under tlg0540.tlg016; Canon record is a distinct work ID.,https://github.com/PerseusDL/canonical-greekLit/blob/master/data/tlg0540/tlg016/tlg0540.tlg016.perseus-grc2.xml,CC BY-SA 3.0 US,No scan needed pending reconciliation of the duplicate Canon record.,,,medium,OPEN_TEXT_DIFFERENT_EDITION,"compare duplicate Canon record, edition, and text bounds",Perseus catalogue confirms the work title for tlg0540.tlg016; Canon edition field is blank. No OCR or images used.,2026-08-11
0540,053,LYSIAS Orat.,Πρὸς τὸ δημόσιον περὶ τῶν Ἐράτωνος χρημάτων,,base-3; Perseus canonical Greek TEI same-work lookup; Perseus catalogue title check; Internet Archive Lysias-editions catalogue query,Open Greek TEI located for the corresponding work under tlg0540.tlg017; Canon record is a distinct work ID.,https://github.com/PerseusDL/canonical-greekLit/blob/master/data/tlg0540/tlg017/tlg0540.tlg017.perseus-grc2.xml,CC BY-SA 3.0 US,No scan needed pending reconciliation of the duplicate Canon record.,,,medium,OPEN_TEXT_DIFFERENT_EDITION,"compare duplicate Canon record, edition, and text bounds",Perseus catalogue confirms the work title for tlg0540.tlg017; Canon edition field is blank. No OCR or images used.,2026-08-11
0540,054,LYSIAS Orat.,Περὶ τῆς δημεύσεως <τῶν> τοῦ Νικίου ἀδελφοῦ ἐπίλογος,,base-3; Perseus canonical Greek TEI same-work lookup; Perseus catalogue title check; Internet Archive Lysias-editions catalogue query,Open Greek TEI located for the corresponding work under tlg0540.tlg018; Canon record is a distinct work ID.,https://github.com/PerseusDL/canonical-greekLit/blob/master/data/tlg0540/tlg018/tlg0540.tlg018.perseus-grc2.xml,CC BY-SA 3.0 US,No scan needed pending reconciliation of the duplicate Canon record.,,,medium,OPEN_TEXT_DIFFERENT_EDITION,"compare duplicate Canon record, edition, and text bounds",Perseus catalogue confirms the work title for tlg0540.tlg018; Canon edition field is blank. No OCR or images used.,2026-08-11
0540,055,LYSIAS Orat.,"Ὑπὲρ τῶν Ἀριστοφάνους χρημάτων, πρὸς τὸ δημόσιον",,base-3; Perseus canonical Greek TEI same-work lookup; Perseus catalogue title check; Internet Archive Lysias-editions catalogue query,Open Greek TEI located for the corresponding work under tlg0540.tlg019; Canon record is a distinct work ID.,https://github.com/PerseusDL/canonical-greekLit/blob/master/data/tlg0540/tlg019/tlg0540.tlg019.perseus-grc2.xml,CC BY-SA 3.0 US,No scan needed pending reconciliation of the duplicate Canon record.,,,medium,OPEN_TEXT_DIFFERENT_EDITION,"compare duplicate Canon record, edition, and text bounds",Perseus catalogue confirms the work title for tlg0540.tlg019; Canon edition field is blank. No OCR or images used.,2026-08-11
0540,056,LYSIAS Orat.,Pro Polystrato,,base-3; Perseus canonical Greek TEI same-work lookup; Perseus catalogue title check; Internet Archive Lysias-editions catalogue query,Open Greek TEI located for the corresponding work under tlg0540.tlg020; Canon record is a distinct work ID.,https://github.com/PerseusDL/canonical-greekLit/blob/master/data/tlg0540/tlg020/tlg0540.tlg020.perseus-grc2.xml,CC BY-SA 3.0 US,No scan needed pending reconciliation of the duplicate Canon record.,,,medium,OPEN_TEXT_DIFFERENT_EDITION,"compare duplicate Canon record, edition, and text bounds",Perseus catalogue confirms the work title for tlg0540.tlg020; Canon edition field is blank. No OCR or images used.,2026-08-11
0540,057,LYSIAS Orat.,Ἀπολογία δωροδοκίας ἀπαράσημος,,base-3; Perseus canonical Greek TEI same-work lookup; Perseus catalogue title check; Internet Archive Lysias-editions catalogue query,Open Greek TEI located for the corresponding work under tlg0540.tlg021; Canon record is a distinct work ID.,https://github.com/PerseusDL/canonical-greekLit/blob/master/data/tlg0540/tlg021/tlg0540.tlg021.perseus-grc2.xml,CC BY-SA 3.0 US,No scan needed pending reconciliation of the duplicate Canon record.,,,medium,OPEN_TEXT_DIFFERENT_EDITION,"compare duplicate Canon record, edition, and text bounds",Perseus catalogue confirms the work title for tlg0540.tlg021; Canon edition field is blank. No OCR or images used.,2026-08-11
0540,058,LYSIAS Orat.,Κατὰ τῶν σιτοπωλῶν,,base-3; Perseus canonical Greek TEI same-work lookup; Perseus catalogue title check; Internet Archive Lysias-editions catalogue query,Open Greek TEI located for the corresponding work under tlg0540.tlg022; Canon record is a distinct work ID.,https://github.com/PerseusDL/canonical-greekLit/blob/master/data/tlg0540/tlg022/tlg0540.tlg022.perseus-grc2.xml,CC BY-SA 3.0 US,No scan needed pending reconciliation of the duplicate Canon record.,,,medium,OPEN_TEXT_DIFFERENT_EDITION,"compare duplicate Canon record, edition, and text bounds",Perseus catalogue confirms the work title for tlg0540.tlg022; Canon edition field is blank. No OCR or images used.,2026-08-11
0540,059,LYSIAS Orat.,In Pancleonem,,base-3; Perseus canonical Greek TEI same-work lookup; Perseus catalogue title check; Internet Archive Lysias-editions catalogue query,Open Greek TEI located for the corresponding work under tlg0540.tlg023; Canon record is a distinct work ID.,https://github.com/PerseusDL/canonical-greekLit/blob/master/data/tlg0540/tlg023/tlg0540.tlg023.perseus-grc2.xml,CC BY-SA 3.0 US,No scan needed pending reconciliation of the duplicate Canon record.,,,medium,OPEN_TEXT_DIFFERENT_EDITION,"compare duplicate Canon record, edition, and text bounds",Perseus catalogue confirms the work title for tlg0540.tlg023; Canon edition field is blank. No OCR or images used.,2026-08-11
0540,060,LYSIAS Orat.,Ὑπὲρ τοῦ ἀδυνάτου,,base-3; Perseus canonical Greek TEI same-work lookup; Perseus catalogue title check; Internet Archive Lysias-editions catalogue query,Open Greek TEI located for the corresponding work under tlg0540.tlg024; Canon record is a distinct work ID.,https://github.com/PerseusDL/canonical-greekLit/blob/master/data/tlg0540/tlg024/tlg0540.tlg024.perseus-grc2.xml,CC BY-SA 3.0 US,No scan needed pending reconciliation of the duplicate Canon record.,,,medium,OPEN_TEXT_DIFFERENT_EDITION,"compare duplicate Canon record, edition, and text bounds",Perseus catalogue confirms the work title for tlg0540.tlg024; Canon edition field is blank. No OCR or images used.,2026-08-11
0540,061,LYSIAS Orat.,Δήμου καταλύσεως ἀπολογία,,base-3; Perseus canonical Greek TEI same-work lookup; Perseus catalogue title check; Internet Archive Lysias-editions catalogue query,Open Greek TEI located for the corresponding work under tlg0540.tlg025; Canon record is a distinct work ID.,https://github.com/PerseusDL/canonical-greekLit/blob/master/data/tlg0540/tlg025/tlg0540.tlg025.perseus-grc2.xml,CC BY-SA 3.0 US,No scan needed pending reconciliation of the duplicate Canon record.,,,medium,OPEN_TEXT_DIFFERENT_EDITION,"compare duplicate Canon record, edition, and text bounds",Perseus catalogue confirms the work title for tlg0540.tlg025; Canon edition field is blank. No OCR or images used.,2026-08-11
0540,062,LYSIAS Orat.,Περὶ τῆς Εὐάνδρου δοκιμασίας,,base-3; Perseus canonical Greek TEI same-work lookup; Perseus catalogue title check; Internet Archive Lysias-editions catalogue query,Open Greek TEI located for the corresponding work under tlg0540.tlg026; Canon record is a distinct work ID.,https://github.com/PerseusDL/canonical-greekLit/blob/master/data/tlg0540/tlg026/tlg0540.tlg026.perseus-grc2.xml,CC BY-SA 3.0 US,No scan needed pending reconciliation of the duplicate Canon record.,,,medium,OPEN_TEXT_DIFFERENT_EDITION,"compare duplicate Canon record, edition, and text bounds",Perseus catalogue confirms the work title for tlg0540.tlg026; Canon edition field is blank. No OCR or images used.,2026-08-11
0540,063,LYSIAS Orat.,In Epicratem,,base-3; Perseus canonical Greek TEI same-work lookup; Perseus catalogue title check; Internet Archive Lysias-editions catalogue query,Open Greek TEI located for the corresponding work under tlg0540.tlg027; Canon record is a distinct work ID.,https://github.com/PerseusDL/canonical-greekLit/blob/master/data/tlg0540/tlg027/tlg0540.tlg027.perseus-grc2.xml,CC BY-SA 3.0 US,No scan needed pending reconciliation of the duplicate Canon record.,,,medium,OPEN_TEXT_DIFFERENT_EDITION,"compare duplicate Canon record, edition, and text bounds",Perseus catalogue confirms the work title for tlg0540.tlg027; Canon edition field is blank. No OCR or images used.,2026-08-11
0540,064,LYSIAS Orat.,In Ergoclem,,base-3; Perseus canonical Greek TEI same-work lookup; Perseus catalogue title check; Internet Archive Lysias-editions catalogue query,Open Greek TEI located for the corresponding work under tlg0540.tlg028; Canon record is a distinct work ID.,https://github.com/PerseusDL/canonical-greekLit/blob/master/data/tlg0540/tlg028/tlg0540.tlg028.perseus-grc2.xml,CC BY-SA 3.0 US,No scan needed pending reconciliation of the duplicate Canon record.,,,medium,OPEN_TEXT_DIFFERENT_EDITION,"compare duplicate Canon record, edition, and text bounds",Perseus catalogue confirms the work title for tlg0540.tlg028; Canon edition field is blank. No OCR or images used.,2026-08-11
0540,065,LYSIAS Orat.,In Philocratem,,base-3; Perseus canonical Greek TEI same-work lookup; Perseus catalogue title check; Internet Archive Lysias-editions catalogue query,Open Greek TEI located for the corresponding work under tlg0540.tlg029; Canon record is a distinct work ID.,https://github.com/PerseusDL/canonical-greekLit/blob/master/data/tlg0540/tlg029/tlg0540.tlg029.perseus-grc2.xml,CC BY-SA 3.0 US,No scan needed pending reconciliation of the duplicate Canon record.,,,medium,OPEN_TEXT_DIFFERENT_EDITION,"compare duplicate Canon record, edition, and text bounds",Perseus catalogue confirms the work title for tlg0540.tlg029; Canon edition field is blank. No OCR or images used.,2026-08-11
0540,066,LYSIAS Orat.,In Nicomachum,,base-3; Perseus canonical Greek TEI same-work lookup; Perseus catalogue title check; Internet Archive Lysias-editions catalogue query,Open Greek TEI located for the corresponding work under tlg0540.tlg030; Canon record is a distinct work ID.,https://github.com/PerseusDL/canonical-greekLit/blob/master/data/tlg0540/tlg030/tlg0540.tlg030.perseus-grc2.xml,CC BY-SA 3.0 US,No scan needed pending reconciliation of the duplicate Canon record.,,,medium,OPEN_TEXT_DIFFERENT_EDITION,"compare duplicate Canon record, edition, and text bounds",Perseus catalogue confirms the work title for tlg0540.tlg030; Canon edition field is blank. No OCR or images used.,2026-08-11
0540,067,LYSIAS Orat.,In Philonem,,base-3; Perseus canonical Greek TEI same-work lookup; Perseus catalogue title check; Internet Archive Lysias-editions catalogue query,Open Greek TEI located for the corresponding work under tlg0540.tlg031; Canon record is a distinct work ID.,https://github.com/PerseusDL/canonical-greekLit/blob/master/data/tlg0540/tlg031/tlg0540.tlg031.perseus-grc2.xml,CC BY-SA 3.0 US,No scan needed pending reconciliation of the duplicate Canon record.,,,medium,OPEN_TEXT_DIFFERENT_EDITION,"compare duplicate Canon record, edition, and text bounds",Perseus catalogue confirms the work title for tlg0540.tlg031; Canon edition field is blank. No OCR or images used.,2026-08-11
