tlg_author_id,tlg_work_id,author_heading,work_title,canonical_edition,sources_tested,open_text_result,open_text_url,open_text_license,scan_result,scan_url,scan_rights,confidence,proposed_status,next_action,notes,last_checked
0284,003,Aelius ARISTIDES Rhet.,Ἰσθμικὸς εἰς Ποσειδῶνα,"Ἰσθμικὸς εἰς Ποσειδῶνα, ed. Dindorf, op. cit., vol. 1, 29–46. Cod: 3,401: Hymn.","base-3 (Perseus, First1KGreek, PTA); exact identifier/title check; local Perseus TEI exact identifier",Open licensed TEI found for exact TLG work.,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0284.tlg003.perseus-grc2,https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International License,,,,high,TEXT_OPEN_UNVERIFIED,compare Canon boundaries and source edition,Open TEI present locally; no provider OCR used.,2026-08-11
0284,004,Aelius ARISTIDES Rhet.,Διόνυσος,"Διόνυσος, ed. Dindorf, op. cit., vol. 1, 47–52. Cod: 752: Hymn.","base-3 (Perseus, First1KGreek, PTA); exact identifier/title check; local Perseus TEI exact identifier",Open licensed TEI found for exact TLG work.,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0284.tlg004.perseus-grc2,https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International License,,,,high,TEXT_OPEN_UNVERIFIED,compare Canon boundaries and source edition,Open TEI present locally; no provider OCR used.,2026-08-11
0284,005,Aelius ARISTIDES Rhet.,Ἡρακλῆς,"Ἡρακλῆς, ed. Dindorf, op. cit., vol. 1, 53–62. Cod: 1,485: Hymn.","base-3 (Perseus, First1KGreek, PTA); exact identifier/title check; local Perseus TEI exact identifier",Open licensed TEI found for exact TLG work.,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0284.tlg005.perseus-grc2,https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International License,,,,high,TEXT_OPEN_UNVERIFIED,compare Canon boundaries and source edition,Open TEI present locally; no provider OCR used.,2026-08-11
0284,006,Aelius ARISTIDES Rhet.,Λαλιὰ εἰς Ἀσκληπιόν,"Λαλιὰ εἰς Ἀσκληπιόν, ed. Dindorf, op. cit., vol. 1, 63–70. Cod: 1,204: Hymn.","base-3 (Perseus, First1KGreek, PTA); exact identifier/title check; local Perseus TEI exact identifier",Open licensed TEI found for exact TLG work.,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0284.tlg006.perseus-grc2,https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International License,,,,high,TEXT_OPEN_UNVERIFIED,compare Canon boundaries and source edition,Open TEI present locally; no provider OCR used.,2026-08-11
0284,007,Aelius ARISTIDES Rhet.,Ἀσκληπιάδαι,"Ἀσκληπιάδαι, ed. Dindorf, op. cit., vol. 1, 71–80. Cod: 1,510: Hymn.","base-3 (Perseus, First1KGreek, PTA); exact identifier/title check; local Perseus TEI exact identifier",Open licensed TEI found for exact TLG work.,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0284.tlg007.perseus-grc2,https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International License,,,,high,TEXT_OPEN_UNVERIFIED,compare Canon boundaries and source edition,Open TEI present locally; no provider OCR used.,2026-08-11
0284,008,Aelius ARISTIDES Rhet.,Εἰς τὸν Σάραπιν,"Εἰς τὸν Σάραπιν, ed. Dindorf, op. cit., vol. 1, 81–97. Cod: 2,610: Hymn.","base-3 (Perseus, First1KGreek, PTA); exact identifier/title check; local Perseus TEI exact identifier",Open licensed TEI found for exact TLG work.,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0284.tlg008.perseus-grc2,https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International License,,,,high,TEXT_OPEN_UNVERIFIED,compare Canon boundaries and source edition,Open TEI present locally; no provider OCR used.,2026-08-11
0284,009,Aelius ARISTIDES Rhet.,Εἰς βασιλέα [Sp.],"Εἰς βασιλέα [Sp.], ed. Dindorf, op. cit., vol. 1, 98–112. Cod: 2,853: Orat.","base-3 (Perseus, First1KGreek, PTA); exact identifier/title check; local Perseus TEI exact identifier",Open licensed TEI found for exact TLG work.,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0284.tlg009.perseus-grc2,https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International License,,,,high,TEXT_OPEN_UNVERIFIED,compare Canon boundaries and source edition,Open TEI present locally; no provider OCR used.,2026-08-11
0284,010,Aelius ARISTIDES Rhet.,Ἀπελλᾶ γενεθλιακός,"Ἀπελλᾶ γενεθλιακός, ed. Dindorf, op. cit., vol. 1, 113–125. Cod: 2,080: Orat.","base-3 (Perseus, First1KGreek, PTA); exact identifier/title check; local Perseus TEI exact identifier",Open licensed TEI found for exact TLG work.,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0284.tlg010.perseus-grc2,https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International License,,,,high,TEXT_OPEN_UNVERIFIED,compare Canon boundaries and source edition,Open TEI present locally; no provider OCR used.,2026-08-11
0284,011,Aelius ARISTIDES Rhet.,Εἰς Ἐτεωνέα ἐπικήδειος,"Εἰς Ἐτεωνέα ἐπικήδειος, ed. Dindorf, op. cit., vol. 1, 126–133. Cod: 1,285: Orat.","base-3 (Perseus, First1KGreek, PTA); exact identifier/title check; local Perseus TEI exact identifier",Open licensed TEI found for exact TLG work.,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0284.tlg011.perseus-grc2,https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International License,,,,high,TEXT_OPEN_UNVERIFIED,compare Canon boundaries and source edition,Open TEI present locally; no provider OCR used.,2026-08-11
0284,012,Aelius ARISTIDES Rhet.,Ἐπὶ Ἀλεξάνδρῳ ἐπιτάφιος,"Ἐπὶ Ἀλεξάνδρῳ ἐπιτάφιος, ed. Dindorf, op. cit., vol. 1, 134–149. Cod: 2,736: Orat.","base-3 (Perseus, First1KGreek, PTA); exact identifier/title check; local Perseus TEI exact identifier",Open licensed TEI found for exact TLG work.,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0284.tlg012.perseus-grc2,https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International License,,,,high,TEXT_OPEN_UNVERIFIED,compare Canon boundaries and source edition,Open TEI present locally; no provider OCR used.,2026-08-11
