tlg_author_id,tlg_work_id,author_heading,work_title,canonical_edition,sources_tested,open_text_result,open_text_url,open_text_license,scan_result,scan_url,scan_rights,confidence,proposed_status,next_action,notes,last_checked
2772,001,ACTA TIMOTHEI,Acta Timothei,"Acta Timothei, ed. H. Usener, Acta S. Timothei, Bonn, 1877: 7–13. Cod: 823: Acta, Apocalyp.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR used.,2026-08-11
2773,003,NICOLAUS Scr. Eccl.,Fragmenta in Jonam,"Fragmenta in Jonam, ed. Y.-M. Duval, Le livre de Jonas dans la littérature chrétienne grecque et latine, Paris: Études Augustiniennes, 1973: 663–665. Cod: 146: Narr. Fict., Relig.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR used.,2026-08-11
2775,001,DIADOCHUS Scr. Eccl. et Theol.,De perfectione spirituali capita centum,"De perfectione spirituali capita centum, ed. J. Rutherford, One hundred practical texts of perception and spiritual discernment from Diadochos of Photike, vol. 8 [Belfast Byzantine Texts and Translations. 2000]: 12–154. Cod: 15,619: Theol.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR used.,2026-08-11
2775,002,DIADOCHUS Scr. Eccl. et Theol.,Sermo de ascensione,"Sermo de ascensione, ed. É. des Places, Diadoque de Photicé. Oeuvres spirituelles, 3rd edn. [Sources chrétiennes 5 ter. Paris: Éditions du Cerf, 1966]: 164–168. Cod: 1,237: Orat., Theol.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR used.,2026-08-11
2775,003,DIADOCHUS Scr. Eccl. et Theol.,Visio,"Visio, ed. des Places, op. cit., 169–179. Cod: 2,448: Orat., Theol.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR used.,2026-08-11
2775,004,DIADOCHUS Scr. Eccl. et Theol.,Catechesis [Sp.],"Catechesis [Sp.], ed. des Places, op. cit., 180– 183. Cod: 949: Orat., Theol.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR used.,2026-08-11
2776,001,MACARIUS Scr. Eccl.,Apocriticus seu Μονογενής,"Apocriticus seu Μονογενής, ed. R. Goulet, Macarios de Magnésie: Le monogénès, Tome II, Paris: Librairie Philosophique J. Vrin, 2003: 2–375. MACARIUS Cod: 51,527: Theol. MACARIUS Scr. Eccl. A.D. 4: Aegyptius Cf. Pseudo-MACARIUS Scr. Eccl. (2109).",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR used.,2026-08-11
2777,002,FIRMUS Scr. Eccl.,Epistulae,"Epistulae, ed. M.-A. Calvet-Sebasti and P.-L. Gatier, Firmus de Césarée, Lettres [Sources chrétiennes 350. Paris: Éditions du Cerf, 1989]: 64–176. Cod: 4,179: Epist.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR used.,2026-08-11
2778,001,THEODOTUS Scr. Eccl.,Homilia in sanctam Deiparam et in nativitatem domini [Dub.] (fort. auctore Amphilochio),"Homilia in sanctam Deiparam et in nativitatem domini [Dub.] (fort. auctore Amphilochio), ed. M. Jugie, Homélies mariales byzantines II [Patrologia Orientalis 19, fasc. 3. Paris: Firmin-Didot et Companie, 1926]: 318–335. Cod: 4,792: Homilet., Theol. Cf. AMPHILOCHIUS Scr. Eccl. (2112).",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR used.,2026-08-11
2778,002,THEODOTUS Scr. Eccl.,"In sanctam Deiparam et in Simeonem (homilia 4) [Dub.], MPG 77: 1389–1412. Cod: 3,602: Homilet., Theol","In sanctam Deiparam et in Simeonem (homilia 4) [Dub.], MPG 77: 1389–1412. Cod: 3,602: Homilet., Theol.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR used.,2026-08-11
