tlg_author_id,tlg_work_id,author_heading,work_title,canonical_edition,sources_tested,open_text_result,open_text_url,open_text_license,scan_result,scan_url,scan_rights,confidence,proposed_status,next_action,notes,last_checked
0014,047,DEMOSTHENES Orat.,In Evergum et Mnesibulum [Sp.],"In Evergum et Mnesibulum [Sp.], ed. Rennie, op. cit., vol. 3, [1139–1164]. Cod: 5,397: Orat.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,continue item-level open-text and historical-scan search,Explicit follow-up; no third-party OCR used.,2026-08-11
0014,048,DEMOSTHENES Orat.,In Olympiodorum [Sp.],"In Olympiodorum [Sp.], ed. Rennie, op. cit., vol. 3, [1167–1183]. Cod: 3,524: Orat.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,continue item-level open-text and historical-scan search,Explicit follow-up; no third-party OCR used.,2026-08-11
0014,049,DEMOSTHENES Orat.,Contra Timotheum [Sp.],"Contra Timotheum [Sp.], ed. Rennie, op. cit., vol. 3, [1184–1205]. Cod: 4,365: Orat.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,continue item-level open-text and historical-scan search,Explicit follow-up; no third-party OCR used.,2026-08-11
0014,050,DEMOSTHENES Orat.,Contra Polyclem [Sp.],"Contra Polyclem [Sp.], ed. Rennie, op. cit., vol. 3, [1206–1227]. Cod: 4,618: Orat.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,continue item-level open-text and historical-scan search,Explicit follow-up; no third-party OCR used.,2026-08-11
0014,051,DEMOSTHENES Orat.,De corona trierarchiae,"De corona trierarchiae, ed. Rennie, op. cit., vol. 3, [1228–1234]. Cod: 1,345: Orat.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,continue item-level open-text and historical-scan search,Explicit follow-up; no third-party OCR used.,2026-08-11
0014,052,DEMOSTHENES Orat.,Contra Callippum [Sp.],"Contra Callippum [Sp.], ed. Rennie, op. cit., vol. 3, [1235–1245]. Cod: 2,122: Orat.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,continue item-level open-text and historical-scan search,Explicit follow-up; no third-party OCR used.,2026-08-11
0014,053,DEMOSTHENES Orat.,Contra Nicostratum,"Contra Nicostratum, ed. Rennie, op. cit., vol. 3, [1246–1255]. Cod: 2,015: Orat.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,continue item-level open-text and historical-scan search,Explicit follow-up; no third-party OCR used.,2026-08-11
0014,054,DEMOSTHENES Orat.,In Cononem,"In Cononem, ed. Rennie, op. cit., vol. 3, [1256–1271]. Cod: 3,190: Orat.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,continue item-level open-text and historical-scan search,Explicit follow-up; no third-party OCR used.,2026-08-11
0014,055,DEMOSTHENES Orat.,Contra Calliclem,"Contra Calliclem, ed. Rennie, op. cit., vol. 3, [1272–1281]. Cod: 2,119: Orat.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,continue item-level open-text and historical-scan search,Explicit follow-up; no third-party OCR used.,2026-08-11
0014,056,DEMOSTHENES Orat.,In Dionysodorum [Sp.],"In Dionysodorum [Sp.], ed. Rennie, op. cit., vol. 3, [1282–1298]. Cod: 3,309: Orat.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,continue item-level open-text and historical-scan search,Explicit follow-up; no third-party OCR used.,2026-08-11
