tlg_author_id,tlg_work_id,author_heading,work_title,canonical_edition,sources_tested,open_text_result,open_text_url,open_text_license,scan_result,scan_url,scan_rights,confidence,proposed_status,next_action,notes,last_checked
0744,003,ALEXANDER Trallianus Med.,Therapeutica,"Therapeutica, ed. Puschmann, op. cit., vols. 1–2 (1:1878; 2:1879; repr. 1963) 1:441–617; 2:3–585. Cod: 92,035: Med.",base-3 local exact TLG-id lookup; targeted IA catalog query for negative result,No exact open text found locally.,,,Catalog candidate only; edition/quality unverified.,https://archive.org/details/principiatherape00sainiala,Unverified.,low,SCAN_CANDIDATE,compare catalog item against canonical edition,Individual IA title query; no OCR used.,2026-08-11
0744,004,ALEXANDER Trallianus Med.,Epistula de lumbricis,"Epistula de lumbricis, ed. Puschmann, op. cit., vol. 2 (1879; repr. 1963) 587–599. ALEXANDER Philalethes Cod: 1,834: Epist., Med.",base-3 local exact TLG-id lookup; targeted IA catalog query for negative result,No exact TLG work path found locally; targeted IA query returned no candidate.,,,,,,high,EDITION_IDENTIFIED,search other item-level catalogs,No external source claimed; no OCR used.,2026-08-11
0744,005,ALEXANDER Trallianus Med.,De oculis libri tres,"De oculis libri tres, ed. T. Puschmann, Nachträge zu Alexander Trallianus, Berlin: Calvary, 1887 (repr. Amsterdam: Hakkert, 1963): 134–178. Cod: 5,840: Med.",base-3 local exact TLG-id lookup; targeted IA catalog query for negative result,No exact TLG work path found locally; targeted IA query returned no candidate.,,,,,,high,EDITION_IDENTIFIED,search other item-level catalogs,No external source claimed; no OCR used.,2026-08-11
0746,001,THEOPHILUS Protospatharius et STE-,De febrium differentia,"De febrium differentia, ed. D. Sicurus, Theophili et Stephani Atheniensis de febrium differentia ex Hippocrate et Galeno, Florence: Bengini, 1862: 5–46. Cod: 12,293: Med. Cf. et PALLADIUS Med. (0726 002).",base-3 local exact TLG-id lookup; targeted IA catalog query for negative result,No exact open text found locally.,,,Catalog candidate only; edition/quality unverified.,https://archive.org/details/theophilietstep00hippgoog,Unverified.,low,SCAN_CANDIDATE,compare catalog item against canonical edition,Individual IA title query; no OCR used.,2026-08-11
0748,001,SEVERUS Iatrosophista Med.,De instrumentis inf usoriis seu clysteribus ad Timotheum,"De instrumentis inf usoriis seu clysteribus ad Timotheum, ed. F. R. Dietz, Severi iatrosophistae de clysteribus liber [Diss. med. Königsberg. 1836]: 1–43. Cod: 9,139: Med.",base-3 local exact TLG-id lookup; targeted IA catalog query for negative result,No exact TLG work path found locally; targeted IA query returned no candidate.,,,,,,high,EDITION_IDENTIFIED,search other item-level catalogs,No external source claimed; no OCR used.,2026-08-11
0750,001,HELIODORUS Trag.,Ἰταλικὰ θαύματα,"Ἰταλικὰ θαύματα, ed. A. Meineke, Commentationum miscellanearum fasciculus primus, Halle: Bantsch, 1822: 36–37. Q: 103: Hexametr., Med. Dup. partim 0750 002 (fr. 472).",base-3 local exact TLG-id lookup; targeted IA catalog query for negative result,No exact TLG work path found locally; targeted IA query returned no candidate.,,,,,,high,EDITION_IDENTIFIED,search other item-level catalogs,No external source claimed; no OCR used.,2026-08-11
0750,002,HELIODORUS Trag.,Fragmenta,"Fragmenta, ed. H. Lloyd-Jones and P. Parsons, Supplementum Hellenisticum, Berlin: De Gruyter, 1983: 240–242. Q: 179: Hexametr., Med. frr. 471–474. fr. 472 (Ἰταλικὰ θαύματα): Dup. 0750 001.",base-3 local exact TLG-id lookup; targeted IA catalog query for negative result,No exact open text found locally.,,,Catalog candidate only; edition/quality unverified.,https://archive.org/details/aegyptiacaseuve00strogoog,Unverified.,low,SCAN_CANDIDATE,compare catalog item against canonical edition,Individual IA title query; no OCR used.,2026-08-11
0752,001,EUTECNIUS Soph.,Paraphrasis in Nicandri theriaca,"Paraphrasis in Nicandri theriaca, ed. I. Gualandri, Eutecnii paraphrasis in Nicandri theriaca, Milan: Istituto Editoriale Cisalpino, 1968: 21–70. Cod: 12,437: Comm., Med., Nat. Hist.",base-3 local exact TLG-id lookup; targeted IA catalog query for negative result,No exact TLG work path found locally; targeted IA query returned no candidate.,,,,,,high,EDITION_IDENTIFIED,search other item-level catalogs,No external source claimed; no OCR used.,2026-08-11
0752,002,EUTECNIUS Soph.,Paraphrasis in Nicandri alexipharmaca,"Paraphrasis in Nicandri alexipharmaca, ed. M. Geymonat, Eutecnii paraphrasis in Nicandri alexipharmaca, Milan: Istituto Editoriale Cisalpino, 1976: 25–58. Cod: 7,336: Comm., Med., Nat. Hist.",base-3 local exact TLG-id lookup; targeted IA catalog query for negative result,No exact TLG work path found locally; targeted IA query returned no candidate.,,,,,,high,EDITION_IDENTIFIED,search other item-level catalogs,No external source claimed; no OCR used.,2026-08-11
0752,003,EUTECNIUS Soph.,Paraphrasis in Oppiani cynegetica (fort. auctore Eutecnio),"Paraphrasis in Oppiani cynegetica (fort. auctore Eutecnio), ed. O. Tüselmann, Die Paraphrase des Euteknios zu Oppians Kynegetika [Abhandlungen der königlichen Gesellschaft der Wissenschaften zu Göttingen, Philol.-hist. Kl. N.F. 4.1. Berlin: Weidmann, 1900]: 8–43. Cod: 13,617: Comm., Nat. Hist.",base-3 local exact TLG-id lookup; targeted IA catalog query for negative result,No exact TLG work path found locally; targeted IA query returned no candidate.,,,,,,high,EDITION_IDENTIFIED,search other item-level catalogs,No external source claimed; no OCR used.,2026-08-11
0752,004,EUTECNIUS Soph.,Paraphrasis in Oppiani halieutica (fort. auctore Eutecnio) (e codd. Vindob. med. gr. 1 + Athon. Laura 75),"Paraphrasis in Oppiani halieutica (fort. auctore Eutecnio) (e codd. Vindob. med. gr. 1 + Athon. Laura 75), ed. I. Gualandri, Incerti auctoris in Oppiani halieutica paraphrasis, Milan: Istituto Editoriale Cisalpino, 1968: 41–73. Cod: Comm., Nat. Hist.",base-3 local exact TLG-id lookup; targeted IA catalog query for negative result,No exact TLG work path found locally; targeted IA query returned no candidate.,,,,,,high,EDITION_IDENTIFIED,search other item-level catalogs,No external source claimed; no OCR used.,2026-08-11
0752,005,EUTECNIUS Soph.,Paraphrasis in Oppiani halieutica (fort. auctore Eutecnio),"Paraphrasis in Oppiani halieutica (fort. auctore Eutecnio), ed. M. Papathomopoulos, Ἀνωνύμου παράφρασις εἰς τὰ Ὀππιανοῦ Ἁλιευτικά [Πέλεια 4. Joannina: University of Joannina Press, 1976]: 1–29. Textus = I. Gualandri , Incerti auctoris (1968): pp. 41–73. Cod: 7,233: Comm., Nat. Hist.",base-3 local exact TLG-id lookup; targeted IA catalog query for negative result,No exact TLG work path found locally; targeted IA query returned no candidate.,,,,,,high,EDITION_IDENTIFIED,search other item-level catalogs,No external source claimed; no OCR used.,2026-08-11
