tlg_author_id,tlg_work_id,author_heading,work_title,canonical_edition,sources_tested,open_text_result,open_text_url,open_text_license,scan_result,scan_url,scan_rights,confidence,proposed_status,next_action,notes,last_checked
2165,002,Marcus Tullius CICERO Orat.,"Fragmenta, FGrH #235","FGrH 2B, 987–988",base-3; FGrH lookup,"No exact reusable Greek text found.",,,,,,medium,EDITION_IDENTIFIED,locate lawful FGrH access or identify individual witnesses,"No third-party OCR used.",2026-08-11
2166,001,HERODES I Rex Judaeorum Hist.,"Fragmentum, FGrH #236","FGrH 2B, 988–990",base-3; FGrH lookup,"No exact reusable Greek text found.",,,,,,medium,EDITION_IDENTIFIED,locate lawful FGrH access or individual witness,"No third-party OCR used.",2026-08-11
2167,001,ZENOBIA Regina Palmyrae <Hist.>,"Testimonium, FGrH #626","FGrH 3C, 161",base-3; FGrH lookup,"No exact reusable Greek text found.",,,,,,low,EDITION_IDENTIFIED,locate lawful FGrH access or individual witness,"No third-party OCR used.",2026-08-11
2168,001,APOLLOPHANES Phil.,Fragmenta,"von Arnim, Stoicorum veterum fragmenta 1 (1905), 90",base-3; Internet Archive SVF catalog,"No open transcription found.",,,"Historical volume 1 scan candidate exists; cited page and image quality uninspected.",https://archive.org/details/stoicorumveterum0001arni,"Public-domain historical edition; provider image reuse and quality unverified.",high,SCAN_CANDIDATE,inspect p.90 before remote ingestion,"No provider OCR accepted.",2026-08-11
2169,001,HERILLUS Phil.,Fragmenta,"von Arnim, Stoicorum veterum fragmenta 1 (1905), 91–93",base-3; Internet Archive SVF catalog,"No open transcription found.",,,"Historical volume 1 scan candidate exists; cited pages and image quality uninspected.",https://archive.org/details/stoicorumveterum0001arni,"Public-domain historical edition; provider image reuse and quality unverified.",high,SCAN_CANDIDATE,inspect pp.91–93 before remote ingestion,"No provider OCR accepted.",2026-08-11
2170,001,EUTHYMENES Hist.,"Fragmentum, FGrH #243","FGrH 2B, 1021–1022",base-3; FGrH lookup,"No exact reusable Greek text found.",,,,,,low,EDITION_IDENTIFIED,locate lawful FGrH access or individual witness,"No third-party OCR used.",2026-08-11
2171,001,STESICLIDES Hist.,"Fragmenta, FGrH #245","FGrH 2B, 1128–1129",base-3; FGrH lookup,"No exact reusable Greek text found.",,,,,,medium,EDITION_IDENTIFIED,locate lawful FGrH access or individual witnesses,"No third-party OCR used.",2026-08-11
2171,002,STESICLIDES Hist.,"Fragmenta, FHG 4","FHG 4, 375",base-3; Internet Archive FHG catalog,"No open transcription found.",,,"Historical FHG volume 4 scan candidate covers the cited page; image quality uninspected.",https://archive.org/details/fragmentahistori04mueluoft,"Public-domain historical edition; provider image reuse and quality unverified.",high,SCAN_CANDIDATE,inspect p.375 before remote ingestion,"Older FHG witness; no provider OCR accepted.",2026-08-11
2172,001,ANDRON Hist.,"Fragmentum, FGrH #246","FGrH 2B, 1129",base-3; FGrH lookup,"No exact reusable Greek text found.",,,,,,low,EDITION_IDENTIFIED,locate lawful FGrH access or individual witness,"No third-party OCR used.",2026-08-11
2172,002,ANDRON Hist.,"Fragmentum, FHG 2","FHG 2, 352",base-3; Internet Archive FHG catalog,"No open transcription found.",,,"Historical FHG volume 2 scan candidate covers the cited page; image quality uninspected.",https://archive.org/details/fragmentahistori02unse,"Public-domain historical edition; provider image reuse and quality unverified.",high,SCAN_CANDIDATE,inspect p.352 before remote ingestion,"Older FHG witness; no provider OCR accepted.",2026-08-11
2173,001,ANTILEON Hist.,"Fragmenta, FGrH #247","FGrH 2B, 1130",base-3; FGrH lookup,"No exact reusable Greek text found.",,,,,,medium,EDITION_IDENTIFIED,locate lawful FGrH access or individual witnesses,"No third-party OCR used.",2026-08-11
2173,002,ANTILEON Hist.,"Fragmenta, FHG 4","FHG 4, 306",base-3; Internet Archive FHG catalog,"No open transcription found.",,,"Historical FHG volume 4 scan candidate covers the cited page; image quality uninspected.",https://archive.org/details/fragmentahistori04mueluoft,"Public-domain historical edition; provider image reuse and quality unverified.",high,SCAN_CANDIDATE,inspect p.306 before remote ingestion,"Older FHG witness; no provider OCR accepted.",2026-08-11
2174,001,XENOCRATES Hist.,"Fragmentum, FGrH #248","FGrH 2B, 1130",base-3; FGrH lookup,"No exact reusable Greek text found.",,,,,,low,EDITION_IDENTIFIED,locate lawful FGrH access or individual witness,"No third-party OCR used.",2026-08-11
2176,001,THRASYLLUS Hist.,"Fragmentum, FGrH #253","FGrH 2B, 1152–1153",base-3; FGrH lookup,"No exact reusable Greek text found.",,,,,,low,EDITION_IDENTIFIED,locate lawful FGrH access or individual witness,"No third-party OCR used.",2026-08-11
2177,001,Tiberius Claudius POLYBIUS Hist.,"Fragmentum, FGrH #254","FGrH 2B, 1153",base-3; FGrH lookup,"No exact reusable Greek text found.",,,,,,low,EDITION_IDENTIFIED,locate lawful FGrH access or individual witness,"No third-party OCR used.",2026-08-11
2178,001,Cassius LONGINUS Phil. et Rhet.,Ars rhetorica,"Spengel, Rhetores Graeci 1 (1853), 299–320",base-3; First1KGreek,"Exact historic edition is encoded as open Greek TEI.",https://github.com/OpenGreekAndLatin/First1KGreek/blob/master/data/tlg2178/tlg001/tlg2178.tlg001.1st1K-grc1.xml,CC-BY-SA-4.0,,,,high,TEXT_OPEN_UNVERIFIED,verify completeness and encoding,"No third-party OCR used.",2026-08-11
2178,002,Cassius LONGINUS Phil. et Rhet.,Excerpta,"Spengel, Rhetores Graeci 1 (1853), 325–328",base-3; First1KGreek,"Exact historic edition is encoded as open Greek TEI.",https://github.com/OpenGreekAndLatin/First1KGreek/blob/master/data/tlg2178/tlg002/tlg2178.tlg002.1st1K-grc1.xml,CC-BY-SA-4.0,,,,high,TEXT_OPEN_UNVERIFIED,verify completeness and encoding,"No third-party OCR used.",2026-08-11
