tlg_author_id,tlg_work_id,author_heading,work_title,canonical_edition,sources_tested,open_text_result,open_text_url,open_text_license,scan_result,scan_url,scan_rights,confidence,proposed_status,next_action,notes,last_checked
2396,003,HYPEROCHUS Hist.,"Fragmenta, FHG 4: 434–435. Q: 147: Hist. frr. 1–3. Dup. partim 2396 001","Fragmenta, FHG 4: 434–435. Q: 147: Hist. frr. 1–3. Dup. partim 2396 001.",base-3; exact-URN local lookup,No exact reusable Greek TEI or rights-cleared scan verified.,,,No rights-cleared exact scan verified.,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR or images used.,2026-08-11
5005,001,HYPOTHESES (in papyris),Heros Menandri (hypothesis) (P. Cair. 43227),"Heros Menandri (hypothesis) (P. Cair. 43227), ed. F. H. Sandbach, Menandri reliquiae selectae, Oxford: Clarendon Press, 1972: 133. Pap: Comic., Hypoth. Dup. partim MENANDER Comic. (0541 037) (fr. 140)",base-3; exact-URN local lookup,No exact reusable Greek TEI or rights-cleared scan verified.,,,No rights-cleared exact scan verified.,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR or images used.,2026-08-11
5005,002,HYPOTHESES (in papyris),"Hiereia, Imbrioi et Thrasyleon Menandri (hypotheses) (P. Oxy. 10.1235)","Hiereia, Imbrioi et Thrasyleon Menandri (hypotheses) (P. Oxy. 10.1235), ed. B. P. Grenfell and A. S. Hunt, The Oxyrhynchus papyri, vol. 10, London: Egypt Exploration Fund, 1914: 83–86. Pap: Comic., Hypoth.",base-3; exact-URN local lookup,No exact reusable Greek TEI or rights-cleared scan verified.,,,No rights-cleared exact scan verified.,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR or images used.,2026-08-11
5005,003,HYPOTHESES (in papyris),Dyscolus Menandri (hypothesis) (P. Bodmer 4),"Dyscolus Menandri (hypothesis) (P. Bodmer 4), ed. V. Martin, Papyrus Bodmer IV. Ménandre, le dyscolos, Geneva: Bibliotheca Bodmeriana, 1958: 16–17. Pap: Comic., Hypoth. Diplomatic text: p. 16. Reading text: p. 17. Dup. 5005 004, 055.",base-3; exact-URN local lookup,No exact reusable Greek TEI or rights-cleared scan verified.,,,No rights-cleared exact scan verified.,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR or images used.,2026-08-11
5005,004,HYPOTHESES (in papyris),Dyscolus Menandri (hypothesis) (P. Bodmer 4),"Dyscolus Menandri (hypothesis) (P. Bodmer 4), ed. Sandbach, op. cit., 45. Pap: Comic., Hypoth. Dup. 5005 003, 055.",base-3; exact-URN local lookup,No exact reusable Greek TEI or rights-cleared scan verified.,,,No rights-cleared exact scan verified.,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR or images used.,2026-08-11
5005,005,HYPOTHESES (in papyris),Dis exapaton Menandri (hypothesis) (P. IFAO inv. 337),"Dis exapaton Menandri (hypothesis) (P. IFAO inv. 337), ed. B. Boyaval, ""Hypothesis de Ménandre,"" Zeitschrift für Papyrologie und Epigraphik 6 (1970) 6. Pap: Comic., Hypoth. Cf. et 5005 006. Dup. partim MENANDER Comic. (0541 037) (fr. 119).",base-3; exact-URN local lookup,No exact reusable Greek TEI or rights-cleared scan verified.,,,No rights-cleared exact scan verified.,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR or images used.,2026-08-11
5005,006,HYPOTHESES (in papyris),"Dis exapaton Menandri (hypothesis) (P. IFAO inv. 337, variae lectiones)","Dis exapaton Menandri (hypothesis) (P. IFAO inv. 337, variae lectiones), ed. L. Koenen, ""Zu der Menander-Hypothesis P. IFAO inv. nr. 337,"" Zeitschrift für Papyrologie und Epigraphik 8 (1971) 136. Pap: Comic., Hypoth. Cf. et 5005 005. Dup. partim MENANDER Comic. (0541 037) (fr. 203).",base-3; exact-URN local lookup,No exact reusable Greek TEI or rights-cleared scan verified.,,,No rights-cleared exact scan verified.,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR or images used.,2026-08-11
5005,007,HYPOTHESES (in papyris),Ἑαυτὸν τιμωρούμενος Menandri (hypothesis) (P. Oxy. 31.2534),"Ἑαυτὸν τιμωρούμενος Menandri (hypothesis) (P. Oxy. 31.2534), ed. J. W. Barns, The Oxyrhynchus papyri, vol. 31, London: Egypt Exploration Society, 1966: 13. Pap: Comic., Hypoth. Dup. partim MENANDER Comic. (0541 037) (fr. 111).",base-3; exact-URN local lookup,No exact reusable Greek TEI or rights-cleared scan verified.,,,No rights-cleared exact scan verified.,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR or images used.,2026-08-11
5005,008,HYPOTHESES (in papyris),Comoedia (?) (hypothesis) (P. Schubart 26),"Comoedia (?) (hypothesis) (P. Schubart 26), ed. W. Schubart, Griechische literarische Papyri, Berlin: Akademie-Verlag, 1950: 55. Pap: Comic., Hypoth. Dup. partim COMICA ADESPOTA (CGFPR) (0662 006) (fr. 340).",base-3; exact-URN local lookup,No exact reusable Greek TEI or rights-cleared scan verified.,,,No rights-cleared exact scan verified.,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR or images used.,2026-08-11
5005,009,HYPOTHESES (in papyris),Euripidis hypotheses,"Euripidis hypotheses, ed. C. Austin, Nova fragmenta Euripidea in papyris reperta, Berlin: De Gruyter, 1968: 12, 59, 67, 88–103. Pap: Hypoth., Satyr., Trag. fr. 1, Aeolus (P. Oxy. 27.2457): pp. 88–89. fr. 4, Archelaus (P. Oxy. 27.2455, fr. 9): p. 12. fr. 6, Busiris (?) (P. Oxy. 27.2455, fr. 19): p. 90. fr. 9, Melanippe Sapiens (P. Oxy. 27.2455, frr. 1–2): p. 90. fr. 10, Medea (P. IFAO, PSP 248 + P. Oxy. 27.2455, fr. 1): pp. 90–92. fr. 11, Oedipus (P. Oxy. 27.2455, fr. 4): p. 59. fr. 14, Rhadamanthys (PSI 12.1286): p. 92. fr. 17, Sisyphus (?) (P. Oxy. 27.2455, fr. 7): p. 93. fr. 18, Sciron (P. Oxy. 27.2455, frr. 6 + 5): p. 94. fr. 18a, Sciron (?) (P. Amherst 2.17): p. 95. fr. 19, Scyrii (PSI 12.1286): pp. 95–96. fr. 20, Syleus (P. Oxy. 27.2455, fr. 18): p. 96. fr. 21, Tennes (P. Oxy. 27.2455, fr. 14): p. 97. fr. 22, Telephus (?) (P. Oxy. 27.2455, fr. 12): p. 67. fr. 23, Temenidae (?) (P. Oxy. 27.2455, fr. 11): pp. 97–98. fr. 24, Temenus (P. Oxy. 27.2455, frr. 8 + 10): p. 98. fr. 27, Phaethon (P. Oxy. 27.2455, fr. 14): p. 99. fr. 28, Philoctetes (P. Oxy. 27.2455, fr. 17): p. 100. fr. 30, Phoenix (P. Oxy. 27.2455, fr. 14): p. 101. fr. 31, Phrixus i (P. Oxy. 27.2455, frr. 14 + 16): pp. 101–102. fr. 32, Phrixus ii (P. Oxy. 27.2455, fr. 17): pp. 102–103. HYPOTHESES (in papyris) fr. 33, Chrysippus (P. Oxy. 27.2455, fr. 17): p. 103. fr. 34, Fabula incerta (P. Oxy. 27.2455, fr. 21): p. 103 12 p. 59 p. 67.",base-3; exact-URN local lookup,No exact reusable Greek TEI or rights-cleared scan verified.,,,No rights-cleared exact scan verified.,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR or images used.,2026-08-11
