tlg_author_id,tlg_work_id,author_heading,work_title,canonical_edition,sources_tested,open_text_result,open_text_url,open_text_license,scan_result,scan_url,scan_rights,confidence,proposed_status,next_action,notes,last_checked
9012,001,IGNATIUS Diaconus Hagiogr.,"Epigrammata, AG: 15.29–31, 39. Q: 124: Epigr","Epigrammata, AG: 15.29–31, 39. Q: 124: Epigr.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,continue item-level open-text and historical-scan search,No third-party OCR used.,2026-08-11
9012,002,IGNATIUS Diaconus Hagiogr.,Vita Nicephori,"Vita Nicephori, ed. C. de Boor, Nicephori archiepiscopi Constantinopolitani opuscula historica, Leipzig: Teubner, 1880: 139–217. Cod: 20,065: Biogr. Cf. et NICEPHORUS I Hist., Scr. Eccl. et Theol. (3086).",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,continue item-level open-text and historical-scan search,No third-party OCR used.,2026-08-11
9012,003,IGNATIUS Diaconus Hagiogr.,Epistulae,"Epistulae, ed. C. A. Mango and S. EfthyIGNATIUS miadis, The Correspondence of Ignatios the Deacon [Corpus Fontium Historiae Byzantinae. Series Washingtonensis 39. Washington, D.C.: Dumbarton Oaks, 1997]: 28–160. Cod: 16,575: Epist.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,continue item-level open-text and historical-scan search,No third-party OCR used.,2026-08-11
9012,004,IGNATIUS Diaconus Hagiogr.,Vita Gregorii Decapolitae,"Vita Gregorii Decapolitae, ed. G. Makris, Ignatios Diakonos und die Vita des Hl. Gregorios Dekapolites [Byzantinisches Archiv 17. Stuttgart: Teubner, 1997]: 56–152. Cod: 9,048: Hagiogr.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,continue item-level open-text and historical-scan search,No third-party OCR used.,2026-08-11
9012,005,IGNATIUS Diaconus Hagiogr.,Carmina,"Carmina, ed. L. Sternbach, ""Methodii patriarchae et Ignatii patriarchae carmina inedita,"" Eos 4 (1897) 151–155. Cod: 724: Poem.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,continue item-level open-text and historical-scan search,No third-party OCR used.,2026-08-11
9012,007,IGNATIUS Diaconus Hagiogr.,Tetrasticha iambica,"Tetrasticha iambica, ed. C. F. Müller, ""Ignatii et aliorum tetrasticha iambica recensita,"" in O. Crusius (ed.), Babrii fabulae Aesopeae [Leipzig: Teubner, 1897]: 264–296. Cod: 2,802 Cf. et 9012 006.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,continue item-level open-text and historical-scan search,No third-party OCR used.,2026-08-11
9012,008,IGNATIUS Diaconus Hagiogr.,Vita Tarasii patriarchae,"Vita Tarasii patriarchae, ed. S. Efthymiadis, The Life of the Patriarch Tarasios by Ignatios the Deacon [Birmingham Byzantine and Ottoman monographs 4. Aldershot, England: Ashgate, 1998]: 69–168. Cod: 11,936: Hagiogr. Cf. et TARASIUS Scr. Eccl. (3119).",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,continue item-level open-text and historical-scan search,No third-party OCR used.,2026-08-11
9012,009,IGNATIUS Diaconus Hagiogr.,Carmen anacreonteum,"Carmen anacreonteum, ed. F. Ciccolella, Cinque poeti bizantini. Anacreontee dal Barberiniano greco 310 [Hellenica 5. Alessandria, Italy: Edizioni dell'Orso, 2000]: 42–54. Cod: 384: Poem.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,continue item-level open-text and historical-scan search,No third-party OCR used.,2026-08-11
9012,010,IGNATIUS Diaconus Hagiogr.,Acrosticha alphabetica,"Acrosticha alphabetica, ed. C. F. Müller, ""Ignatii Diaconi acrostichon alphabeticum,"" Rheinisches Museum für Philologie 46 (1891) 321–323. Cod: Poem.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,continue item-level open-text and historical-scan search,No third-party OCR used.,2026-08-11
9014,001,CONSTANTINUS Rhodius Poeta,"Epigrammata, AG: 15.15–17. Q: 127: Epigr","Epigrammata, AG: 15.15–17. Q: 127: Epigr.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,continue item-level open-text and historical-scan search,No third-party OCR used.,2026-08-11
