tlg_author_id,tlg_work_id,author_heading,work_title,canonical_edition,sources_tested,open_text_result,open_text_url,open_text_license,scan_result,scan_url,scan_rights,confidence,proposed_status,next_action,notes,last_checked
2216,001,ARISTIPPUS Hist.,"Testimonium, FGrH #317","FGrH 3B, 30",base-3; FGrH lookup,"No exact reusable Greek text found.",,,,,,low,EDITION_IDENTIFIED,locate lawful FGrH access or individual witness,"No third-party OCR used.",2026-08-11
2216,002,ARISTIPPUS Hist.,"Fragmenta, FGrH #317","FGrH 3B, 30–31",base-3; FGrH lookup,"No exact reusable Greek text found.",,,,,,medium,EDITION_IDENTIFIED,locate lawful FGrH access or individual witnesses,"No third-party OCR used.",2026-08-11
2216,003,ARISTIPPUS Hist.,"Fragmenta, FHG 4","FHG 4, 327",base-3; Internet Archive FHG catalog,"No open transcription found.",,,"Historical FHG 4 scan candidate covers cited page; quality uninspected.",https://archive.org/details/fragmentahistori04mueluoft,"Public-domain historical edition; provider reuse and quality unverified.",high,SCAN_CANDIDATE,inspect p.327 before remote ingestion,"Older FHG witness; no provider OCR accepted.",2026-08-11
2217,001,NICIAS Hist.,"Fragmentum, FGrH #318","FGrH 3B, 31",base-3; FGrH lookup,"No exact reusable Greek text found.",,,,,,low,EDITION_IDENTIFIED,locate lawful FGrH access or individual witness,"No third-party OCR used.",2026-08-11
2217,001,NICIAS Hist.,"Fragmenta, FGrH #60","FGrH 1A, 298",base-3; FGrH lookup,"No exact reusable Greek text found.",,,,,,medium,EDITION_IDENTIFIED,locate lawful FGrH access or individual witnesses,"No third-party OCR used.",2026-08-11
2217,002,NICIAS Hist.,"Fragmentum, FHG 4","FHG 4, 463",base-3; Internet Archive FHG catalog,"No open transcription found.",,,"Historical FHG 4 scan candidate covers cited page; quality uninspected.",https://archive.org/details/fragmentahistori04mueluoft,"Public-domain historical edition; provider reuse and quality unverified.",high,SCAN_CANDIDATE,inspect p.463 before remote ingestion,"Older FHG witness; no provider OCR accepted.",2026-08-11
2218,001,CALLIPHON et DEMOCEDES Med. et,Testimonia,"Diels and Kranz 1, 6th ed. (1951), 110–112",base-3; Internet Archive Diels catalog,"No exact reusable 1951 text found.",,,"Historical Diels predecessor scan is an alternative candidate; comparison required.",https://archive.org/details/diefragmentederv01dieluoft,"Public-domain historical predecessor; provider reuse and quality unverified.",medium,SCAN_CANDIDATE,compare older Diels witness and inspect images,"Alternative, not the cited sixth edition; no provider OCR accepted.",2026-08-11
2218,001,CALLIPHON et DEMOCEDES Med. et,Fragmenta,"Kock, Comicorum Atticorum fragmenta 3 (1888), 378–379",base-3; Internet Archive Kock catalog,"No open transcription found.",,,"Historical Kock volume 3 scan candidate exists; printing and quality need comparison.",https://archive.org/details/comicorumatticor03kockuoft,"Public-domain historical edition; provider reuse and quality unverified.",medium,SCAN_CANDIDATE,inspect pp.378–379 and verify printing,"No provider OCR accepted.",2026-08-11
2218,002,CALLIPHON et DEMOCEDES Med. et,Fragmentum,"Meineke, Fragmenta comicorum Graecorum 4 (1841), 561",base-3; Internet Archive Meineke catalog,"No open transcription found.",,,"Historical Meineke volume 4 scan candidate covers the cited page; quality uninspected.",https://archive.org/details/fragmentacomicor04meinuoft,"Public-domain historical edition; provider reuse and quality unverified.",high,SCAN_CANDIDATE,inspect p.561 before remote ingestion,"No provider OCR accepted.",2026-08-11
2219,001,AMELESAGORAS Hist.,"Testimonia, FGrH #330","FGrH 3B, 162–163",base-3; FGrH lookup,"No exact reusable Greek text found.",,,,,,low,EDITION_IDENTIFIED,locate lawful FGrH access or individual witnesses,"No third-party OCR used.",2026-08-11
