tlg_author_id,tlg_work_id,author_heading,work_title,canonical_edition,sources_tested,open_text_result,open_text_url,open_text_license,scan_result,scan_url,scan_rights,confidence,proposed_status,next_action,notes,last_checked
0029,006,DINARCHUS Orat.,In Philoclem,"In Philoclem, ed. Conomis, op. cit., 65–72. Cod: 1,377: Orat.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,continue item-level open-text and historical-scan search,Explicit follow-up; no third-party OCR used.,2026-08-11
0029,007,DINARCHUS Orat.,Fragmenta,"Fragmenta, ed. Conomis, op. cit., 73–145. Q: 7,590: Orat. frr. 1–97.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,continue item-level open-text and historical-scan search,Explicit follow-up; no third-party OCR used.,2026-08-11
0029,008,DINARCHUS Orat.,Fragmenta incertae sedis,"Fragmenta incertae sedis, ed. Conomis, op. cit., 145–151. Pap: 773: Orat. frr. 3–42.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,continue item-level open-text and historical-scan search,Explicit follow-up; no third-party OCR used.,2026-08-11
0030,001,HYPERIDES Orat.,In Demosthenem,"In Demosthenem, ed. C. Jensen, Hyperidis orationes sex, Leipzig: Teubner, 1917 (repr. Stuttgart: Teubner, 1963): 2–24. Pap: 2,278: Orat.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,continue item-level open-text and historical-scan search,Explicit follow-up; no third-party OCR used.,2026-08-11
0030,002,HYPERIDES Orat.,Pro Lycophrone,"Pro Lycophrone, ed. Jensen, op. cit., 25–37. Pap: 1,464: Orat.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,continue item-level open-text and historical-scan search,Explicit follow-up; no third-party OCR used.,2026-08-11
0030,003,HYPERIDES Orat.,Pro Euxenippo,"Pro Euxenippo, ed. Jensen, op. cit., 38–56. Pap: 2,669: Orat.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,continue item-level open-text and historical-scan search,Explicit follow-up; no third-party OCR used.,2026-08-11
0030,004,HYPERIDES Orat.,In Philippidem,"In Philippidem, ed. Jensen, op. cit., 57–68. Pap: 1,028: Orat.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,continue item-level open-text and historical-scan search,Explicit follow-up; no third-party OCR used.,2026-08-11
0030,005,HYPERIDES Orat.,In Athenogenem,"In Athenogenem, ed. Jensen, op. cit., 69–89. Pap: 2,377: Orat.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,continue item-level open-text and historical-scan search,Explicit follow-up; no third-party OCR used.,2026-08-11
0030,006,HYPERIDES Orat.,Epitaphius,"Epitaphius, ed. Jensen, op. cit., 90–114. Pap: 2,067: Orat.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,continue item-level open-text and historical-scan search,Explicit follow-up; no third-party OCR used.,2026-08-11
0030,007,HYPERIDES Orat.,Fragmenta,"Fragmenta, ed. Jensen, op. cit., 115–154. Q: 6,128: Orat. frr. 1–43, 45–179, 181–212, 219–276.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,continue item-level open-text and historical-scan search,Explicit follow-up; no third-party OCR used.,2026-08-11
