tlg_author_id,tlg_work_id,author_heading,work_title,canonical_edition,sources_tested,open_text_result,open_text_url,open_text_license,scan_result,scan_url,scan_rights,confidence,proposed_status,next_action,notes,last_checked
3041,002,LEO Papa I Epist.,Carmen ad Job,"Carmen ad Job, ed. L. G. Westerink, ""Leo the Philosopher: 'Job' and Other Poems,"" Illinois Classical Studies 11.1 (1986) 205–222. Cod: 4,859: Poem.",base-3; exact-URN local lookup,No exact reusable Greek TEI or rights-cleared scan verified.,,,No rights-cleared exact scan verified.,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR or images used.,2026-08-11
3041,003,LEO Papa I Epist.,De annuntiatione (BHG 1092m),"De annuntiatione (BHG 1092m), ed. V. Laurent, ""Une Homélie inédite de l'archevêque de Thessalonique Léon le Philosophe sur l'Annonciation (25 mars 842),"" in Mélanges Eugène Tisserant, vol. 2, Orient chrétien, première partie [Studi e Testi 232. Città del Vaticano: Biblioteca Apostolica Vaticana, 1964]: 297–302. Cod: 2,001: Homilet.",base-3; exact-URN local lookup,No exact reusable Greek TEI or rights-cleared scan verified.,,,No rights-cleared exact scan verified.,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR or images used.,2026-08-11
3041,004,LEO Papa I Epist.,"Λέοντος φιλοσόφου περὶ βασιλέων καὶ ἀρχόντων πῶς ἔστι γνῶναι τὸ μῆκος τῆς ἀρχῆς αὐτῶν καὶ τὶ γίνεται ἐν τῇ ἀρχῇ αὐτῶν (e cod. Taurinensi C, VII, 10, fol. 71)","Λέοντος φιλοσόφου περὶ βασιλέων καὶ ἀρχόντων πῶς ἔστι γνῶναι τὸ μῆκος τῆς ἀρχῆς αὐτῶν καὶ τὶ γίνεται ἐν τῇ ἀρχῇ αὐτῶν (e cod. Taurinensi C, VII, 10, fol. 71), ed. F. Cumont, Codices Italici [Catalogus Codicum Astrologorum Graecorum 4. 1903]: 92–93. Cod: 440: Astrol.",base-3; exact-URN local lookup,No exact reusable Greek TEI or rights-cleared scan verified.,,,No rights-cleared exact scan verified.,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR or images used.,2026-08-11
3189,001,LEO Synadensis Epist.,Epistulae,"Epistulae, ed. M. P. Vinson, The Correspondence of Leo, Metropolitan of Synada and Syncellus [Corpus Fontium Historiae Byzantinae. Series Washingtonensis 23. Washington, D.C.: Dumbarton Oaks, 1985]: 2–90. Cod: 11,556: Epist.",base-3; exact-URN local lookup,No exact reusable Greek TEI or rights-cleared scan verified.,,,No rights-cleared exact scan verified.,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR or images used.,2026-08-11
4454,001,LEO IX Papa Epist.,Epistula ad Petrum III patriarcham,"Epistula ad Petrum III patriarcham, ed. A. Michel, Humbert und Kerullarios: Quellen und Studien zum Schisma des XI Jahrhunderts [Quellen und Forschungen aus dem Gebiete der Geschichte 23. Paderborn: Ferdinand Schöningh, 1930]: 459–475. Cod: 2,431: Epist., Theol. Cf. et PETRUS III Epist. et Scr. Eccl. (3108 004).",base-3; exact-URN local lookup,No exact reusable Greek TEI or rights-cleared scan verified.,,,No rights-cleared exact scan verified.,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR or images used.,2026-08-11
1941,001,LEO Hist.,"Testimonia, FGrH #132: 2B:676. NQ: Test","Testimonia, FGrH #132: 2B:676. NQ: Test.",base-3; exact-URN local lookup,No exact reusable Greek TEI or rights-cleared scan verified.,,,No rights-cleared exact scan verified.,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR or images used.,2026-08-11
1941,002,LEO Hist.,"Fragmenta, FGrH #132: 2B:677. Q: Hist","Fragmenta, FGrH #132: 2B:677. Q: Hist.",base-3; exact-URN local lookup,No exact reusable Greek TEI or rights-cleared scan verified.,,,No rights-cleared exact scan verified.,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR or images used.,2026-08-11
1941,003,LEO Hist.,"Fragmenta, FHG 2: 329–331. Q: 308: Hist. frr. 1–5. LEO","Fragmenta, FHG 2: 329–331. Q: 308: Hist. frr. 1–5. LEO",base-3; exact-URN local lookup,No exact reusable Greek TEI or rights-cleared scan verified.,,,No rights-cleared exact scan verified.,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR or images used.,2026-08-11
1978,001,LEO Hist.,"Testimonium, FGrH #659: 3C:208–209. NQ: Test","Testimonium, FGrH #659: 3C:208–209. NQ: Test.",base-3; exact-URN local lookup,No exact reusable Greek TEI or rights-cleared scan verified.,,,No rights-cleared exact scan verified.,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR or images used.,2026-08-11
1978,002,LEO Hist.,"Fragmenta, FGrH #659: 3C:209–211. Q: Epist., Hist","Fragmenta, FGrH #659: 3C:209–211. Q: Epist., Hist.",base-3; exact-URN local lookup,No exact reusable Greek TEI or rights-cleared scan verified.,,,No rights-cleared exact scan verified.,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR or images used.,2026-08-11
