tlg_author_id,tlg_work_id,author_heading,work_title,canonical_edition,sources_tested,open_text_result,open_text_url,open_text_license,scan_result,scan_url,scan_rights,confidence,proposed_status,next_action,notes,last_checked
2797,042,HESYCHIUS Scr. Eccl.,Homilia de jejunio (homilia 15) (e cod. Sinaitico gr. 491),"Homilia de jejunio (homilia 15) (e cod. Sinaitico gr. 491), ed. Aubineau, op. cit., 583– 592. Cod: 1,079: Homilet.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR used.,2026-08-11
2797,048,HESYCHIUS Scr. Eccl.,In conceptionem venerabilis praecursoris (homilia 16),"In conceptionem venerabilis praecursoris (homilia 16), ed. Aubineau, vol. 2. Les homélies xvi–xxi, SubsHag 59 (1980) 668– 704. Cod: 3,888: Homilet.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR used.,2026-08-11
2797,049,HESYCHIUS Scr. Eccl.,In sanctos martyres (fragmentum) (homilia 17) [Dub.],"In sanctos martyres (fragmentum) (homilia 17) [Dub.], ed. Aubineau, vol. 2. Les homélies xvi–xxi, op. cit., 712–714. Cod: 312: Homilet.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR used.,2026-08-11
2797,050,HESYCHIUS Scr. Eccl.,In Lazarum et in ramos palmarum (homilia 18) (olim sub nomine Titi Bostrensis) [Sp.],"In Lazarum et in ramos palmarum (homilia 18) (olim sub nomine Titi Bostrensis) [Sp.], ed. Aubineau, vol. 2. Les homélies xvi– xxi, op. cit., 748–776. Cod: 2,956: Homilet.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR used.,2026-08-11
2797,051,HESYCHIUS Scr. Eccl.,Homilia i in sanctum Longinum centurionem (homilia 19) [Dub.],"Homilia i in sanctum Longinum centurionem (homilia 19) [Dub.], ed. Aubineau, vol. 2. Les homélies xvi–xxi, op. cit., 817–844. Cod: 2,634: Homilet. Cf. et SYMEON Metaphrastes Hagiogr. et Hist. (3115 068).",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR used.,2026-08-11
2797,052,HESYCHIUS Scr. Eccl.,Homilia ii in sanctum Longinum centurionem (homilia 20) [Dub.],"Homilia ii in sanctum Longinum centurionem (homilia 20) [Dub.], ed. Aubineau, vol. 2. Les homélies xvi–xxi, op. cit., 872–900. Cod: 4,021: Homilet. HESYCHIUS Sinaïta",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR used.,2026-08-11
2797,053,HESYCHIUS Scr. Eccl.,In sanctum Lucam (homilia 21) [Dub.],"In sanctum Lucam (homilia 21) [Dub.], ed. Aubineau, vol. 2. Les homélies xvi–xxi, op. cit., 936–950. Cod: 1,286: Encom., Homilet.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR used.,2026-08-11
2797,058,HESYCHIUS Scr. Eccl.,Laudatio sancti Joannis Chrysostomi,"Laudatio sancti Joannis Chrysostomi, ed. F. Halkin, Douze récits byzantins sur saint Jean Chrysostome [Subsidia hagiographica 60. Brussels: Société des Bollandistes, 1977]: 444–472. Cod: 7,168: Hagiogr.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR used.,2026-08-11
2798,001,Pseudo-DIONYSIUS AREOPAGITA Scr.,De caelesti hierarchia,"De caelesti hierarchia, ed. G. Heil and A. M. Ritter, Corpus Dionysiacum ii: Pseudo-Dionysius Areopagita. De coelesti hierarchia, de ecclesiastica hierarchia, de mystica theologia, epistulae [Patristische Texte und Studien 36. Berlin: De Gruyter, 1991]: 7–59. Cod: 11,223: Theol.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR used.,2026-08-11
2798,002,Pseudo-DIONYSIUS AREOPAGITA Scr.,De ecclesiastica hierarchia,"De ecclesiastica hierarchia, ed. Heil and Ritter, op. cit., 63–132. Cod: 15,981: Theol. DIONYSODORUS",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR used.,2026-08-11
2798,004,Pseudo-DIONYSIUS AREOPAGITA Scr.,De divinis nominibus,"De divinis nominibus, ed. B. R. Suchla, Corpus Dionysiacum i: Pseudo-Dionysius Areopagita. De divinis nominibus [Patristische Texte und Studien 33. Berlin: De Gruyter, 1990]: 107–231. Cod: 23,716: Theol.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR used.,2026-08-11
