tlg_author_id,tlg_work_id,author_heading,work_title,canonical_edition,sources_tested,open_text_result,open_text_url,open_text_license,scan_result,scan_url,scan_rights,confidence,proposed_status,next_action,notes,last_checked
0014,097,DEMOSTHENES Orat.,Contra Apatourium [Sp.],"Contra Apatourium [Sp.], ed. Dilts, op. cit., vol. 3, 115–126. Cod: 2,557: Orat. Dup. 0014 033. DEMOSTHENES",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,continue item-level open-text and historical-scan search,Explicit follow-up; no third-party OCR used.,2026-08-11
0014,098,DEMOSTHENES Orat.,Contra Phormionem,"Contra Phormionem, ed. Dilts, op. cit., vol. 3, 127–142. Cod: 3,270: Orat. Dup. 0014 034.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,continue item-level open-text and historical-scan search,Explicit follow-up; no third-party OCR used.,2026-08-11
0014,099,DEMOSTHENES Orat.,Contra Lacritum [Sp.],"Contra Lacritum [Sp.], ed. Dilts, op. cit., vol. 3, 143–160. Cod: 3,663: Orat. Dup. 0014 035.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,continue item-level open-text and historical-scan search,Explicit follow-up; no third-party OCR used.,2026-08-11
0014,100,DEMOSTHENES Orat.,Pro Phormione,"Pro Phormione, ed. Dilts, op. cit., vol. 3, 161–179. Cod: 3,980: Orat. Dup. 0014 036.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,continue item-level open-text and historical-scan search,Explicit follow-up; no third-party OCR used.,2026-08-11
0014,101,DEMOSTHENES Orat.,Contra Pantaenetum,"Contra Pantaenetum, ed. Dilts, op. cit., vol. 3, 180–197. Cod: 3,794: Orat. Dup. 0014 037.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,continue item-level open-text and historical-scan search,Explicit follow-up; no third-party OCR used.,2026-08-11
0014,102,DEMOSTHENES Orat.,Contra Nausimachum et Xenopeithea,"Contra Nausimachum et Xenopeithea, ed. Dilts, op. cit., vol. 3, 198–206. Cod: 1,859: Orat. Dup. 0014 038.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,continue item-level open-text and historical-scan search,Explicit follow-up; no third-party OCR used.,2026-08-11
0014,103,DEMOSTHENES Orat.,Contra Boeotum 1,"Contra Boeotum 1, ed. Dilts, op. cit., vol. 3, 207–219. Cod: 2,757: Orat. Dup. 0014 039.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,continue item-level open-text and historical-scan search,Explicit follow-up; no third-party OCR used.,2026-08-11
0014,104,DEMOSTHENES Orat.,Contra Boeotum 2 [Sp.],"Contra Boeotum 2 [Sp.], ed. Dilts, op. cit., vol. 3, 220–237. Cod: 3,918: Orat. Dup. 0014 040.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,continue item-level open-text and historical-scan search,Explicit follow-up; no third-party OCR used.,2026-08-11
0014,105,DEMOSTHENES Orat.,Contra Spudiam,"Contra Spudiam, ed. Dilts, op. cit., vol. 4 (2009) 1–10. Cod: 1,967: Orat. Dup. 0014 041.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,continue item-level open-text and historical-scan search,Explicit follow-up; no third-party OCR used.,2026-08-11
0014,106,DEMOSTHENES Orat.,Contra Phaenippum [Sp.],"Contra Phaenippum [Sp.], ed. Dilts, op. cit., vol. 4, 11–21. Cod: 2,250: Orat. Dup. 0014 042.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,continue item-level open-text and historical-scan search,Explicit follow-up; no third-party OCR used.,2026-08-11
