tlg_author_id,tlg_work_id,author_heading,work_title,canonical_edition,sources_tested,open_text_result,open_text_url,open_text_license,scan_result,scan_url,scan_rights,confidence,proposed_status,next_action,notes,last_checked
0284,028,Aelius ARISTIDES Rhet.,Ἱεροὶ λόγοι ςʹ,"Ἱεροὶ λόγοι ςʹ, ed. Dindorf, op. cit., vol. 1, 551. Cod: 130: Biogr., Med., Onir.","base-3 (Perseus, First1KGreek, PTA); exact identifier/title check; local Perseus TEI exact identifier",Open licensed TEI found for exact TLG work.,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0284.tlg028.perseus-grc2,https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International License,No existing approved scan record in scan_sources.csv.,,,high,TEXT_OPEN_UNVERIFIED,compare Canon boundaries and source edition,Open TEI present locally; no provider OCR used.,2026-08-11
0284,029,Aelius ARISTIDES Rhet.,Περὶ τοῦ πέμπειν βοήθειαν τοῖς ἐν Σικελίᾳ,"Περὶ τοῦ πέμπειν βοήθειαν τοῖς ἐν Σικελίᾳ, ed. Dindorf, op. cit., vol. 1, 552–570. Cod: 3,782: Rhet.","base-3 (Perseus, First1KGreek, PTA); exact identifier/title check; local Perseus TEI exact identifier",Open licensed TEI found for exact TLG work.,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0284.tlg029.perseus-grc2,https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International License,No existing approved scan record in scan_sources.csv.,,,high,TEXT_OPEN_UNVERIFIED,compare Canon boundaries and source edition,Open TEI present locally; no provider OCR used.,2026-08-11
0284,030,Aelius ARISTIDES Rhet.,Εἰς τὸ ἐναντίον,"Εἰς τὸ ἐναντίον, ed. Dindorf, op. cit., vol. 1, 571–590. Cod: 4,399: Rhet.","base-3 (Perseus, First1KGreek, PTA); exact identifier/title check; local Perseus TEI exact identifier",Open licensed TEI found for exact TLG work.,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0284.tlg030.perseus-grc2,https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International License,No existing approved scan record in scan_sources.csv.,,,high,TEXT_OPEN_UNVERIFIED,compare Canon boundaries and source edition,Open TEI present locally; no provider OCR used.,2026-08-11
0284,031,Aelius ARISTIDES Rhet.,Ὑπὲρ τῆς πρὸς Λακεδαιμονίους εἰρήνης,"Ὑπὲρ τῆς πρὸς Λακεδαιμονίους εἰρήνης, ed. Dindorf, op. cit., vol. 1, 591–600. Cod: 2,344: Rhet.","base-3 (Perseus, First1KGreek, PTA); exact identifier/title check; local Perseus TEI exact identifier",Open licensed TEI found for exact TLG work.,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0284.tlg031.perseus-grc2,https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International License,No existing approved scan record in scan_sources.csv.,,,high,TEXT_OPEN_UNVERIFIED,compare Canon boundaries and source edition,Open TEI present locally; no provider OCR used.,2026-08-11
0284,032,Aelius ARISTIDES Rhet.,Ὑπὲρ τῆς πρὸς Ἀθηναίους εἰρήνης,"Ὑπὲρ τῆς πρὸς Ἀθηναίους εἰρήνης, ed. Dindorf, op. cit., vol. 1, 601–609. Cod: 2,005: Rhet.","base-3 (Perseus, First1KGreek, PTA); exact identifier/title check; local Perseus TEI exact identifier",Open licensed TEI found for exact TLG work.,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0284.tlg032.perseus-grc2,https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International License,No existing approved scan record in scan_sources.csv.,,,high,TEXT_OPEN_UNVERIFIED,compare Canon boundaries and source edition,Open TEI present locally; no provider OCR used.,2026-08-11
0284,033,Aelius ARISTIDES Rhet.,Λευκτρικὸς αʹ (ὑπὲρ Λακεδαιμονίων πρῶτος),"Λευκτρικὸς αʹ (ὑπὲρ Λακεδαιμονίων πρῶτος), ed. Dindorf, op. cit., vol. 1, 611–641. Cod: 5,697: Rhet.","base-3 (Perseus, First1KGreek, PTA); exact identifier/title check; local Perseus TEI exact identifier",Open licensed TEI found for exact TLG work.,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0284.tlg033.perseus-grc2,https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International License,No existing approved scan record in scan_sources.csv.,,,high,TEXT_OPEN_UNVERIFIED,compare Canon boundaries and source edition,Open TEI present locally; no provider OCR used.,2026-08-11
0284,034,Aelius ARISTIDES Rhet.,Λευκτρικὸς βʹ (ὑπὲρ Θηβαίων πρῶτος),"Λευκτρικὸς βʹ (ὑπὲρ Θηβαίων πρῶτος), ed. Dindorf, op. cit., vol. 1, 642–670. Cod: 6,012: Rhet.","base-3 (Perseus, First1KGreek, PTA); exact identifier/title check; local Perseus TEI exact identifier",Open licensed TEI found for exact TLG work.,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0284.tlg034.perseus-grc2,https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International License,No existing approved scan record in scan_sources.csv.,,,high,TEXT_OPEN_UNVERIFIED,compare Canon boundaries and source edition,Open TEI present locally; no provider OCR used.,2026-08-11
0284,035,Aelius ARISTIDES Rhet.,Λευκτρικὸς γʹ (ὑπὲρ Λακεδαιμονίων δεύτεARISTIDES QUINTILIANUS ρος),"Λευκτρικὸς γʹ (ὑπὲρ Λακεδαιμονίων δεύτεARISTIDES QUINTILIANUS ρος), ed. Dindorf, op. cit., vol. 1, 671–683. Cod: 2,593: Rhet.","base-3 (Perseus, First1KGreek, PTA); exact identifier/title check; local Perseus TEI exact identifier",Open licensed TEI found for exact TLG work.,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0284.tlg035.perseus-grc2,https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International License,No existing approved scan record in scan_sources.csv.,,,high,TEXT_OPEN_UNVERIFIED,compare Canon boundaries and source edition,Open TEI present locally; no provider OCR used.,2026-08-11
0284,036,Aelius ARISTIDES Rhet.,Λευκτρικὸς δʹ (ὑπὲρ Θηβαίων δεύτερος),"Λευκτρικὸς δʹ (ὑπὲρ Θηβαίων δεύτερος), ed. Dindorf, op. cit., vol. 1, 684–695. Cod: 2,442: Rhet.","base-3 (Perseus, First1KGreek, PTA); exact identifier/title check; local Perseus TEI exact identifier",Open licensed TEI found for exact TLG work.,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0284.tlg036.perseus-grc2,https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International License,No existing approved scan record in scan_sources.csv.,,,high,TEXT_OPEN_UNVERIFIED,compare Canon boundaries and source edition,Open TEI present locally; no provider OCR used.,2026-08-11
0284,037,Aelius ARISTIDES Rhet.,Λευκτρικὸς εʹ (ὑπὲρ μηδετέροις βοηθεῖν),"Λευκτρικὸς εʹ (ὑπὲρ μηδετέροις βοηθεῖν), ed. Dindorf, op. cit., vol. 1, 696–710. Cod: 3,178: Rhet.","base-3 (Perseus, First1KGreek, PTA); exact identifier/title check; local Perseus TEI exact identifier",Open licensed TEI found for exact TLG work.,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0284.tlg037.perseus-grc2,https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International License,No existing approved scan record in scan_sources.csv.,,,high,TEXT_OPEN_UNVERIFIED,compare Canon boundaries and source edition,Open TEI present locally; no provider OCR used.,2026-08-11
