tlg_author_id,tlg_work_id,author_heading,work_title,canonical_edition,sources_tested,open_text_result,open_text_url,open_text_license,scan_result,scan_url,scan_rights,confidence,proposed_status,next_action,notes,last_checked
2182,001,STAPHYLUS Hist.,"Testimonium, FGrH #269","FGrH 3A, 80",base-3; FGrH lookup,"No exact reusable Greek text found.",,,,,,low,EDITION_IDENTIFIED,locate lawful FGrH access or individual witness,"No third-party OCR used.",2026-08-11
2182,002,STAPHYLUS Hist.,"Fragmenta, FGrH #269","FGrH 3A, 80–82",base-3; FGrH lookup,"No exact reusable Greek text found.",,,,,,medium,EDITION_IDENTIFIED,locate lawful FGrH access or individual witnesses,"No third-party OCR used.",2026-08-11
2182,003,STAPHYLUS Hist.,"Fragmenta, FHG 4","FHG 4, 505–507",base-3; Internet Archive FHG catalog,"No open transcription found.",,,"Historical FHG volume 4 scan candidate covers the cited pages; image quality uninspected.",https://archive.org/details/fragmentahistori04mueluoft,"Public-domain historical edition; provider image reuse and quality unverified.",high,SCAN_CANDIDATE,inspect pp.505–507 before remote ingestion,"Older FHG witness; no provider OCR accepted.",2026-08-11
2183,001,JASON Hist.,"Fragmentum, FGrH #632","FGrH 3C, 182",base-3; FGrH lookup,"No exact reusable Greek text found.",,,,,,low,EDITION_IDENTIFIED,locate lawful FGrH access or individual witness,"No third-party OCR used.",2026-08-11
2184,001,CLAUDIUS Imperator,"Testimonia, FGrH #276","FGrH 3A, 155–156",base-3; FGrH lookup,"No exact reusable Greek text found.",,,,,,low,EDITION_IDENTIFIED,locate lawful FGrH access or individual witnesses,"No third-party OCR used.",2026-08-11
2184,002,CLAUDIUS Imperator,"Fragmenta, FGrH #276","FGrH 3A, 156–157",base-3; FGrH lookup,"No exact reusable Greek text found.",,,,,,medium,EDITION_IDENTIFIED,locate lawful FGrH access or individual witnesses,"No third-party OCR used.",2026-08-11
2185,001,DIONYSIUS Μεταθέμενος Phil.,Fragmenta,"von Arnim, Stoicorum veterum fragmenta 1 (1905), 93–96",base-3; Internet Archive SVF catalog,"No open transcription found.",,,"Historical volume 1 scan candidate exists; cited pages and image quality uninspected.",https://archive.org/details/stoicorumveterum0001arni,"Public-domain historical edition; provider image reuse and quality unverified.",high,SCAN_CANDIDATE,inspect pp.93–96 before remote ingestion,"No provider OCR accepted.",2026-08-11
2186,001,LEO Hist.,"Testimonium, FGrH #278","FGrH 3A, 157–158",base-3; FGrH lookup,"No exact reusable Greek text found.",,,,,,low,EDITION_IDENTIFIED,locate lawful FGrH access or individual witness,"No third-party OCR used.",2026-08-11
2186,002,LEO Hist.,"Fragmenta, FGrH #279","FGrH 3A, 158",base-3; FGrH lookup,"No exact reusable Greek text found.",,,,,,medium,EDITION_IDENTIFIED,locate lawful FGrH access or individual witness,"No third-party OCR used.",2026-08-11
2186,003,LEO Hist.,"Fragmentum, FHG 2","FHG 2, 331",base-3; Internet Archive FHG catalog,"No open transcription found.",,,"Historical FHG volume 2 scan candidate covers the cited page; image quality uninspected.",https://archive.org/details/fragmentahistori02unse,"Public-domain historical edition; provider image reuse and quality unverified.",high,SCAN_CANDIDATE,inspect p.331 before remote ingestion,"No provider OCR accepted.",2026-08-11
2187,001,POSIDONIUS Hist.,"Testimonia, FGrH #279","FGrH 3A, 158",base-3; FGrH lookup,"No exact reusable Greek text found.",,,,,,low,EDITION_IDENTIFIED,locate lawful FGrH access or individual witness,"No third-party OCR used.",2026-08-11
2187,002,POSIDONIUS Hist.,"Fragmenta, FHG 3","FHG 3, 172–173",base-3; Internet Archive FHG catalog,"No open transcription found.",,,"Historical FHG volume 3 scan candidate covers the cited pages; image quality uninspected.",https://archive.org/details/cuafragmentahist03mull,"Public-domain historical edition; provider image reuse and quality unverified.",high,SCAN_CANDIDATE,inspect pp.172–173 before remote ingestion,"No provider OCR accepted.",2026-08-11
2189,001,CALLINICUS Soph.,"Testimonia, FGrH #281","FGrH 3A, 159–160",base-3; FGrH lookup,"No exact reusable Greek text found.",,,,,,low,EDITION_IDENTIFIED,locate lawful FGrH access or individual witnesses,"No third-party OCR used.",2026-08-11
