tlg_author_id,tlg_work_id,author_heading,work_title,canonical_edition,sources_tested,open_text_result,open_text_url,open_text_license,scan_result,scan_url,scan_rights,confidence,proposed_status,next_action,notes,last_checked
1485,001,VITAE SANCTORUM PTOLEMAEI ET,Martyrium Ptolemaei et Lucii,"Martyrium Ptolemaei et Lucii, ed. H. Musurillo, The acts of the Christian martyrs, Oxford: Clarendon Press, 1972: 38–40. Cod: 486: Hagiogr.",base-3 exact TLG-id lookup; targeted external catalog search if negative,No exact TLG path found locally; external catalog search pending.,,,,,,high,EDITION_IDENTIFIED,search item-level catalogues,Individual exact-ID check; no OCR used.,2026-08-11
1486,001,MATRON Parodius,Convivium Atticum,"Convivium Atticum, ed. P. Brandt, Parodorum epicorum Graecorum et Archestrati reliquiae [Corpusculum poesis epicae Graecae Ludibundae fasc. 1. Leipzig: Teubner, 1888]: 60–71. Q: 853: Parod. Dup. partim 1486 003 (fr. 534).",base-3 exact TLG-id lookup; targeted external catalog search if negative,Exact TLG work path found locally; edition/extent must be checked.,sources/upstream/first1kgreek/data/tlg1486/tlg001/__cts__.xml,See upstream repository license.,,,,high,TEXT_OPEN_UNVERIFIED,inspect CTS metadata and license,Individual exact-ID check; no OCR used.,2026-08-11
1486,002,MATRON Parodius,Fragmenta,"Fragmenta, ed. Brandt, Corpusculum poesis epicae Graecae Ludibundae fasc. 1 (1888) 91–93. Q: 133: Parod. frr. 1–6. Dup. partim 1486 003 (frr. 535–540).",base-3 exact TLG-id lookup; targeted external catalog search if negative,Exact TLG work path found locally; edition/extent must be checked.,sources/upstream/first1kgreek/data/tlg1486/tlg002/__cts__.xml,See upstream repository license.,,,,high,TEXT_OPEN_UNVERIFIED,inspect CTS metadata and license,Individual exact-ID check; no OCR used.,2026-08-11
1486,003,MATRON Parodius,Fragmenta,"Fragmenta, ed. H. Lloyd-Jones and P. Parsons, Supplementum Hellenisticum, Berlin: De Gruyter, 1983: 259–262, 266–268. Q: 988: Parod. frr. 534–540. Dup. partim 1486 001–002.",base-3 exact TLG-id lookup; targeted external catalog search if negative,No exact TLG path found locally; external catalog search pending.,,,,,,high,EDITION_IDENTIFIED,search item-level catalogues,Individual exact-ID check; no OCR used.,2026-08-11
1487,001,MAXIMUS Astrol.,Περὶ καταρχῶν,"Περὶ καταρχῶν, ed. A. Ludwich, Maximi et Ammonis carminum de actionum auspiciis reliquiae, Leipzig: Teubner, 1877: 3–48. Cod: 4,017: Astrol., Hexametr.",base-3 exact TLG-id lookup; targeted external catalog search if negative,Exact TLG work path found locally; edition/extent must be checked.,sources/upstream/first1kgreek/data/tlg1487/tlg001/__cts__.xml,See upstream repository license.,,,,high,TEXT_OPEN_UNVERIFIED,inspect CTS metadata and license,Individual exact-ID check; no OCR used.,2026-08-11
1487,002,MAXIMUS Astrol.,Περὶ καταρχῶν (epitome),"Περὶ καταρχῶν (epitome), ed. Ludwich, op. cit., 79–96. Cod: 2,120: Astrol.",base-3 exact TLG-id lookup; targeted external catalog search if negative,Exact TLG work path found locally; edition/extent must be checked.,sources/upstream/first1kgreek/data/tlg1487/tlg002/tlg1487.tlg002.1st1K-grc1.xml,See upstream repository license.,,,,high,TEXT_OPEN_UNVERIFIED,inspect CTS metadata and license,Individual exact-ID check; no OCR used.,2026-08-11
1487,003,MAXIMUS Astrol.,Περὶ καταρχῶν (Paraphrases I–II),"Περὶ καταρχῶν (Paraphrases I–II), ed. P. Radici Colace, Le parafrasi bizantine del Περὶ Καταρχῶν di Massimo [Letteratura e civiltà bizantina 4. Messina: Edizioni Dr. Antonino Sfameni, 1988]: 60–124, 128–130. Cod: 2,688: Astrol. Dup. 1487 001.",base-3 exact TLG-id lookup; targeted external catalog search if negative,No exact TLG path found locally; external catalog search pending.,,,,,,high,EDITION_IDENTIFIED,search item-level catalogues,Individual exact-ID check; no OCR used.,2026-08-11
1488,001,MAXIMUS Theol.,Fragmentum ex libro de materia,"Fragmentum ex libro de materia, ed. M. J. Routh, Reliquiae sacrae, vol. 2, 2nd edn., Oxford: Oxford University Press, 1846 (repr. Hildesheim: Olms, 1974): 87–107. Q: 3,197: Theol. MAXIMUS",base-3 exact TLG-id lookup; targeted external catalog search if negative,No exact TLG path found locally; external catalog search pending.,,,,,,high,EDITION_IDENTIFIED,search item-level catalogues,Individual exact-ID check; no OCR used.,2026-08-11
1489,001,MEGASTHENES Hist.,"Testimonia, FGrH #715: 3C:603–604. NQ: Test","Testimonia, FGrH #715: 3C:603–604. NQ: Test.",base-3 exact TLG-id lookup; targeted external catalog search if negative,No exact TLG path found locally; external catalog search pending.,,,,,,high,EDITION_IDENTIFIED,search item-level catalogues,Individual exact-ID check; no OCR used.,2026-08-11
1489,002,MEGASTHENES Hist.,"Fragmenta, FGrH #715: 3C:604–639. Q: Hist. MEGES","Fragmenta, FGrH #715: 3C:604–639. Q: Hist. MEGES",base-3 exact TLG-id lookup; targeted external catalog search if negative,No exact TLG path found locally; external catalog search pending.,,,,,,high,EDITION_IDENTIFIED,search item-level catalogues,Individual exact-ID check; no OCR used.,2026-08-11
