tlg_author_id,tlg_work_id,author_heading,work_title,canonical_edition,sources_tested,open_text_result,open_text_url,open_text_license,scan_result,scan_url,scan_rights,confidence,proposed_status,next_action,notes,last_checked
2040,070,BASILIUS Caesariensis Theol.,"Sermo ob sacerdotum instructionem (recensio brevior) [Sp.], MPG 31: 1685–1688. Cod: 355: Eccl., Liturg","Sermo ob sacerdotum instructionem (recensio brevior) [Sp.], MPG 31: 1685–1688. Cod: 355: Eccl., Liturg.","base-3 (Perseus, First1KGreek, PTA); exact identifier/title check",No reusable complete Greek text found.,,,No existing approved scan record in scan_sources.csv.,,,medium,BLOCKED_RIGHTS,seek older open edition or individual witness,Canon edition not reusable without explicit licence.,2026-08-11
2040,071,BASILIUS Caesariensis Theol.,"Liturgia (recensio brevior vetusta), MPG 31: 1629–1656. Cod: 5,204: Liturg","Liturgia (recensio brevior vetusta), MPG 31: 1629–1656. Cod: 5,204: Liturg.","base-3 (Perseus, First1KGreek, PTA); exact identifier/title check",No reusable complete Greek text found.,,,No existing approved scan record in scan_sources.csv.,,,medium,BLOCKED_RIGHTS,seek older open edition or individual witness,Canon edition not reusable without explicit licence.,2026-08-11
2040,072,BASILIUS Caesariensis Theol.,"Sermo de contubernalibus [Sp.], MPG 30: 812–828. Cod: 3,078: Eccl","Sermo de contubernalibus [Sp.], MPG 30: 812–828. Cod: 3,078: Eccl.","base-3 (Perseus, First1KGreek, PTA); exact identifier/title check",No reusable complete Greek text found.,,,No existing approved scan record in scan_sources.csv.,,,medium,BLOCKED_RIGHTS,seek older open edition or individual witness,Canon edition not reusable without explicit licence.,2026-08-11
2040,073,BASILIUS Caesariensis Theol.,"Oratio pro inimicis et amicis [Sp.], MPG 31: 1685. Cod: 239: Liturg","Oratio pro inimicis et amicis [Sp.], MPG 31: 1685. Cod: 239: Liturg.","base-3 (Perseus, First1KGreek, PTA); exact identifier/title check",No reusable complete Greek text found.,,,No existing approved scan record in scan_sources.csv.,,,medium,BLOCKED_RIGHTS,seek older open edition or individual witness,Canon edition not reusable without explicit licence.,2026-08-11
2040,074,BASILIUS Caesariensis Theol.,"Constitutiones asceticae [Sp.], MPG 31: 1320–1428. Cod: 18,012: Eccl","Constitutiones asceticae [Sp.], MPG 31: 1320–1428. Cod: 18,012: Eccl.","base-3 (Perseus, First1KGreek, PTA); exact identifier/title check",No reusable complete Greek text found.,,,No existing approved scan record in scan_sources.csv.,,,medium,BLOCKED_RIGHTS,seek older open edition or individual witness,Canon edition not reusable without explicit licence.,2026-08-11
2040,075,BASILIUS Caesariensis Theol.,"Sermones de moribus a Symeone Metaphrasta collecti, MPG 32: 1116–1381. BASILIUS Metropolita Cod: 49,346: Anthol., Homilet","Sermones de moribus a Symeone Metaphrasta collecti, MPG 32: 1116–1381. BASILIUS Metropolita Cod: 49,346: Anthol., Homilet.","base-3 (Perseus, First1KGreek, PTA); exact identifier/title check",No reusable complete Greek text found.,,,No existing approved scan record in scan_sources.csv.,,,medium,BLOCKED_RIGHTS,seek older open edition or individual witness,Canon edition not reusable without explicit licence.,2026-08-11
2040,076,BASILIUS Caesariensis Theol.,Sermo ob sacerdotum instructionem (recensio fusior) [Sp.],"Sermo ob sacerdotum instructionem (recensio fusior) [Sp.], ed. P.-P. Joannou, Fonti. Fasciolo ix. Discipline générale antique (iv–ix s.). Les canons des pères grecs, vol. II, Rome: Tipographia Italo-Orientale ""S. Nilo"", 1963: 187–191. Cod: 397: Eccl., Liturg.","base-3 (Perseus, First1KGreek, PTA); exact identifier/title check",No reusable complete Greek text found.,,,No existing approved scan record in scan_sources.csv.,,,medium,BLOCKED_RIGHTS,seek older open edition or individual witness,Canon edition not reusable without explicit licence.,2026-08-11
2040,078,BASILIUS Caesariensis Theol.,Prologus 6 (prooemium ad Hypotyposin),"Prologus 6 (prooemium ad Hypotyposin), ed. J. Gribomont, Histoire du texte des ascétiques de S. Basile [Bibliothèque du Muséon 32. Louvain: Université de Louvain, 1953]: 279–282. Cod: 447: Eccl.","base-3 (Perseus, First1KGreek, PTA); exact identifier/title check",No reusable complete Greek text found.,,,No existing approved scan record in scan_sources.csv.,,,medium,BLOCKED_RIGHTS,seek older open edition or individual witness,Canon edition not reusable without explicit licence.,2026-08-11
2040,079,BASILIUS Caesariensis Theol.,Sermo 14 (De fide) [Sp.],"Sermo 14 (De fide) [Sp.], ed. Gribomont, op. cit., 314–316. Cod: 325: Eccl.","base-3 (Perseus, First1KGreek, PTA); exact identifier/title check",No reusable complete Greek text found.,,,No existing approved scan record in scan_sources.csv.,,,medium,BLOCKED_RIGHTS,seek older open edition or individual witness,Canon edition not reusable without explicit licence.,2026-08-11
2040,080,BASILIUS Caesariensis Theol.,Sermo 15 (De vita monastica) (excerptum) [Sp.],"Sermo 15 (De vita monastica) (excerptum) [Sp.], ed. Gribomont, op. cit., 317–319. Cod: 395: Eccl.","base-3 (Perseus, First1KGreek, PTA); exact identifier/title check",No reusable complete Greek text found.,,,No existing approved scan record in scan_sources.csv.,,,medium,BLOCKED_RIGHTS,seek older open edition or individual witness,Canon edition not reusable without explicit licence.,2026-08-11
