tlg_author_id,tlg_work_id,author_heading,work_title,canonical_edition,sources_tested,open_text_result,open_text_url,open_text_license,scan_result,scan_url,scan_rights,confidence,proposed_status,next_action,notes,last_checked
2246,001,LYCON Phil.,Testimonia,,base-3; exact-URN local lookup; Internet Archive advanced-search author/title query,No exact reusable Greek TEI or rights-cleared scan verified.,,,No rights-cleared exact scan verified.,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR or images used.,2026-08-11
2444,001,LYCOPHRON Soph.,Testimonia,,base-3; exact-URN local lookup; Internet Archive advanced-search author/title query,No exact reusable Greek TEI or rights-cleared scan verified.,,,No rights-cleared exact scan verified.,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR or images used.,2026-08-11
0341,001,LYCOPHRON Trag.,Fragmenta,,base-3; exact-URN local lookup; Internet Archive advanced-search author/title query,No exact reusable Greek TEI or rights-cleared scan verified.,,,No rights-cleared exact scan verified.,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR or images used.,2026-08-11
0341,002,LYCOPHRON Trag.,Alexandra,,base-3; Perseus canonical Greek TEI exact-URN lookup,Exact Greek TEI located; compare edition and coverage against Canon.,https://github.com/PerseusDL/canonical-greekLit/blob/master/data/tlg0341/tlg002/tlg0341.tlg002.perseus-grc2.xml,CC BY-SA 3.0 US,No rights-cleared exact scan verified.,,,high,TEXT_OPEN_UNVERIFIED,compare TEI coverage/edition against Canon,Open TEI only; no OCR or images used.,2026-08-11
0341,003,LYCOPHRON Trag.,Titulus,,base-3; exact-URN local lookup; Internet Archive advanced-search author/title query,No exact reusable Greek TEI or rights-cleared scan verified.,,,No rights-cleared exact scan verified.,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR or images used.,2026-08-11
0341,004,LYCOPHRON Trag.,Alexandra,,base-3; Perseus exact-work local lookup; targeted external lookup,Greek TEI found for Alexandra under CTS tlg0341.tlg002; Canon record differs.,https://github.com/PerseusDL/canonical-greekLit/blob/master/data/tlg0341/tlg002/tlg0341.tlg002.perseus-grc2.xml,CC BY-SA 3.0 US,No rights-cleared exact scan verified.,,,medium,OPEN_TEXT_DIFFERENT_EDITION,compare duplicate Canon record and edition against TEI,Open TEI is a different CTS record; no OCR or images used.,2026-08-11
0381,001,LYCOPHRONIDES Lyr.,Fragmenta,,base-3; exact-URN local lookup; Internet Archive advanced-search author/title query,No exact reusable Greek TEI or rights-cleared scan verified.,,,No rights-cleared exact scan verified.,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR or images used.,2026-08-11
0034,001,LYCURGUS Orat.,Oratio in Leocratem,,base-3; Perseus canonical Greek TEI exact-URN lookup,Exact Greek TEI located; compare edition and coverage against Canon.,https://github.com/PerseusDL/canonical-greekLit/blob/master/data/tlg0034/tlg001/tlg0034.tlg001.perseus-grc2.xml,CC BY-SA 3.0 US,No rights-cleared exact scan verified.,,,high,TEXT_OPEN_UNVERIFIED,compare TEI coverage/edition against Canon,Open TEI only; no OCR or images used.,2026-08-11
0034,002,LYCURGUS Orat.,Fragmenta,,base-3; exact-URN local lookup; Internet Archive advanced-search author/title query,No exact reusable Greek TEI or rights-cleared scan verified.,,,No rights-cleared exact scan verified.,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR or images used.,2026-08-11
1470,001,LYCUS Hist.,"Testimonia, FGrH #570: 3B:664. NQ: Test",,base-3; exact-URN local lookup; Internet Archive advanced-search author/title query,No exact reusable Greek TEI or rights-cleared scan verified.,,,No rights-cleared exact scan verified.,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR or images used.,2026-08-11
1470,002,LYCUS Hist.,"Fragmenta, FGrH #570: 3B:664–668. Q: Hist. Dup. partim 1470 004",,base-3; exact-URN local lookup; Internet Archive advanced-search author/title query,No exact reusable Greek TEI or rights-cleared scan verified.,,,No rights-cleared exact scan verified.,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR or images used.,2026-08-11
1470,003,LYCUS Hist.,Fragmenta,,base-3; exact-URN local lookup; Internet Archive advanced-search author/title query,No exact reusable Greek TEI or rights-cleared scan verified.,,,No rights-cleared exact scan verified.,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR or images used.,2026-08-11
1470,004,LYCUS Hist.,"Fragmenta, FHG 2: 370–374. LYCUS Q: 999: Hist. frr. 1–15",,base-3; exact-URN local lookup; Internet Archive advanced-search author/title query,No exact reusable Greek TEI or rights-cleared scan verified.,,,No rights-cleared exact scan verified.,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR or images used.,2026-08-11
2267,001,LYCUS Hist.,"Fragmenta, FGrH #380: 3B:249–250. Q: Hist",,base-3; exact-URN local lookup; Internet Archive advanced-search author/title query,No exact reusable Greek TEI or rights-cleared scan verified.,,,No rights-cleared exact scan verified.,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR or images used.,2026-08-11
2580,001,Joannes Laurentius LYDUS Hist.,De magistratibus populi Romani,,base-3; exact-URN local lookup; Internet Archive API title/author search,Candidate edition scan found; rights declaration requires verification.,,,Candidate exact-title scan; metadata has no explicit reuse statement.,https://archive.org/details/joannislydidema01wuengoog,metadata lacks explicit reuse statement,medium,EDITION_IDENTIFIED,verify reuse rights and extent before retrieval,No OCR or images downloaded.,2026-08-11
2580,002,Joannes Laurentius LYDUS Hist.,De mensibus,,base-3; exact-URN local lookup; Internet Archive API title/author search,Candidate edition scan found; rights declaration requires verification.,,,Candidate exact-title scan; metadata has no explicit reuse statement.,https://archive.org/details/ioannislaurenti01wuengoog,metadata lacks explicit reuse statement,medium,EDITION_IDENTIFIED,verify reuse rights and extent before retrieval,No OCR or images downloaded.,2026-08-11
2580,003,Joannes Laurentius LYDUS Hist.,De ostentis (= Περὶ διοσημειῶν),,base-3; exact-URN local lookup; Internet Archive API title/author search,Candidate edition scan found; verify extent against Canon.,,,Candidate exact-title scan with an explicit public-domain mark.,https://archive.org/details/bub_gb_h0gl-bL4N-wC,Public Domain Mark 1.0,medium,EDITION_IDENTIFIED,verify extent before retrieval,No OCR or images downloaded.,2026-08-11
2580,004,Joannes Laurentius LYDUS Hist.,De mensibus,,base-3; exact-URN local lookup; Internet Archive API title/author search,Candidate edition scan found; rights declaration requires verification.,,,Candidate exact-title scan; metadata has no explicit reuse statement.,https://archive.org/details/ioannislaurenti01wuengoog,metadata lacks explicit reuse statement,medium,EDITION_IDENTIFIED,verify reuse rights and extent before retrieval,No OCR or images downloaded.,2026-08-11
2580,005,Joannes Laurentius LYDUS Hist.,De magistratibus,,base-3; exact-URN local lookup; Internet Archive API title/author search,Candidate edition scan found; rights declaration requires verification.,,,Candidate exact-title scan; metadata has no explicit reuse statement.,https://archive.org/details/joannislydidema01wuengoog,metadata lacks explicit reuse statement,medium,EDITION_IDENTIFIED,verify reuse rights and extent before retrieval,No OCR or images downloaded.,2026-08-11
2580,006,Joannes Laurentius LYDUS Hist.,De ostentis,,base-3; exact-URN local lookup; Internet Archive API title/author search,Candidate edition scan found; verify extent against Canon.,,,Candidate exact-title scan with an explicit public-domain mark.,https://archive.org/details/bub_gb_h0gl-bL4N-wC,Public Domain Mark 1.0,medium,EDITION_IDENTIFIED,verify extent before retrieval,No OCR or images downloaded.,2026-08-11
2580,007,Joannes Laurentius LYDUS Hist.,De magistratibus populi Romani,,base-3; exact-URN local lookup; Internet Archive API title/author search,Candidate edition scan found; rights declaration requires verification.,,,Candidate exact-title scan; metadata has no explicit reuse statement.,https://archive.org/details/joannislydidema01wuengoog,metadata lacks explicit reuse statement,medium,EDITION_IDENTIFIED,verify reuse rights and extent before retrieval,No OCR or images downloaded.,2026-08-11
2580,008,Joannes Laurentius LYDUS Hist.,"Περὶ σεληνιακῶν ἐπιτηρήσεων (e cod. Scorial. I R 14, fol. 161)",,base-3; exact-URN local lookup; Internet Archive advanced-search author/title query,No exact reusable Greek TEI or rights-cleared scan verified.,,,No rights-cleared exact scan verified.,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR or images used.,2026-08-11
2580,009,Joannes Laurentius LYDUS Hist.,"Excerpta e calendario Clodii (e cod. Matrit. Bibl. Nat. 4681, fol. 151v)",,base-3; exact-URN local lookup; Internet Archive advanced-search author/title query,No exact reusable Greek TEI or rights-cleared scan verified.,,,No rights-cleared exact scan verified.,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR or images used.,2026-08-11
0471,001,LYNCEUS Comic.,Fragmentum,,base-3; exact-URN local lookup; Internet Archive advanced-search author/title query,No exact reusable Greek TEI or rights-cleared scan verified.,,,No rights-cleared exact scan verified.,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR or images used.,2026-08-11
0471,002,LYNCEUS Comic.,Fragmentum,,base-3; exact-URN local lookup; Internet Archive advanced-search author/title query,No exact reusable Greek TEI or rights-cleared scan verified.,,,No rights-cleared exact scan verified.,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR or images used.,2026-08-11
