tlg_author_id,tlg_work_id,author_heading,work_title,canonical_edition,sources_tested,open_text_result,open_text_url,open_text_license,scan_result,scan_url,scan_rights,confidence,proposed_status,next_action,notes,last_checked
2195,002,[CHRYSERMUS] Hist.,"Fragmenta, FHG 4","FHG 4, 361–362",base-3; Internet Archive FHG catalog,"No open transcription found.",,,"Historical FHG 4 scan candidate covers cited pages; quality uninspected.",https://archive.org/details/fragmentahistori04mueluoft,"Public-domain historical edition; provider reuse and quality unverified.",high,SCAN_CANDIDATE,inspect pp.361–362 before remote ingestion,"No provider OCR accepted.",2026-08-11
2196,001,[DERCYLLUS] Hist.,"Fragmenta, FGrH #288","FGrH 3A, 170–172",base-3; FGrH lookup,"No exact reusable Greek text found.",,,,,,medium,EDITION_IDENTIFIED,locate lawful FGrH access or individual witnesses,"No third-party OCR used.",2026-08-11
2196,002,[DERCYLLUS] Hist.,"Fragmenta, FHG 4","FHG 4, 386–388",base-3; Internet Archive FHG catalog,"No open transcription found.",,,"Historical FHG 4 scan candidate covers cited pages; quality uninspected.",https://archive.org/details/fragmentahistori04mueluoft,"Public-domain historical edition; provider reuse and quality unverified.",high,SCAN_CANDIDATE,inspect pp.386–388 before remote ingestion,"No provider OCR accepted.",2026-08-11
2197,001,[DOROTHEUS] Hist.,"Fragmenta, FGrH #289","FGrH 3A, 172–173",base-3; FGrH lookup,"No exact reusable Greek text found.",,,,,,medium,EDITION_IDENTIFIED,locate lawful FGrH access or individual witnesses,"No third-party OCR used.",2026-08-11
2197,001,[DOROTHEUS] Hist.,Liber historicus,"Tzigaras, 1781, 11–555",base-3; historical-book catalogs,"No exact reusable Greek text or rights-cleared scan verified.",,,,,,medium,EDITION_IDENTIFIED,locate a lawful 1781 scan and inspect it,"No third-party OCR used.",2026-08-11
2197,002,[DOROTHEUS] Hist.,"Liber historicus (versio altera)","Zachariadou (1962), 144–155",base-3; specialist lookup,"No reusable open Greek text found.",,,,,,high,BLOCKED_RIGHTS,seek manuscript images or older independent witness,"Modern article excluded; no third-party OCR used.",2026-08-11
2198,001,THEUDIUS Math. et Phil.,Testimonium,"Lasserre (1987), 133",base-3; specialist lookup,"No reusable open Greek text found.",,,,,,high,BLOCKED_RIGHTS,seek individual ancient witness,"Modern edition excluded; no third-party OCR used.",2026-08-11
2198,002,THEUDIUS Math. et Phil.,Fragmenta,"Lasserre (1987), 133",base-3; specialist lookup,"No reusable open Greek text found.",,,,,,high,BLOCKED_RIGHTS,seek papyrus images and earlier independent witnesses,"Modern edition excluded; no third-party OCR used.",2026-08-11
2199,001,[CALLISTHENES] Hist.,"Fragmenta, FGrH #291","FGrH 3A, 175",base-3; FGrH lookup,"No exact reusable Greek text found.",,,,,,medium,EDITION_IDENTIFIED,locate lawful FGrH access or individual witnesses,"No third-party OCR used.",2026-08-11
2200,001,LIBANIUS Rhet. et Soph.,"Epistulae 1–1544","Foerster, Libanii opera 10–11 (1921–1922)",base-3; First1KGreek,"Open Greek TEI covers Foerster letters 1–839 only; remaining canonical scope requires checking.",https://github.com/OpenGreekAndLatin/First1KGreek/blob/master/data/tlg2200/tlg001/tlg2200.tlg001.1st1K-grc1.xml,CC-BY-SA-4.0,,,,high,TEXT_OPEN_UNVERIFIED,verify extent 1–839 and locate remainder,"No third-party OCR used.",2026-08-11
