tlg_author_id,tlg_work_id,author_heading,work_title,canonical_edition,sources_tested,open_text_result,open_text_url,open_text_license,scan_result,scan_url,scan_rights,confidence,proposed_status,next_action,notes,last_checked
1501,001,MENECRATES Epigr.,"Epigrammata, AG 9.54–55",Anthologia Graeca citations,base-3; Perseus Greek Anthology TEI,Whole cited content is present in Paton's open Greek Anthology TEI; source edition differs from the Canon citation.,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg7000.tlg001.perseus-grc8:9.54/,CC-BY-SA-4.0 declared in TEI,No separate edition needed before textual comparison.,,,high,TEXT_OPEN_UNVERIFIED,compare the two epigrams against a critical source,"This is a work-level content match, not an exact TLG author-URN match.",2026-08-11
1502,001,MENECRATES Epigr.,"Epigramma, AG 9.390",Anthologia Graeca citation,base-3; Perseus Greek Anthology TEI,Cited epigram is present in Paton's open Greek Anthology TEI; edition differs.,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg7000.tlg001.perseus-grc8:9.390/,CC-BY-SA-4.0 declared in TEI,No separate edition needed before textual comparison.,,,high,TEXT_OPEN_UNVERIFIED,compare AG 9.390,content match only,2026-08-11
1503,001,MENECRATES Hist.,"Fragmenta, FGrH #769",FGrH 3C,base-3; DFHG volume 2/3 filename inventory; web scan search,No explicit open transcription located for Jacoby's FGrH dossier.,,,Older FHG material is a possible non-identical fallback only.,https://books.google.com/books?id=UckWAAAAQAAJ,Google full-view status must be rechecked; no reuse decision.,low,EDITION_IDENTIFIED,locate a lawful scan of FGrH 3C or map individual witnesses,Do not substitute a fragment collection without a concordance.,2026-08-11
1503,002,MENECRATES Hist.,"Fragmenta, FHG 2:343",C. Müller FHG vol. 2 (1848),base-3; DFHG volume inventories; Google Books,No curated open transcription identified for this author in DFHG.,,,Exact nineteenth-century FHG volume located as full-view scan candidate.,https://books.google.com/books?id=UckWAAAAQAAJ,Public-domain book; Google delivery/reuse terms still require provider check.,medium,SCAN_CANDIDATE,inspect completeness and page 343 image quality,No third-party OCR retained,2026-08-11
1504,001,MENELAUS Epic.,"Testimonia, FGrH #384",FGrH 3B,base-3; DFHG volume 3 inventory; web scan search,No explicit open transcription located.,,,No lawful exact scan confirmed.,,,low,EDITION_IDENTIFIED,identify FGrH volume and scan,Testimonium is not safely recoverable from a non-concordant FHG item,2026-08-11
1504,002,MENELAUS Epic.,"Fragmenta, FGrH #384",FGrH 3B,base-3; DFHG volume 3 inventory; web scan search,No explicit open transcription located.,,,No lawful exact scan confirmed.,,,low,EDITION_IDENTIFIED,identify FGrH volume and scan,partial overlap with 1504.003 is noted by Canon,2026-08-11
1504,003,MENELAUS Epic.,Fragmenta et titulus,Lloyd-Jones and Parsons Supplementum Hellenisticum (1983),base-3; specialist-repository search; web search,No open text found.,,,No permissible scan candidate confirmed.,,,medium,BLOCKED_RIGHTS,seek a licensed digital edition or individual ancient witnesses,1983 scholarly edition must not be copied from an unlicensed scan,2026-08-11
1505,001,MENESTHENES Hist.,"Fragmentum, FHG 4:451–452",C. Müller FHG vol. 4 (1851),base-3; DFHG volume 4,DFHG has an EpiDoc transcription of Menesthenes structured from FHG vol. 4.,https://github.com/DFHG-project/volume_4/blob/master/data/epidoc_xml/MENESTHENES.xml,CC-BY-SA-4.0,Exact FHG volume also located as a full-view scan candidate.,https://books.google.com/books?id=quBFAQAAMAAJ,Provider reuse terms not yet cleared.,high,TEXT_OPEN_UNVERIFIED,compare FHG pp.451–452 with DFHG XML,DFHG is a new digital representation; verify completeness,2026-08-11
1506,001,MENODOTUS Hist.,"Fragmenta, FGrH #541",FGrH 3B,base-3; DFHG volume 3,DFHG openly transcribes the older FHG dossier; it is a useful but non-identical predecessor to FGrH.,https://github.com/DFHG-project/volume_3/blob/master/data/epidoc_xml/MENODOTUS_PERINTHIUS_VEL_SAMIUS.xml,CC-BY-SA-4.0,No exact FGrH scan cleared.,,,medium,TEXT_PARTIAL,map FGrH fragments to DFHG entries,Do not label the FGrH edition itself transcribed,2026-08-11
1506,002,MENODOTUS Hist.,"Fragmenta, FHG 3:103–105",C. Müller FHG vol. 3 (1849),base-3; DFHG volume 3,DFHG EpiDoc transcription exists for Menodotus.,https://github.com/DFHG-project/volume_3/blob/master/data/epidoc_xml/MENODOTUS_PERINTHIUS_VEL_SAMIUS.xml,CC-BY-SA-4.0,Underlying volume is also publicly digitized.,https://www.deutsche-digitale-bibliothek.de/item/YQQGJUF4WDU6R54VMQOD6WUAZ7ZX5MVH,DDB shows no-copyright / non-commercial-use restriction; not cleared for repository images.,high,TEXT_OPEN_UNVERIFIED,compare pp.103–105 and provenance,DFHG README identifies EpiDoc files as FHG structure,2026-08-11
1508,001,METRODORUS Phil.,"Fragmenta, FGrH #43",FGrH 1A,base-3; DFHG volume 1/2/3/4 inventories; web search,No open transcription explicitly attributed to this FGrH dossier located.,,,No exact scan confirmed.,,,low,EDITION_IDENTIFIED,find FGrH scan or concordance to earlier collection,,2026-08-11
1508,002,METRODORUS Phil.,Testimonia,"Diels and Kranz, Die Fragmente der Vorsokratiker, 6th ed. (1952)",base-3; Internet Archive; Lace discovery only,No acceptable open transcription found for the 1952 edition.,,,"Earlier Diels vol. 2 is digitized; it is an alternative historical source, not the 1952 edition.",https://archive.org/details/diefragmenteder02diel,Public-domain historical volume; image quality and reuse terms unreviewed.,medium,SCAN_CANDIDATE,inspect prior-edition coverage and images,Do not ingest Lace/IA OCR,2026-08-11
