tlg_author_id,tlg_work_id,author_heading,work_title,canonical_edition,sources_tested,open_text_result,open_text_url,open_text_license,scan_result,scan_url,scan_rights,confidence,proposed_status,next_action,notes,last_checked
2074,004,APOLLINARIS Theol.,De unione (fragmentum),"De unione (fragmentum), ed. Lietzmann, op. cit., 204. Q: Theol. fr. 2. Dup. Pseudo-ANASTASIUS Sinaïta Theol. (2897 002).","base-3 (Perseus, First1KGreek, PTA); exact identifier/title check; Internet Archive metadata API",No reusable complete Greek text found in base-3.,,,Exact historical image-package candidate: apollinarisvonl00apolgoog_jp2.zip (72 MB).,https://archive.org/details/apollinarisvonl00apolgoog,Public-domain-era item; IA metadata has no explicit rights field; visual/reuse review required.,high,SCAN_CANDIDATE,inspect cited pages and image quality; then remote-stage only if approved,Exact Lietzmann 1904 source volume. IA source ZIP SHA-1: 542dd33254faeb3a52d73333097ca737f933e206. Do not retain or rely on IA OCR.,2026-08-11
2074,005,APOLLINARIS Theol.,De incarnatione (fragmenta),"De incarnatione (fragmenta), ed. Lietzmann, op. cit., 204–206. Q: Theol. frr. 3–8. Dup. THEODORETUS Scr. Eccl. et Theol. (4089 002).","base-3 (Perseus, First1KGreek, PTA); exact identifier/title check; Internet Archive metadata API",No reusable complete Greek text found in base-3.,,,Exact historical image-package candidate: apollinarisvonl00apolgoog_jp2.zip (72 MB).,https://archive.org/details/apollinarisvonl00apolgoog,Public-domain-era item; IA metadata has no explicit rights field; visual/reuse review required.,high,SCAN_CANDIDATE,inspect cited pages and image quality; then remote-stage only if approved,Exact Lietzmann 1904 source volume. IA source ZIP SHA-1: 542dd33254faeb3a52d73333097ca737f933e206. Do not retain or rely on IA OCR.,2026-08-11
2074,006,APOLLINARIS Theol.,Laudatio Mariae et de incarnatione,"Laudatio Mariae et de incarnatione, ed. Lietzmann, op. cit., 207–208. Q: Theol. frr. 11–12. Dup. LEONTIUS Theol. (2811 010).","base-3 (Perseus, First1KGreek, PTA); exact identifier/title check; Internet Archive metadata API",No reusable complete Greek text found in base-3.,,,Exact historical image-package candidate: apollinarisvonl00apolgoog_jp2.zip (72 MB).,https://archive.org/details/apollinarisvonl00apolgoog,Public-domain-era item; IA metadata has no explicit rights field; visual/reuse review required.,high,SCAN_CANDIDATE,inspect cited pages and image quality; then remote-stage only if approved,Exact Lietzmann 1904 source volume. IA source ZIP SHA-1: 542dd33254faeb3a52d73333097ca737f933e206. Do not retain or rely on IA OCR.,2026-08-11
2074,007,APOLLINARIS Theol.,Demonstratio de divina incarnatione ad similitudinem hominis (fragmenta),"Demonstratio de divina incarnatione ad similitudinem hominis (fragmenta), ed. Lietzmann, op. cit., 208–232. Q: Theol. frr. 13–107. Dup. GREGORIUS NYSSENUS Theol. (2017 008).","base-3 (Perseus, First1KGreek, PTA); exact identifier/title check; Internet Archive metadata API",No reusable complete Greek text found in base-3.,,,Exact historical image-package candidate: apollinarisvonl00apolgoog_jp2.zip (72 MB).,https://archive.org/details/apollinarisvonl00apolgoog,Public-domain-era item; IA metadata has no explicit rights field; visual/reuse review required.,high,SCAN_CANDIDATE,inspect cited pages and image quality; then remote-stage only if approved,Exact Lietzmann 1904 source volume. IA source ZIP SHA-1: 542dd33254faeb3a52d73333097ca737f933e206. Do not retain or rely on IA OCR.,2026-08-11
2074,008,APOLLINARIS Theol.,In dei in carne manifestationem (fragmenta),"In dei in carne manifestationem (fragmenta), ed. Lietzmann, op. cit., 232–233. APOLLINARIS Q: Theol. frr. 108–110. Dup. Cf. CONCILIA OECUMENICA (ACO) (5000 0070.","base-3 (Perseus, First1KGreek, PTA); exact identifier/title check; Internet Archive metadata API",No reusable complete Greek text found in base-3.,,,Exact historical image-package candidate: apollinarisvonl00apolgoog_jp2.zip (72 MB).,https://archive.org/details/apollinarisvonl00apolgoog,Public-domain-era item; IA metadata has no explicit rights field; visual/reuse review required.,high,SCAN_CANDIDATE,inspect cited pages and image quality; then remote-stage only if approved,Exact Lietzmann 1904 source volume. IA source ZIP SHA-1: 542dd33254faeb3a52d73333097ca737f933e206. Do not retain or rely on IA OCR.,2026-08-11
2074,009,APOLLINARIS Theol.,Ad illos qui hominem a verbo assumptum f uisse dicebant (fragmentum),"Ad illos qui hominem a verbo assumptum f uisse dicebant (fragmentum), ed. Lietzmann, op. cit., 233. Q: Theol. fr. 111. Dup. Flavius JUSTINIANUS Imperator Theol. (2734 001).","base-3 (Perseus, First1KGreek, PTA); exact identifier/title check; Internet Archive metadata API",No reusable complete Greek text found in base-3.,,,Exact historical image-package candidate: apollinarisvonl00apolgoog_jp2.zip (72 MB).,https://archive.org/details/apollinarisvonl00apolgoog,Public-domain-era item; IA metadata has no explicit rights field; visual/reuse review required.,high,SCAN_CANDIDATE,inspect cited pages and image quality; then remote-stage only if approved,Exact Lietzmann 1904 source volume. IA source ZIP SHA-1: 542dd33254faeb3a52d73333097ca737f933e206. Do not retain or rely on IA OCR.,2026-08-11
2074,010,APOLLINARIS Theol.,Syllogismi (fragmenta),"Syllogismi (fragmenta), ed. Lietzmann, op. cit., 233–235. Q: Theol. frr. 112–116. Dup. 2811 010 et 2734 001.","base-3 (Perseus, First1KGreek, PTA); exact identifier/title check; Internet Archive metadata API",No reusable complete Greek text found in base-3.,,,Exact historical image-package candidate: apollinarisvonl00apolgoog_jp2.zip (72 MB).,https://archive.org/details/apollinarisvonl00apolgoog,Public-domain-era item; IA metadata has no explicit rights field; visual/reuse review required.,high,SCAN_CANDIDATE,inspect cited pages and image quality; then remote-stage only if approved,Exact Lietzmann 1904 source volume. IA source ZIP SHA-1: 542dd33254faeb3a52d73333097ca737f933e206. Do not retain or rely on IA OCR.,2026-08-11
2074,011,APOLLINARIS Theol.,Contra Diodorum ad Heraclium (fragmenta),"Contra Diodorum ad Heraclium (fragmenta), ed. Lietzmann, op. cit., 235–236. Q: Theol. frr. 117–120. Dup. Cf. CONCILIA OECUMENICA (ACO) (5000 009).","base-3 (Perseus, First1KGreek, PTA); exact identifier/title check; Internet Archive metadata API",No reusable complete Greek text found in base-3.,,,Exact historical image-package candidate: apollinarisvonl00apolgoog_jp2.zip (72 MB).,https://archive.org/details/apollinarisvonl00apolgoog,Public-domain-era item; IA metadata has no explicit rights field; visual/reuse review required.,high,SCAN_CANDIDATE,inspect cited pages and image quality; then remote-stage only if approved,Exact Lietzmann 1904 source volume. IA source ZIP SHA-1: 542dd33254faeb3a52d73333097ca737f933e206. Do not retain or rely on IA OCR.,2026-08-11
2074,012,APOLLINARIS Theol.,Ad Diodorum (fragmenta),"Ad Diodorum (fragmenta), ed. Lietzmann, op. cit., 237–242. Q: Theol. frr. 121–146. Dup. THEODORETUS Scr. Eccl. et Theol. (4089 002).","base-3 (Perseus, First1KGreek, PTA); exact identifier/title check; Internet Archive metadata API",No reusable complete Greek text found in base-3.,,,Exact historical image-package candidate: apollinarisvonl00apolgoog_jp2.zip (72 MB).,https://archive.org/details/apollinarisvonl00apolgoog,Public-domain-era item; IA metadata has no explicit rights field; visual/reuse review required.,high,SCAN_CANDIDATE,inspect cited pages and image quality; then remote-stage only if approved,Exact Lietzmann 1904 source volume. IA source ZIP SHA-1: 542dd33254faeb3a52d73333097ca737f933e206. Do not retain or rely on IA OCR.,2026-08-11
2074,013,APOLLINARIS Theol.,Recapitulatio (fort. epitome),"Recapitulatio (fort. epitome), ed. Lietzmann, op. cit., 242–246. Q: Theol. Dup. ATHANASIUS Theol. (2035 109).","base-3 (Perseus, First1KGreek, PTA); exact identifier/title check; Internet Archive metadata API",No reusable complete Greek text found in base-3.,,,Exact historical image-package candidate: apollinarisvonl00apolgoog_jp2.zip (72 MB).,https://archive.org/details/apollinarisvonl00apolgoog,Public-domain-era item; IA metadata has no explicit rights field; visual/reuse review required.,high,SCAN_CANDIDATE,inspect cited pages and image quality; then remote-stage only if approved,Exact Lietzmann 1904 source volume. IA source ZIP SHA-1: 542dd33254faeb3a52d73333097ca737f933e206. Do not retain or rely on IA OCR.,2026-08-11
