tlg_author_id,tlg_work_id,author_heading,work_title,canonical_edition,sources_tested,open_text_result,open_text_url,open_text_license,scan_result,scan_url,scan_rights,confidence,proposed_status,next_action,notes,last_checked
2574,001,DIONYSOPHANES Hist.,"Fragmenta, FGrH #856: 3C:943. Q: Hist","Fragmenta, FGrH #856: 3C:943. Q: Hist.","base-3 (Perseus, First1KGreek, PTA); exact identifier/title check; FGrH/FHG inventory",No explicit reusable transcription found.,,,No existing approved scan record in scan_sources.csv.,,,low,EDITION_IDENTIFIED,locate unrestricted historical scan or map earlier witness,No provider OCR may be used.,2026-08-11
0172,001,DIOPHANES Epigr.,"Epigramma, AG: 5.309. Q: 12: Epigr. DIOPHANES Math. vel Diophantus A.D. 3? Cf. DIOPHANTUS Math. (2039)","Epigramma, AG: 5.309. Q: 12: Epigr. DIOPHANES Math. vel Diophantus A.D. 3? Cf. DIOPHANTUS Math. (2039).","base-3 (Perseus, First1KGreek, PTA); exact identifier/title check",No reusable complete Greek text found.,,,No existing approved scan record in scan_sources.csv.,,,medium,BLOCKED_RIGHTS,seek older open edition or individual witness,Canon edition not reusable without explicit licence.,2026-08-11
0395,001,DIOPHANTUS Comic.,Fragmentum,"Fragmentum, ed. T. Kock, Comicorum Atticorum fragmenta, vol. 3, Leipzig: Teubner, 1888: 375. Q: 4: Comic. fr. 1.","base-3 (Perseus, First1KGreek, PTA); exact identifier/title check",No reusable complete Greek text found.,,,No existing approved scan record in scan_sources.csv.,,,medium,BLOCKED_RIGHTS,seek older open edition or individual witness,Canon edition not reusable without explicit licence.,2026-08-11
0395,002,DIOPHANTUS Comic.,Fragmenta,"Fragmenta, ed. A. Meineke, Fragmenta comicorum Graecorum, vol. 1, Berlin: Reimer, 1839 (repr. Berlin: De Gruyter, 1970): 492. Q: 8: Comic.","base-3 (Perseus, First1KGreek, PTA); exact identifier/title check",No reusable complete Greek text found.,,,No existing approved scan record in scan_sources.csv.,,,medium,BLOCKED_RIGHTS,seek older open edition or individual witness,Canon edition not reusable without explicit licence.,2026-08-11
2712,x01,DIOPHANTUS Epigr.,Epigramma exhortatorium et supplicatorium. App. Anth. 4.52: Cf. ANTHOLOGIAE GRAECAE APPENDIX (7052 004),Epigramma exhortatorium et supplicatorium. App. Anth. 4.52: Cf. ANTHOLOGIAE GRAECAE APPENDIX (7052 004).,Canon cross-reference,No independent acquisition: Canon directs material to host work.,,,No existing approved scan record in scan_sources.csv.,,,high,CROSS_REFERENCE,follow cited host; do not duplicate,Not a standalone target.,2026-08-11
2539,001,DIOPHANTUS Hist.,"Testimonium, FGrH #805: 3C:842. NQ: Test","Testimonium, FGrH #805: 3C:842. NQ: Test.","base-3 (Perseus, First1KGreek, PTA); exact identifier/title check; FGrH/FHG inventory",No explicit reusable transcription found.,,,No existing approved scan record in scan_sources.csv.,,,low,EDITION_IDENTIFIED,locate unrestricted historical scan or map earlier witness,No provider OCR may be used.,2026-08-11
2539,002,DIOPHANTUS Hist.,"Fragmenta, FGrH #805: 3C:842–843. Q: Hist","Fragmenta, FGrH #805: 3C:842–843. Q: Hist.","base-3 (Perseus, First1KGreek, PTA); exact identifier/title check; FGrH/FHG inventory",No explicit reusable transcription found.,,,No existing approved scan record in scan_sources.csv.,,,low,EDITION_IDENTIFIED,locate unrestricted historical scan or map earlier witness,No provider OCR may be used.,2026-08-11
2539,003,DIOPHANTUS Hist.,"Fragmenta, FHG 4: 397. Q: 67: Hist. frr. 1–3. Dup. 2539 002","Fragmenta, FHG 4: 397. Q: 67: Hist. frr. 1–3. Dup. 2539 002.","base-3 (Perseus, First1KGreek, PTA); exact identifier/title check; FGrH/FHG inventory",No explicit reusable transcription found.,,,No existing approved scan record in scan_sources.csv.,,,low,EDITION_IDENTIFIED,locate unrestricted historical scan or map earlier witness,No provider OCR may be used.,2026-08-11
2039,001,DIOPHANTUS Math.,Arithmeticorum libri sex,"Arithmeticorum libri sex, ed. P. Tannery, Diophanti Alexandrini opera omnia, vol. 1, Leipzig: Teubner, 1893: 2–448. Cod: 43,764: Math. Cf. et Maximus PLANUDES Polyhist. et Phil. (4146 001).","base-3 (Perseus, First1KGreek, PTA); exact identifier/title check",No reusable complete Greek text found.,,,No existing approved scan record in scan_sources.csv.,,,medium,BLOCKED_RIGHTS,seek older open edition or individual witness,Canon edition not reusable without explicit licence.,2026-08-11
2039,002,DIOPHANTUS Math.,De polygonis numeris,"De polygonis numeris, ed. Tannery, op. cit., vol. 1, 450–480. Cod: 3,501: Math.","base-3 (Perseus, First1KGreek, PTA); exact identifier/title check",No reusable complete Greek text found.,,,No existing approved scan record in scan_sources.csv.,,,medium,BLOCKED_RIGHTS,seek older open edition or individual witness,Canon edition not reusable without explicit licence.,2026-08-11
2039,003,DIOPHANTUS Math.,"Fragmentum [Sp.] (e cod. Paris. suppl. gr. 387, fol. 181r)","Fragmentum [Sp.] (e cod. Paris. suppl. gr. 387, fol. 181r), ed. Tannery, op. cit., vol. 2 (1895) 3. Cod: 92: Math.","base-3 (Perseus, First1KGreek, PTA); exact identifier/title check; local First1KGreek TEI exact identifier",Open licensed TEI found for exact TLG work.,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2039.tlg003.1st1K-grc1:1,"https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International
 License",No existing approved scan record in scan_sources.csv.,,,high,TEXT_OPEN_UNVERIFIED,compare Canon boundaries and source edition,Open TEI present locally; no provider OCR used.,2026-08-11
2039,004,DIOPHANTUS Math.,Fragmentum [Sp.] (e cod. Paris. 453),"Fragmentum [Sp.] (e cod. Paris. 453), ed. Tannery, op. cit., vol. 2, 3–15. Cod: 2,579: Math.","base-3 (Perseus, First1KGreek, PTA); exact identifier/title check; local First1KGreek TEI exact identifier",Open licensed TEI found for exact TLG work.,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2039.tlg004.1st1K-grc1:1,"https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International
 License",No existing approved scan record in scan_sources.csv.,,,high,TEXT_OPEN_UNVERIFIED,compare Canon boundaries and source edition,Open TEI present locally; no provider OCR used.,2026-08-11
2039,005,DIOPHANTUS Math.,Fragmentum [Sp.] (e cod. Paris. gr. 2448),"Fragmentum [Sp.] (e cod. Paris. gr. 2448), ed. Tannery, op. cit., vol. 2, 15–31. Cod: 3,197: Math.","base-3 (Perseus, First1KGreek, PTA); exact identifier/title check; local First1KGreek TEI exact identifier",Open licensed TEI found for exact TLG work.,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2039.tlg005.1st1K-grc1:1,"https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International
 License",No existing approved scan record in scan_sources.csv.,,,high,TEXT_OPEN_UNVERIFIED,compare Canon boundaries and source edition,Open TEI present locally; no provider OCR used.,2026-08-11
