tlg_author_id,tlg_work_id,author_heading,work_title,canonical_edition,sources_tested,open_text_result,open_text_url,open_text_license,scan_result,scan_url,scan_rights,confidence,proposed_status,next_action,notes,last_checked
0014,122,DEMOSTHENES Orat.,In Theocrinem [Sp.],"In Theocrinem [Sp.], ed. Dilts, op. cit., vol. 4, 274–296. Cod: 4,710: Orat. Dup. 0014 058.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,continue item-level open-text and historical-scan search,Explicit follow-up; no third-party OCR used.,2026-08-11
0014,123,DEMOSTHENES Orat.,In Neaeram [Sp.],"In Neaeram [Sp.], ed. Dilts, op. cit., vol. 4, 297–338. Cod: 9,236: Orat. Dup. 0014 059.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,continue item-level open-text and historical-scan search,Explicit follow-up; no third-party OCR used.,2026-08-11
0014,124,DEMOSTHENES Orat.,Epitaphius,"Epitaphius, ed. Dilts, op. cit., vol. 4, 339– 350. Cod: 2,532: Orat. Dup. 0014 060.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,continue item-level open-text and historical-scan search,Explicit follow-up; no third-party OCR used.,2026-08-11
0014,125,DEMOSTHENES Orat.,Eroticus [Sp.],"Eroticus [Sp.], ed. Dilts, op. cit., vol. 4, 351– 366. DEMOSTHENES Ophthalmicus Cod: 3,671: Orat. Dup. 0014 061. DEMOSTHENES Ophthalmicus Med. Cf. DEMOSTHENES Philalethes Med. (0689).",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,continue item-level open-text and historical-scan search,Explicit follow-up; no third-party OCR used.,2026-08-11
0015,001,HERODIANUS Hist.,Ab excessu divi Marci,"Ab excessu divi Marci, ed. K. Stavenhagen, Herodiani ab excessu divi Marci libri octo, Leipzig: Teubner, 1922 (repr. Stuttgart: Teubner, 1967): 1–223. Cod: 46,838: Hist. *Lib. 1 (Marcus Aurelius, Commodus): pp. 1–37. *Lib. 2 (Pertinax, Julianus, Niger, Severus): pp. 37–74. *Lib. 3 (Niger, Severus): pp. 74–108. *Lib. 4 (Antoninus Caracalla, Geta, MacriAelius HERODIANUS et Pseudo-HERODIANUS nus): pp. 108–136. *Lib. 5 (Macrinus, Antoninus Elagabalus): pp. 136–156. *Lib. 6 (Severus Alexander): pp. 156–176. *Lib. 7 (Maximinus, Gordianus I, Maximus et Balbinus): pp. 176–204. *Lib. 8 (Maximinus, Maximus et Balbinus): pp. 204–223.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,continue item-level open-text and historical-scan search,Explicit follow-up; no third-party OCR used.,2026-08-11
0017,001,ISAEUS Orat.,De Cleonymo,"De Cleonymo, ed. P. Roussel, Isée. Discours, 2nd edn., Paris: Les Belles Lettres, 1960: 20– 32. Cod: 2,610: Orat.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,continue item-level open-text and historical-scan search,Explicit follow-up; no third-party OCR used.,2026-08-11
0017,002,ISAEUS Orat.,De Menecle,"De Menecle, ed. Roussel, op. cit., 36–48. Cod: 2,660: Orat.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,continue item-level open-text and historical-scan search,Explicit follow-up; no third-party OCR used.,2026-08-11
0017,003,ISAEUS Orat.,De Pyrrho,"De Pyrrho, ed. Roussel, op. cit., 52–71. Cod: 4,357: Orat.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,continue item-level open-text and historical-scan search,Explicit follow-up; no third-party OCR used.,2026-08-11
0017,004,ISAEUS Orat.,De Nicostrato,"De Nicostrato, ed. Roussel, op. cit., 74–81. Cod: 1,759: Orat.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,continue item-level open-text and historical-scan search,Explicit follow-up; no third-party OCR used.,2026-08-11
0017,005,ISAEUS Orat.,De Dicaeogene,"De Dicaeogene, ed. Roussel, op. cit., 88–102. Cod: 2,962: Orat.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,continue item-level open-text and historical-scan search,Explicit follow-up; no third-party OCR used.,2026-08-11
