tlg_author_id,tlg_work_id,author_heading,work_title,canonical_edition,sources_tested,open_text_result,open_text_url,open_text_license,scan_result,scan_url,scan_rights,confidence,proposed_status,next_action,notes,last_checked
2062,424,JOANNES CHRYSOSTOMUS Scr. Eccl.,In Christi ascensionem [Sp.],"In Christi ascensionem [Sp.], ed. C. Baur, ""Drei unedierte Festpredigten aus der Zeit der nestorianischen Streitigkeiten,"" Traditio 9 (1953) 122–124. Cod: 557: Homilet.",base-3; exact-URN local lookup,No exact reusable Greek TEI or rights-cleared scan verified.,,,No rights-cleared exact scan verified.,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR or images used.,2026-08-11
2062,425,JOANNES CHRYSOSTOMUS Scr. Eccl.,In illud: Dominus regnavit et in illud: Dies diei dicit verbum [Sp.],"In illud: Dominus regnavit et in illud: Dies diei dicit verbum [Sp.], ed. F. Nau, ""Le texte grec de trois homélies de Nestorius, et une homélie inédite sur le Psaume 96,"" Revue de l'Orient Chrétien 15 (1910) 120–124. Cod: 1,170: Exeget., Homilet.",base-3; exact-URN local lookup,No exact reusable Greek TEI or rights-cleared scan verified.,,,No rights-cleared exact scan verified.,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR or images used.,2026-08-11
2062,426,JOANNES CHRYSOSTOMUS Scr. Eccl.,In assumptionem domini [Sp.],"In assumptionem domini [Sp.], ed. Baur, Traditio 9 (1953) 116–119. Cod: 886: Liturg.",base-3; exact-URN local lookup,No exact reusable Greek TEI or rights-cleared scan verified.,,,No rights-cleared exact scan verified.,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR or images used.,2026-08-11
2062,427,JOANNES CHRYSOSTOMUS Scr. Eccl.,In resurrectionem domini [Sp.],"In resurrectionem domini [Sp.], ed. M. Aubineau, Homélies pascales [Sources chrétiennes 187. Paris: Éditions du Cerf, 1972]: 318–324. Cod: 477: Homilet.",base-3; exact-URN local lookup,No exact reusable Greek TEI or rights-cleared scan verified.,,,No rights-cleared exact scan verified.,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR or images used.,2026-08-11
2062,428,JOANNES CHRYSOSTOMUS Scr. Eccl.,Deprecatio [Sp.],"Deprecatio [Sp.], ed. M. Richard, ""Témoins grecs des fragments xiii et xv de Méliton de Sardes,"" Muséon 85 (1972) 318–321. Cod: 797: Liturg.",base-3; exact-URN local lookup,No exact reusable Greek TEI or rights-cleared scan verified.,,,No rights-cleared exact scan verified.,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR or images used.,2026-08-11
2062,429,JOANNES CHRYSOSTOMUS Scr. Eccl.,Epitimia lxxiii [Sp.],"Epitimia lxxiii [Sp.], ed. J. B. Pitra, Spicilegium Solesmense, vol. 4, Paris: Didot, 1858: 461–464. Cod: 1,299: Eccl., Jurisprud.",base-3; exact-URN local lookup,No exact reusable Greek TEI or rights-cleared scan verified.,,,No rights-cleared exact scan verified.,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR or images used.,2026-08-11
2062,430,JOANNES CHRYSOSTOMUS Scr. Eccl.,In illud: Nolite thesaurizare vobis thesauros in terra [Sp.],"In illud: Nolite thesaurizare vobis thesauros in terra [Sp.], ed. Hippolytus Monachus, ""Δύο λόγοι ἐπ’ ὀνόματι τοῦ Ἁγ. Ἰωάννου JOANNES CHRYSOSTOMUS τοῦ Χρυσοστόμου,"" Νέα Σιών 20 (1925) 629– 633. Cod: 1,389: Exeget., Homilet.",base-3; exact-URN local lookup,No exact reusable Greek TEI or rights-cleared scan verified.,,,No rights-cleared exact scan verified.,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR or images used.,2026-08-11
2062,432,JOANNES CHRYSOSTOMUS Scr. Eccl.,In catenas sancti Petri [Sp.] (fortasse sub auctore Metaphraste sive Porphyrogennito),"In catenas sancti Petri [Sp.] (fortasse sub auctore Metaphraste sive Porphyrogennito), ed. E. Batareikh, ""Discours inédit sur les chaînes de S. Pierre attribué à S. Jean Chrysostome,"" Χρυσοστομικά 3 (1908) 978–1005. Cod: 6,630: Exeget., Homilet.",base-3; exact-URN local lookup,No exact reusable Greek TEI or rights-cleared scan verified.,,,No rights-cleared exact scan verified.,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR or images used.,2026-08-11
2062,433,JOANNES CHRYSOSTOMUS Scr. Eccl.,Stichoi [Sp.],"Stichoi [Sp.], ed. J. B. Pitra, Iuris ecclesiastici Graecorum historia et monumenta, vol. 2, Rome: Congregatio de Propaganda Fide, 1868: 170. Cod: 82: Poem.",base-3; exact-URN local lookup,No exact reusable Greek TEI or rights-cleared scan verified.,,,No rights-cleared exact scan verified.,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR or images used.,2026-08-11
2062,434,JOANNES CHRYSOSTOMUS Scr. Eccl.,In passionem salvatoris nostri Jesu Christi [Sp.],"In passionem salvatoris nostri Jesu Christi [Sp.], ed. Hippolytus Monachus, ""Ἐπ’ ὀνόματι Ἰωάννου τοῦ Χρυσοστόμου φερόμενοι λόγοι,"" Νέα Σιών 18 (1923) 691–692. Cod: 386: Homilet.",base-3; exact-URN local lookup,No exact reusable Greek TEI or rights-cleared scan verified.,,,No rights-cleared exact scan verified.,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR or images used.,2026-08-11
