tlg_author_id,tlg_work_id,author_heading,work_title,canonical_edition,sources_tested,open_text_result,open_text_url,open_text_license,scan_result,scan_url,scan_rights,confidence,proposed_status,next_action,notes,last_checked
0289,002,AMMONIUS Epigr.,De impropriis (= Περὶ ἀκυρολογίας) (quoque sub nominibus Anonymi et Herennii Philonis et Herodiani),"De impropriis (= Περὶ ἀκυρολογίας) (quoque sub nominibus Anonymi et Herennii Philonis et Herodiani), ed. Nickau, op. cit., 138–153. Cod: 1,780: Gramm.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,continue item-level open-text and historical-scan search,Explicit follow-up; no third-party OCR used.,2026-08-11
0289,002,AMMONIUS Epigr.,De impropriis (= Περὶ ἀκυρολογίας) (quoque sub nominibus Anonymi et Herennii Philonis et Herodiani),"De impropriis (= Περὶ ἀκυρολογίας) (quoque sub nominibus Anonymi et Herennii Philonis et Herodiani), ed. Nickau, op. cit., 138–153. Cod: 1,780: Gramm.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,continue item-level open-text and historical-scan search,Explicit follow-up; no third-party OCR used.,2026-08-11
0290,001,ENCOMIUM DUCIS THEBAIDOS,Fragmentum (P. Berol. 9799),"Fragmentum (P. Berol. 9799), ed. E. Heitsch, Die griechischen Dichterfragmente der römischen Kaiserzeit, vol. 2, Göttingen: Vandenhoeck & Ruprecht, 1964: 50–51. Pap: 169: Encom., Hexametr.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,continue item-level open-text and historical-scan search,Explicit follow-up; no third-party OCR used.,2026-08-11
0291,001,ALCMAN Lyr.,Fragmenta,"Fragmenta, ed. D. L. Page, Poetae melici ALEXANDER Graeci, Oxford: Clarendon Press, 1962 (repr. 1967 (1st edn. corr.)): 2–5, 10–38, 41–83, 85–87, 89–91. Pap: 2,369: Lyr. frr. 1–10, 12–17, 19–20, 26–32, 34–43, 45– 50, 53–60, 63–65, 68–70, 73–74, 77–98, 100–144, 146–159, 162, 168–171, 173–174, 177.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,continue item-level open-text and historical-scan search,Explicit follow-up; no third-party OCR used.,2026-08-11
0291,002,ALCMAN Lyr.,Fragmenta,"Fragmenta, ed. D. L. Page, Supplementum lyricis Graecis, Oxford: Clarendon Press, 1974: 1–3. Pap: 79: Lyr. frr. S1–S2: P. Oxy. 35.2737. fr. S3: P. Oxy. 37.2801. fr. S4: P. Oxy. 37.2812. fr. S5: P. Oxy. 37.2802. fr. S1: Dup. partim TERPANDER Lyr. (0299 002) (fr. S6). fr. S1: Dup. partim ION Poeta et Phil. (0308 004) (fr. S316).",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,continue item-level open-text and historical-scan search,Explicit follow-up; no third-party OCR used.,2026-08-11
0292,001,STESICHORUS Lyr.,Fragmenta,"Fragmenta, ed. D. L. Page, Poetae melici Graeci, Oxford: Clarendon Press, 1962 (repr. 1967 (1st edn. corr.)): 97–102, 104, 106–109, 111–121, 123–132, 135–138. Pap: 617: Lyr. frr. 1–2, 4, 7–8, 10–11, 15–16, 23, 32–35, 37, 40, 44–46, 51, 55–56, 58, 63, 65–68, 70, 72–73, 76–80, 82–84, 87, 89, 97, 101 + tituli.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,continue item-level open-text and historical-scan search,Explicit follow-up; no third-party OCR used.,2026-08-11
0292,002,STESICHORUS Lyr.,Fragmenta,"Fragmenta, ed. D. L. Page, Supplementum lyricis Graecis, Oxford: Clarendon Press, 1974: 6–43. Pap: 1,137: Lyr. fr. S7: e Strabone. frr. S8–S16, S18, S20–84: P. Oxy. 32.2617. frr. S17, S19: ex Athenaeo. frr. S88–S105a, S106–S132: P. Oxy. 32.2619. fr. S105b: P. Oxy. 32.2619 + 37.2803. frr. S133–S147: P. Oxy. 37.2803. frr. S148–S150: P. Oxy. 32.2618. Dup. partim 0292 001.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,continue item-level open-text and historical-scan search,Explicit follow-up; no third-party OCR used.,2026-08-11
0293,001,IBYCUS Lyr.,Fragmenta,"Fragmenta, ed. D. L. Page, Poetae melici Graeci, Oxford: Clarendon Press, 1962 (repr. 1967 (1st edn. corr.)): 144–150, 152–162, 164–167. Pap: 521: Lyr. frr. 1–2, 4–7, 12, 17, 21–22, 25, 29–40, 48– 49, 51–53, 56–57.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,continue item-level open-text and historical-scan search,Explicit follow-up; no third-party OCR used.,2026-08-11
0293,002,IBYCUS Lyr.,Fragmenta,"Fragmenta, ed. D. L. Page, Supplementum lyricis Graecis, Oxford: Clarendon Press, 1974: 44–73. Pap: 1,208: Lyr. fr. S151: P. Oxy. 15.1790 + 17.2081. frr. S152–S162: P. Oxy. 15.1790. frr. S163–S165: P. Oxy. 17.2081. frr. S166–S219: P. Oxy. 35.2735. frr. S220–S257: P. Oxy. 32.2637. fr. S258: ex Herodiano, De prosodia catholica. Dup. partim 0293 001.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,continue item-level open-text and historical-scan search,Explicit follow-up; no third-party OCR used.,2026-08-11
0297,001,LYRICA ADESPOTA (PMG),Fragmenta,"Fragmenta, ed. D. L. Page, Poetae melici Graeci, Oxford: Clarendon Press, 1962 (repr. 1967 (1st edn. corr.)): 484–546, 548–551. Epigr, Pap: 2,483: Lyr. frr. 1–9, 11–53, 55–63, 66–127.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,continue item-level open-text and historical-scan search,Explicit follow-up; no third-party OCR used.,2026-08-11
