tlg_author_id,tlg_work_id,author_heading,work_title,canonical_edition,sources_tested,open_text_result,open_text_url,open_text_license,scan_result,scan_url,scan_rights,confidence,proposed_status,next_action,notes,last_checked
0062,043,LUCIANUS Soph.,Fugitivi,,base-3; Perseus canonical Greek TEI exact-URN lookup,Exact Greek TEI located; compare edition and coverage against Canon.,https://github.com/PerseusDL/canonical-greekLit/blob/master/data/tlg0062/tlg043/tlg0062.tlg043.perseus-grc2.xml,CC BY-SA 3.0 US,No rights-cleared exact scan verified.,,,high,TEXT_OPEN_UNVERIFIED,compare TEI coverage/edition against Canon,Open TEI only; no OCR or images used.,2026-08-11
0062,044,LUCIANUS Soph.,Toxaris vel amicitia,,base-3; Perseus canonical Greek TEI exact-URN lookup,Exact Greek TEI located; compare edition and coverage against Canon.,https://github.com/PerseusDL/canonical-greekLit/blob/master/data/tlg0062/tlg044/tlg0062.tlg044.perseus-grc2.xml,CC BY-SA 3.0 US,No rights-cleared exact scan verified.,,,high,TEXT_OPEN_UNVERIFIED,compare TEI coverage/edition against Canon,Open TEI only; no OCR or images used.,2026-08-11
0062,045,LUCIANUS Soph.,De saltatione,,base-3; Perseus canonical Greek TEI exact-URN lookup,Exact Greek TEI located; compare edition and coverage against Canon.,https://github.com/PerseusDL/canonical-greekLit/blob/master/data/tlg0062/tlg045/tlg0062.tlg045.perseus-grc2.xml,CC BY-SA 3.0 US,No rights-cleared exact scan verified.,,,high,TEXT_OPEN_UNVERIFIED,compare TEI coverage/edition against Canon,Open TEI only; no OCR or images used.,2026-08-11
0062,046,LUCIANUS Soph.,Lexiphanes,,base-3; Perseus canonical Greek TEI exact-URN lookup,Exact Greek TEI located; compare edition and coverage against Canon.,https://github.com/PerseusDL/canonical-greekLit/blob/master/data/tlg0062/tlg046/tlg0062.tlg046.perseus-grc2.xml,CC BY-SA 3.0 US,No rights-cleared exact scan verified.,,,high,TEXT_OPEN_UNVERIFIED,compare TEI coverage/edition against Canon,Open TEI only; no OCR or images used.,2026-08-11
0062,047,LUCIANUS Soph.,Eunuchus,,base-3; Perseus canonical Greek TEI exact-URN lookup,Exact Greek TEI located; compare edition and coverage against Canon.,https://github.com/PerseusDL/canonical-greekLit/blob/master/data/tlg0062/tlg047/tlg0062.tlg047.perseus-grc2.xml,CC BY-SA 3.0 US,No rights-cleared exact scan verified.,,,high,TEXT_OPEN_UNVERIFIED,compare TEI coverage/edition against Canon,Open TEI only; no OCR or images used.,2026-08-11
0062,048,LUCIANUS Soph.,De astrologia,,base-3; Perseus canonical Greek TEI exact-URN lookup,Exact Greek TEI located; compare edition and coverage against Canon.,https://github.com/PerseusDL/canonical-greekLit/blob/master/data/tlg0062/tlg048/tlg0062.tlg048.perseus-grc2.xml,CC BY-SA 3.0 US,No rights-cleared exact scan verified.,,,high,TEXT_OPEN_UNVERIFIED,compare TEI coverage/edition against Canon,Open TEI only; no OCR or images used.,2026-08-11
0062,049,LUCIANUS Soph.,Pseudologista,,base-3; Perseus canonical Greek TEI exact-URN lookup,Exact Greek TEI located; compare edition and coverage against Canon.,https://github.com/PerseusDL/canonical-greekLit/blob/master/data/tlg0062/tlg049/tlg0062.tlg049.perseus-grc2.xml,CC BY-SA 3.0 US,No rights-cleared exact scan verified.,,,high,TEXT_OPEN_UNVERIFIED,compare TEI coverage/edition against Canon,Open TEI only; no OCR or images used.,2026-08-11
0062,050,LUCIANUS Soph.,Deorum concilium,,base-3; Perseus canonical Greek TEI exact-URN lookup,Exact Greek TEI located; compare edition and coverage against Canon.,https://github.com/PerseusDL/canonical-greekLit/blob/master/data/tlg0062/tlg050/tlg0062.tlg050.perseus-grc2.xml,CC BY-SA 3.0 US,No rights-cleared exact scan verified.,,,high,TEXT_OPEN_UNVERIFIED,compare TEI coverage/edition against Canon,Open TEI only; no OCR or images used.,2026-08-11
0062,051,LUCIANUS Soph.,Tyrannicida,,base-3; Perseus canonical Greek TEI exact-URN lookup,Exact Greek TEI located; compare edition and coverage against Canon.,https://github.com/PerseusDL/canonical-greekLit/blob/master/data/tlg0062/tlg051/tlg0062.tlg051.perseus-grc2.xml,CC BY-SA 3.0 US,No rights-cleared exact scan verified.,,,high,TEXT_OPEN_UNVERIFIED,compare TEI coverage/edition against Canon,Open TEI only; no OCR or images used.,2026-08-11
0062,052,LUCIANUS Soph.,Abdicatus,,base-3; Perseus canonical Greek TEI exact-URN lookup,Exact Greek TEI located; compare edition and coverage against Canon.,https://github.com/PerseusDL/canonical-greekLit/blob/master/data/tlg0062/tlg052/tlg0062.tlg052.perseus-grc2.xml,CC BY-SA 3.0 US,No rights-cleared exact scan verified.,,,high,TEXT_OPEN_UNVERIFIED,compare TEI coverage/edition against Canon,Open TEI only; no OCR or images used.,2026-08-11
0062,053,LUCIANUS Soph.,Quomodo historia conscribenda sit,,base-3; Perseus canonical Greek TEI exact-URN lookup,Exact Greek TEI located; compare edition and coverage against Canon.,https://github.com/PerseusDL/canonical-greekLit/blob/master/data/tlg0062/tlg053/tlg0062.tlg053.perseus-grc2.xml,CC BY-SA 3.0 US,No rights-cleared exact scan verified.,,,high,TEXT_OPEN_UNVERIFIED,compare TEI coverage/edition against Canon,Open TEI only; no OCR or images used.,2026-08-11
0062,054,LUCIANUS Soph.,Dipsades,,base-3; Perseus canonical Greek TEI exact-URN lookup,Exact Greek TEI located; compare edition and coverage against Canon.,https://github.com/PerseusDL/canonical-greekLit/blob/master/data/tlg0062/tlg054/tlg0062.tlg054.perseus-grc2.xml,CC BY-SA 3.0 US,No rights-cleared exact scan verified.,,,high,TEXT_OPEN_UNVERIFIED,compare TEI coverage/edition against Canon,Open TEI only; no OCR or images used.,2026-08-11
0062,055,LUCIANUS Soph.,Saturnalia,,base-3; Perseus canonical Greek TEI exact-URN lookup,Exact Greek TEI located; compare edition and coverage against Canon.,https://github.com/PerseusDL/canonical-greekLit/blob/master/data/tlg0062/tlg055/tlg0062.tlg055.perseus-grc2.xml,CC BY-SA 3.0 US,No rights-cleared exact scan verified.,,,high,TEXT_OPEN_UNVERIFIED,compare TEI coverage/edition against Canon,Open TEI only; no OCR or images used.,2026-08-11
0062,056,LUCIANUS Soph.,Herodotus,,base-3; Perseus canonical Greek TEI exact-URN lookup,Exact Greek TEI located; compare edition and coverage against Canon.,https://github.com/PerseusDL/canonical-greekLit/blob/master/data/tlg0062/tlg056/tlg0062.tlg056.perseus-grc2.xml,CC BY-SA 3.0 US,No rights-cleared exact scan verified.,,,high,TEXT_OPEN_UNVERIFIED,compare TEI coverage/edition against Canon,Open TEI only; no OCR or images used.,2026-08-11
0062,057,LUCIANUS Soph.,Zeuxis,,base-3; Perseus canonical Greek TEI exact-URN lookup,Exact Greek TEI located; compare edition and coverage against Canon.,https://github.com/PerseusDL/canonical-greekLit/blob/master/data/tlg0062/tlg057/tlg0062.tlg057.perseus-grc2.xml,CC BY-SA 3.0 US,No rights-cleared exact scan verified.,,,high,TEXT_OPEN_UNVERIFIED,compare TEI coverage/edition against Canon,Open TEI only; no OCR or images used.,2026-08-11
