tlg_author_id,tlg_work_id,author_heading,work_title,canonical_edition,sources_tested,open_text_result,open_text_url,open_text_license,scan_result,scan_url,scan_rights,confidence,proposed_status,next_action,notes,last_checked
2022,007,GREGORIUS NAZIANZENUS Theol.,Adversus Eunomianos (orat. 27),"Adversus Eunomianos (orat. 27), ed. J. Barbel, Gregor von Nazianz. Die fünf theologischen Reden, Düsseldorf: Patmos-Verlag, 1963: 38–60. Cod: 2,061: Theol.",First1KGreek/Perseus exact TLG ID; external catalogue check,Exact open TEI match.,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2022.tlg007.1st1K-grc1:1,"https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International
License",No edition-matching reusable scan verified.,,,high,TEXT_OPEN_UNVERIFIED,Compare against cited edition; no OCR.,No provider OCR used.,2026-08-11
2022,008,GREGORIUS NAZIANZENUS Theol.,De theologia (orat. 28),"De theologia (orat. 28), ed. Barbel, op. cit., 62–126. Cod: 7,323: Theol.",First1KGreek/Perseus exact TLG ID; external catalogue check,Exact open TEI match.,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2022.tlg008.1st1K-grc1:1,"https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International
License",No edition-matching reusable scan verified.,,,high,TEXT_OPEN_UNVERIFIED,Compare against cited edition; no OCR.,No provider OCR used.,2026-08-11
2022,009,GREGORIUS NAZIANZENUS Theol.,De filio (orat. 29),"De filio (orat. 29), ed. Barbel, op. cit., 128– 168. Cod: 4,822: Theol.",First1KGreek/Perseus exact TLG ID; external catalogue check,Exact open TEI match.,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2022.tlg009.1st1K-grc1:1,"https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International
License",No edition-matching reusable scan verified.,,,high,TEXT_OPEN_UNVERIFIED,Compare against cited edition; no OCR.,No provider OCR used.,2026-08-11
2022,010,GREGORIUS NAZIANZENUS Theol.,De filio (orat. 30),"De filio (orat. 30), ed. Barbel, op. cit., 170– 216. Cod: 4,870: Theol.",First1KGreek/Perseus exact TLG ID; external catalogue check,Exact open TEI match.,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2022.tlg010.1st1K-grc1:1,"https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International
License",No edition-matching reusable scan verified.,,,high,TEXT_OPEN_UNVERIFIED,Compare against cited edition; no OCR.,No provider OCR used.,2026-08-11
2022,011,GREGORIUS NAZIANZENUS Theol.,De spiritu sancto (orat. 31),"De spiritu sancto (orat. 31), ed. Barbel, op. cit., 218–276. Cod: 6,162: Theol.",First1KGreek/Perseus exact TLG ID; external catalogue check,Exact open TEI match.,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2022.tlg011.1st1K-grc1:1,"https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International
License",No edition-matching reusable scan verified.,,,high,TEXT_OPEN_UNVERIFIED,Compare against cited edition; no OCR.,No provider OCR used.,2026-08-11
