tlg_author_id,tlg_work_id,author_heading,work_title,canonical_edition,sources_tested,open_text_result,open_text_url,open_text_license,scan_result,scan_url,scan_rights,confidence,proposed_status,next_action,notes,last_checked
2503,002,Publius Anteius ANTIOCHUS Soph.,"Titulus, FGrH #747: 3C:732. NQ: Hist","Titulus, FGrH #747: 3C:732. NQ: Hist.",base-3; exact-title/edition web lookup,No exact reusable Greek text found.,,,,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR used.,2026-08-11
2504,001,CANDIDUS Hist.,"Testimonium, FGrH #748: 3C:732. NQ: Test","Testimonium, FGrH #748: 3C:732. NQ: Test.",base-3; exact-title/edition web lookup,No exact reusable Greek text found.,,,,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR used.,2026-08-11
2504,002,CANDIDUS Hist.,"Fragmenta, FHG 4: 135–137. Q: Hist","Fragmenta, FHG 4: 135–137. Q: Hist.",base-3; exact-title/edition web lookup,No open transcription found.,,,Historical FHG scan candidate; exact volume and quality uninspected.,https://archive.org/search?query=title%3A%22Fragmenta+historicorum+graecorum%22,Public-domain historical edition; provider reuse and quality unverified.,medium,SCAN_CANDIDATE,identify exact volume and inspect cited pages before remote ingestion,Historical alternative; no provider OCR accepted.,2026-08-11
2504,003,CANDIDUS Hist.,Fragmenta,"Fragmenta, ed. L. Dindorf, Historici graeci minores, vol. 1, Leipzig: Teubner, 1870: 441– 445. Cod, Q: Hist. Dup. partim 4040 001, 9010 001.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR used.,2026-08-11
2505,001,Cnaeus AUFIDIUS Hist.,"Testimonium, FGrH #814: 3C:887. NQ: Test","Testimonium, FGrH #814: 3C:887. NQ: Test.",base-3; exact-title/edition web lookup,No exact reusable Greek text found.,,,,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR used.,2026-08-11
2505,002,Cnaeus AUFIDIUS Hist.,"Fragmentum, FGrH #814: 3C:887. Q: Hist","Fragmentum, FGrH #814: 3C:887. Q: Hist.",base-3; exact-title/edition web lookup,No exact reusable Greek text found.,,,,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR used.,2026-08-11
2506,001,CAPITO Hist.,"Testimonium, FGrH #750: 3C:733. NQ: Test","Testimonium, FGrH #750: 3C:733. NQ: Test.",base-3; exact-title/edition web lookup,No exact reusable Greek text found.,,,,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR used.,2026-08-11
2506,002,CAPITO Hist.,"Fragmenta, FGrH #750: 3C:733–734. Q: Hist","Fragmenta, FGrH #750: 3C:733–734. Q: Hist.",base-3; exact-title/edition web lookup,No exact reusable Greek text found.,,,,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR used.,2026-08-11
2506,003,CAPITO Hist.,"Fragmenta, FHG 4: 133–134. Q: 254: Hist. frr. 1–6","Fragmenta, FHG 4: 133–134. Q: 254: Hist. frr. 1–6.",base-3; exact-title/edition web lookup,No open transcription found.,,,Historical FHG scan candidate; exact volume and quality uninspected.,https://archive.org/search?query=title%3A%22Fragmenta+historicorum+graecorum%22,Public-domain historical edition; provider reuse and quality unverified.,medium,SCAN_CANDIDATE,identify exact volume and inspect cited pages before remote ingestion,Historical alternative; no provider OCR accepted.,2026-08-11
2507,001,ANDROCLES Hist.,"Fragmentum, FGrH #751: 3C:734. Q: Hist","Fragmentum, FGrH #751: 3C:734. Q: Hist.",base-3; exact-title/edition web lookup,No exact reusable Greek text found.,,,,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR used.,2026-08-11
