tlg_author_id,tlg_work_id,author_heading,work_title,canonical_edition,sources_tested,open_text_result,open_text_url,open_text_license,scan_result,scan_url,scan_rights,confidence,proposed_status,next_action,notes,last_checked
0722,010,ORIBASIUS Med.,"Testimonia, FGrH #221: 2B:950. NQ: 60: Test","Testimonia, FGrH #221: 2B:950. NQ: 60: Test.","base-3 local exact TLG-id lookup (Perseus, First1KGreek, PTA); external catalog search pending for negative result",No exact TLG work path found in the three local base corpora.,,,,,,high,EDITION_IDENTIFIED,perform external item-level catalog search,Individual negative exact-ID check; no external source claimed; no OCR used.,2026-08-11
0723,001,LEO Medicus Med. et Phil.,De natura hominum synopsis,"De natura hominum synopsis, ed. R. Renehan, Leo the physican. Epitome on the nature of man [Corpus medicorum Graecorum 10.4. Berlin: Akademie-Verlag, 1969]: 16–61. Cod: 6,950: Med., Phil.","base-3 local exact TLG-id lookup (Perseus, First1KGreek, PTA); external catalog search pending for negative result",No exact TLG work path found in the three local base corpora.,,,,,,high,EDITION_IDENTIFIED,perform external item-level catalog search,Individual negative exact-ID check; no external source claimed; no OCR used.,2026-08-11
0723,002,LEO Medicus Med. et Phil.,Conspectus medicinae,"Conspectus medicinae, ed. F. Z. Ermerins, Anecdota medica Graeca, Leiden: Luchtmans, 1840 (repr. Amsterdam: Hakkert, 1963): 80–86, 89–217. Cod: 9,684: Med.","base-3 local exact TLG-id lookup (Perseus, First1KGreek, PTA); external catalog search pending for negative result",No exact TLG work path found in the three local base corpora.,,,,,,high,EDITION_IDENTIFIED,perform external item-level catalog search,Individual negative exact-ID check; no external source claimed; no OCR used.,2026-08-11
0724,001,STEPHANUS Med. et Phil.,Commentarii in priorem Galeni librum therapeuticum ad Glauconem,"Commentarii in priorem Galeni librum therapeuticum ad Glauconem, ed. F. R. Dietz, Scholia in Hippocratem et Galenum, vol. 1, Königsberg: Borntraeger, 1834 (repr. Amsterdam: Hakkert, 1966): 233–344. Cod: 28,108: Comm., Med.","base-3 local exact TLG-id lookup (Perseus, First1KGreek, PTA); external catalog search pending for negative result",No exact TLG work path found in the three local base corpora.,,,,,,high,EDITION_IDENTIFIED,perform external item-level catalog search,Individual negative exact-ID check; no external source claimed; no OCR used.,2026-08-11
0724,002,STEPHANUS Med. et Phil.,Scholia in Hippocratis prognosticon,"Scholia in Hippocratis prognosticon, ed. J. M. Duffy, Commentary on Hippocrates' Prognosticon [Diss. SUNY Buffalo. 1975]: 1–243. Cod: 49,275: Comm., Med.","base-3 local exact TLG-id lookup (Perseus, First1KGreek, PTA); external catalog search pending for negative result",No exact TLG work path found in the three local base corpora.,,,,,,high,EDITION_IDENTIFIED,perform external item-level catalog search,Individual negative exact-ID check; no external source claimed; no OCR used.,2026-08-11
0724,003,STEPHANUS Med. et Phil.,Collyrium ophthalmicum (olim sub auctore Stephano Archiatro),"Collyrium ophthalmicum (olim sub auctore Stephano Archiatro), ed. W. Studemund, Index lectionum in universitate litterarum Vratislaviensi per hiemem anni 1888–1889, Breslau: Breslau University Press, 1889: 12– 14. STEPHANUS Cod: 1,032: Med.","base-3 local exact TLG-id lookup (Perseus, First1KGreek, PTA); external catalog search pending for negative result",No exact TLG work path found in the three local base corpora.,,,,,,high,EDITION_IDENTIFIED,perform external item-level catalog search,Individual negative exact-ID check; no external source claimed; no OCR used.,2026-08-11
0724,004,STEPHANUS Med. et Phil.,Scholia in Hippocratis de fracturis,"Scholia in Hippocratis de fracturis, ed. D. Irmer, Palladius. Kommentar zu Hippokrates `De fracturis' und seine Parallelversion unter dem Namen des Stephanus von Alexandria [Hamburger philologische Studien 45. Hamburg: Buske, 1977]: 17–89. Cod: 6,180: Comm., Med.","base-3 local exact TLG-id lookup (Perseus, First1KGreek, PTA); external catalog search pending for negative result",No exact TLG work path found in the three local base corpora.,,,,,,high,EDITION_IDENTIFIED,perform external item-level catalog search,Individual negative exact-ID check; no external source claimed; no OCR used.,2026-08-11
0724,007,STEPHANUS Med. et Phil.,In Hippocratis aphorismos commentaria I–II,"In Hippocratis aphorismos commentaria I–II, ed. L. G. Westerink, Stephanus of Athens: Commentary on Hippocrates' aphorisms, sections I–II [Corpus medicorum Graecorum XI 1.3.1. Berlin: Akademie-Verlag, 1985]: 28–256. Cod: 45,829: Comm., Med. Dup. partim THEOPHILUS Protospatharius, DAMASCIUS et STEPHANUS Atheniensis Med. (0728 001)","base-3 local exact TLG-id lookup (Perseus, First1KGreek, PTA); external catalog search pending for negative result",No exact TLG work path found in the three local base corpora.,,,,,,high,EDITION_IDENTIFIED,perform external item-level catalog search,Individual negative exact-ID check; no external source claimed; no OCR used.,2026-08-11
0724,008,STEPHANUS Med. et Phil.,In Hippocratis aphorismos commentaria III–IV,"In Hippocratis aphorismos commentaria III–IV, ed. L. G. Westerink, Stephanus of Athens: Commentary on Hippocrates' aphorisms, sections III–IV [Corpus medicorum Graecorum XI 1.3.2. Berlin: Akademie-Verlag, 1992]: 16–432. Cod: 77,372: Comm., Med.","base-3 local exact TLG-id lookup (Perseus, First1KGreek, PTA); external catalog search pending for negative result",No exact TLG work path found in the three local base corpora.,,,,,,high,EDITION_IDENTIFIED,perform external item-level catalog search,Individual negative exact-ID check; no external source claimed; no OCR used.,2026-08-11
0724,009,STEPHANUS Med. et Phil.,In Hippocratis aphorismos commentaria V–VI,"In Hippocratis aphorismos commentaria V–VI, ed. L. G. Westerink, Stephanus of Athens: Commentary on Hippocrates' aphorisms, sections V–VI [Corpus medicorum Graecorum XI 1.3.3. Berlin: Akademie-Verlag, 1995]: 14–272. Cod: 48,213: Comm., Med.","base-3 local exact TLG-id lookup (Perseus, First1KGreek, PTA); external catalog search pending for negative result",No exact TLG work path found in the three local base corpora.,,,,,,high,EDITION_IDENTIFIED,perform external item-level catalog search,Individual negative exact-ID check; no external source claimed; no OCR used.,2026-08-11
