tlg_author_id,tlg_work_id,author_heading,work_title,canonical_edition,sources_tested,open_text_result,open_text_url,open_text_license,scan_result,scan_url,scan_rights,confidence,proposed_status,next_action,notes,last_checked
2466,002,DIONYSIUS Hist.,"Fragmenta, FGrH #687: 3C:411. Q: Hist","Fragmenta, FGrH #687: 3C:411. Q: Hist.",base-3; exact-title/edition web lookup,No exact reusable Greek text found.,,,,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR used.,2026-08-11
2466,003,DIONYSIUS Hist.,"Fragmenta, FHG 2: 5. Q: 67: Hist. frr. 1–2. Dup. partim 2466 002","Fragmenta, FHG 2: 5. Q: 67: Hist. frr. 1–2. Dup. partim 2466 002.",base-3; exact-title/edition web lookup,No open transcription found.,,,Historical FHG scan candidate; exact volume and quality uninspected.,https://archive.org/search?query=title%3A%22Fragmenta+historicorum+graecorum%22,Public-domain historical edition; provider reuse and quality unverified.,medium,SCAN_CANDIDATE,identify exact volume and inspect cited pages before remote ingestion,Historical alternative; no provider OCR accepted.,2026-08-11
2468,001,HERMOTIMUS Math.,Testimonium,"Testimonium, ed. F. Lasserre, De Léodamas de Thasos à Philippe d'Oponte, Naples: Bibliopolis, 1987: 147. NQ: Test.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR used.,2026-08-11
2468,002,HERMOTIMUS Math.,Doctrina,"Doctrina, ed. Lasserre, op. cit., 147–148. NQ: Test. frr. 1–5.",base-3; exact-title/edition web lookup,No exact reusable Greek text or rights-cleared scan verified.,,,,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR used.,2026-08-11
2469,001,DIOGENES Hist.,"Fragmentum, FGrH #692: 3C:532. Q: Hist","Fragmentum, FGrH #692: 3C:532. Q: Hist.",base-3; exact-title/edition web lookup,No exact reusable Greek text found.,,,,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR used.,2026-08-11
2470,001,DIOCLES Hist.,"Fragmenta, FGrH #693: 3C:532–533. Q: Hist","Fragmenta, FGrH #693: 3C:532–533. Q: Hist.",base-3; exact-title/edition web lookup,No exact reusable Greek text found.,,,,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR used.,2026-08-11
2472,001,ARTEMIDORUS Hist.,"Testimonium, FGrH #698: 3C:552. NQ: Test","Testimonium, FGrH #698: 3C:552. NQ: Test.",base-3; exact-title/edition web lookup,No exact reusable Greek text found.,,,,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR used.,2026-08-11
2473,001,ABLABIUS Hist.,"Testimonium, FGrH #708: 3C:582. NQ: Test","Testimonium, FGrH #708: 3C:582. NQ: Test.",base-3; exact-title/edition web lookup,No exact reusable Greek text found.,,,,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR used.,2026-08-11
2473,002,ABLABIUS Hist.,"Fragmenta, FGrH #708: 3C:582–583. Q: Hist","Fragmenta, FGrH #708: 3C:582–583. Q: Hist.",base-3; exact-title/edition web lookup,No exact reusable Greek text found.,,,,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR used.,2026-08-11
2474,001,NICANDER Hist.,"Fragmenta, FGrH #700: 3C:554–555. Q: Hist","Fragmenta, FGrH #700: 3C:554–555. Q: Hist.",base-3; exact-title/edition web lookup,No exact reusable Greek text found.,,,,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR used.,2026-08-11
2474,002,NICANDER Hist.,"Fragmenta, FHG 4: 462. Q: 79: Hist. frr. 1–2. Dup. 2474 001","Fragmenta, FHG 4: 462. Q: 79: Hist. frr. 1–2. Dup. 2474 001.",base-3; exact-title/edition web lookup,No open transcription found.,,,Historical FHG scan candidate; exact volume and quality uninspected.,https://archive.org/search?query=title%3A%22Fragmenta+historicorum+graecorum%22,Public-domain historical edition; provider reuse and quality unverified.,medium,SCAN_CANDIDATE,identify exact volume and inspect cited pages before remote ingestion,Historical alternative; no provider OCR accepted.,2026-08-11
2475,001,MENECRATES Hist.,"Fragmenta, FGrH #701: 3C:555. Q: Hist","Fragmenta, FGrH #701: 3C:555. Q: Hist.",base-3; exact-title/edition web lookup,No exact reusable Greek text found.,,,,,,medium,EDITION_IDENTIFIED,locate lawful edition or individual witnesses,No third-party OCR used.,2026-08-11
2475,002,MENECRATES Hist.,"Fragmentum, FHG 2: 345. Q: 205: Hist. fr. 1","Fragmentum, FHG 2: 345. Q: 205: Hist. fr. 1.",base-3; exact-title/edition web lookup,No open transcription found.,,,Historical FHG scan candidate; exact volume and quality uninspected.,https://archive.org/search?query=title%3A%22Fragmenta+historicorum+graecorum%22,Public-domain historical edition; provider reuse and quality unverified.,medium,SCAN_CANDIDATE,identify exact volume and inspect cited pages before remote ingestion,Historical alternative; no provider OCR accepted.,2026-08-11
