tlg_author_id,tlg_work_id,corpus,cts_urn,corpus_author,corpus_title,edition_description,language,word_count,text_url,metadata_url,license,source_revision,in_printed_inventory,match_method,match_confidence,verification_status,local_path,sha256,file_bytes,greek_characters,tei_license,automated_check,quality_notes
0001,001,Perseus,urn:cts:greekLit:tlg0001.tlg001.perseus-grc2,Apollonius Rhodius,Argonautica,"The Argonautica of Apollonius Rhodius, Apollonius, Rhodius, creator; Mooney, George W, editor, translator. London: Longmans, Green, and Co., 1912.",grc,,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0001.tlg001.perseus-grc2,https://github.com/PerseusDL/canonical-greekLit/blob/790c84289edbdbe289dd7b752bfea29f0af4299d/data/tlg0001/tlg001/__cts__.xml,CC BY-SA 4.0 (repository default; verify file),790c84289edbdbe289dd7b752bfea29f0af4299d,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT,sources/upstream/perseus-canonical-greekLit/data/tlg0001/tlg001/tlg0001.tlg001.perseus-grc2.xml,4a872dd10cc9dec0bafdf89306aede599c320e2791aebd952265cb53ef51247d,1087719,205783,https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International License,AUTOMATED_TEI_CHECK_PASSED,
0003,001,Perseus,urn:cts:greekLit:tlg0003.tlg001.perseus-grc2,Thucydides,Ἱστορίαι,"Thucydides. Historiae, Vol 1-2. Jones, Henry Stuart, editor. Oxford: Oxford University Press, 1910. (1942 printing).",grc,,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0003.tlg001.perseus-grc2,https://github.com/PerseusDL/canonical-greekLit/blob/790c84289edbdbe289dd7b752bfea29f0af4299d/data/tlg0003/tlg001/__cts__.xml,CC BY-SA 4.0 (repository default; verify file),790c84289edbdbe289dd7b752bfea29f0af4299d,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT,sources/upstream/perseus-canonical-greekLit/data/tlg0003/tlg001/tlg0003.tlg001.perseus-grc2.xml,0565b20acd3fa78e5738ba33853a34abad616c93c8dc89804dd282ae25fec976,2837879,796743,https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International License,AUTOMATED_TEI_CHECK_PASSED,
0004,001,Perseus,urn:cts:greekLit:tlg0004.tlg001.perseus-grc2,Diogenes Laertius,Βίοι καὶ γνῶμαι τῶν ἐν φιλοσοφίᾳ εὐδοκιμησάντων,"Diogenes Laertius. Hicks, R. D., editor. Cambridge, MA.: Harvard University Press; London: William Heinemann Ltd., 1925.",grc,,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0004.tlg001.perseus-grc2,https://github.com/PerseusDL/canonical-greekLit/blob/790c84289edbdbe289dd7b752bfea29f0af4299d/data/tlg0004/tlg001/__cts__.xml,CC BY-SA 4.0 (repository default; verify file),790c84289edbdbe289dd7b752bfea29f0af4299d,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT,sources/upstream/perseus-canonical-greekLit/data/tlg0004/tlg001/tlg0004.tlg001.perseus-grc2.xml,4906d973f80e1351fe805c496c34d038bb6139102be87bc62ce857c084ebaae8,1659567,568551,https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International License,AUTOMATED_TEI_CHECK_PASSED,
0005,001,Perseus,urn:cts:greekLit:tlg0005.tlg001.perseus-grc2,Theocritus,Εἰδύλλια,"Theocritus. The Idylls of Theocritus. Cholmeley, Roger James, editor. London: George Bell and Sons, Ltd.,1901-1919.",grc,,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0005.tlg001.perseus-grc2,https://github.com/PerseusDL/canonical-greekLit/blob/790c84289edbdbe289dd7b752bfea29f0af4299d/data/tlg0005/tlg001/__cts__.xml,CC BY-SA 4.0 (repository default; verify file),790c84289edbdbe289dd7b752bfea29f0af4299d,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT,sources/upstream/perseus-canonical-greekLit/data/tlg0005/tlg001/tlg0005.tlg001.perseus-grc2.xml,c22871e29978b93ac17ffe23947845dde3f69ec6b851e0bf9a764b1e491aa62a,473305,98794,https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International License,AUTOMATED_TEI_CHECK_PASSED,
0005,002,Perseus,urn:cts:greekLit:tlg0005.tlg002.perseus-grc2,Theocritus,Ἐπιγράμματα,"Theocritus. The Idylls of Theocritus. Cholmeley, Roger James, editor. London: George Bell and Sons, Ltd.,1901-1919.",grc,,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0005.tlg002.perseus-grc2,https://github.com/PerseusDL/canonical-greekLit/blob/790c84289edbdbe289dd7b752bfea29f0af4299d/data/tlg0005/tlg002/__cts__.xml,CC BY-SA 4.0 (repository default; verify file),790c84289edbdbe289dd7b752bfea29f0af4299d,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT,sources/upstream/perseus-canonical-greekLit/data/tlg0005/tlg002/tlg0005.tlg002.perseus-grc2.xml,f35503734dbaa1c690407bd0dbaf5eec3408cf68bb4a16b157d1d4dfab38190c,53371,8949,https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International License,AUTOMATED_TEI_CHECK_PASSED,
0005,003,First1KGreek,urn:cts:greekLit:tlg0005.tlg003.1st1K-grc1,Theocritus,Syrinx,,grc,77,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0005.tlg003.1st1K-grc1:1,https://github.com/OpenGreekAndLatin/First1KGreek,REVIEW_REQUIRED,bfea9acd07ee1b7cea70cdd927c8f092d5637695,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT,sources/upstream/first1kgreek/data/tlg0005/tlg003/tlg0005.tlg003.1st1K-grc1.xml,cf5ba70d8945ea6acd947ccda1815a330ceaebab5edd2665ce24c931bf20076e,6807,458,https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International License,AUTOMATED_TEI_CHECK_PASSED,
0006,001,Perseus,urn:cts:greekLit:tlg0006.tlg001.perseus-grc2,Euripides,Κύκλωψ,"Euripides. Euripidis Fabulae, Vol. I. Murray, Gilbert, editor. Oxford: Clarendon Press, 1902.",grc,,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0006.tlg001.perseus-grc2,https://github.com/PerseusDL/canonical-greekLit/blob/790c84289edbdbe289dd7b752bfea29f0af4299d/data/tlg0006/tlg001/__cts__.xml,CC BY-SA 4.0 (repository default; verify file),790c84289edbdbe289dd7b752bfea29f0af4299d,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT,sources/upstream/perseus-canonical-greekLit/data/tlg0006/tlg001/tlg0006.tlg001.perseus-grc2.xml,05253c18b8d1e15717140f9fedac39d9fe79ea12b222ef6614c916bcd322f054,165802,22006,https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International License,AUTOMATED_TEI_CHECK_PASSED,
0006,002,Perseus,urn:cts:greekLit:tlg0006.tlg002.perseus-grc2,Euripides,Ἄλκηστις,"Euripides. Euripidis Fabulae, Vol. I. Murray, Gilbert, editor. Oxford: Clarendon Press, 1902.",grc,,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0006.tlg002.perseus-grc2,https://github.com/PerseusDL/canonical-greekLit/blob/790c84289edbdbe289dd7b752bfea29f0af4299d/data/tlg0006/tlg002/__cts__.xml,CC BY-SA 4.0 (repository default; verify file),790c84289edbdbe289dd7b752bfea29f0af4299d,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT,sources/upstream/perseus-canonical-greekLit/data/tlg0006/tlg002/tlg0006.tlg002.perseus-grc2.xml,e8f2262afc76a82a158651b3424568d974a310875febe55a82d1e180e81c1d58,200850,33818,https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International License,AUTOMATED_TEI_CHECK_PASSED,
0006,003,Perseus,urn:cts:greekLit:tlg0006.tlg003.perseus-grc2,Euripides,Μήδεια,"Euripides. Euripidis Fabulae, Vol. I. Murray, Gilbert, editor. Oxford: Clarendon Press, 1902.",grc,,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0006.tlg003.perseus-grc2,https://github.com/PerseusDL/canonical-greekLit/blob/790c84289edbdbe289dd7b752bfea29f0af4299d/data/tlg0006/tlg003/__cts__.xml,CC BY-SA 4.0 (repository default; verify file),790c84289edbdbe289dd7b752bfea29f0af4299d,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT,sources/upstream/perseus-canonical-greekLit/data/tlg0006/tlg003/tlg0006.tlg003.perseus-grc2.xml,88697fab501f3d591207413786766c3cc072013ebf8676627fc8bb9a190fc981,230797,40942,https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International License,AUTOMATED_TEI_CHECK_PASSED,
0006,004,Perseus,urn:cts:greekLit:tlg0006.tlg004.perseus-grc2,Euripides,Ἡρακλεῖδαι,"Euripides. Euripidis Fabulae, Vol. I. Murray, Gilbert, editor. Oxford: Clarendon Press, 1902.",grc,,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0006.tlg004.perseus-grc2,https://github.com/PerseusDL/canonical-greekLit/blob/790c84289edbdbe289dd7b752bfea29f0af4299d/data/tlg0006/tlg004/__cts__.xml,CC BY-SA 4.0 (repository default; verify file),790c84289edbdbe289dd7b752bfea29f0af4299d,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT,sources/upstream/perseus-canonical-greekLit/data/tlg0006/tlg004/tlg0006.tlg004.perseus-grc2.xml,ffdba27b84ebe0537780b30729d12295a8999eecb80586fc4178c85578c40e7b,173968,31395,https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International License,AUTOMATED_TEI_CHECK_PASSED,
0006,005,Perseus,urn:cts:greekLit:tlg0006.tlg005.perseus-grc2,Euripides,Ἱππόλυτος,"Euripides. Euripidis Fabulae, Vol. I. Murray, Gilbert, editor. Oxford: Clarendon Press, 1902.",grc,,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0006.tlg005.perseus-grc2,https://github.com/PerseusDL/canonical-greekLit/blob/790c84289edbdbe289dd7b752bfea29f0af4299d/data/tlg0006/tlg005/__cts__.xml,CC BY-SA 4.0 (repository default; verify file),790c84289edbdbe289dd7b752bfea29f0af4299d,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT,sources/upstream/perseus-canonical-greekLit/data/tlg0006/tlg005/tlg0006.tlg005.perseus-grc2.xml,aece9a2e9d7b38a23365071903a968920261e6be44fc196b530849fa648cf655,236510,41742,https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International License,AUTOMATED_TEI_CHECK_PASSED,
0006,006,Perseus,urn:cts:greekLit:tlg0006.tlg006.perseus-grc2,Euripides,Ἀνδρομάχη,"Euripides. Euripidis Fabulae, Vol. I. Murray, Gilbert, editor. Oxford: Clarendon Press, 1902.",grc,,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0006.tlg006.perseus-grc2,https://github.com/PerseusDL/canonical-greekLit/blob/790c84289edbdbe289dd7b752bfea29f0af4299d/data/tlg0006/tlg006/__cts__.xml,CC BY-SA 4.0 (repository default; verify file),790c84289edbdbe289dd7b752bfea29f0af4299d,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT,sources/upstream/perseus-canonical-greekLit/data/tlg0006/tlg006/tlg0006.tlg006.perseus-grc2.xml,726d39acef218088c0e552b22bea3824e2b8827ea203b197025a4459fe2a0472,207231,37482,https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International License,AUTOMATED_TEI_CHECK_PASSED,
0006,007,Perseus,urn:cts:greekLit:tlg0006.tlg007.perseus-grc2,Euripides,Ἑκάβη,"Euripides. Euripidis Fabulae, Vol. I. Murray, Gilbert, editor. Oxford: Clarendon Press, 1902. (Reprinted 1906-1974)",grc,,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0006.tlg007.perseus-grc2,https://github.com/PerseusDL/canonical-greekLit/blob/790c84289edbdbe289dd7b752bfea29f0af4299d/data/tlg0006/tlg007/__cts__.xml,CC BY-SA 4.0 (repository default; verify file),790c84289edbdbe289dd7b752bfea29f0af4299d,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT,sources/upstream/perseus-canonical-greekLit/data/tlg0006/tlg007/tlg0006.tlg007.perseus-grc2.xml,a859962c843dc8fe28e7f116d7237e9cc0826097c2287bac130bdbc92aac22d5,204115,37266,https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International License,AUTOMATED_TEI_CHECK_PASSED,
0006,008,Perseus,urn:cts:greekLit:tlg0006.tlg008.perseus-grc2,Euripides,Ἱκέτιδες,"Euripides. Euripidis Fabulae, Vol. II. Murray, Gilbert, editor. Oxford: Clarendon Press, 1913. (Reprinted 1921-1962)",grc,,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0006.tlg008.perseus-grc2,https://github.com/PerseusDL/canonical-greekLit/blob/790c84289edbdbe289dd7b752bfea29f0af4299d/data/tlg0006/tlg008/__cts__.xml,CC BY-SA 4.0 (repository default; verify file),790c84289edbdbe289dd7b752bfea29f0af4299d,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT,sources/upstream/perseus-canonical-greekLit/data/tlg0006/tlg008/tlg0006.tlg008.perseus-grc2.xml,d7fbcc27b6c6c64256ccd25ff020049edb4a3f869cb84b185f2ce7778d4b8954,201869,36621,https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International License,AUTOMATED_TEI_CHECK_PASSED,
0006,009,Perseus,urn:cts:greekLit:tlg0006.tlg009.perseus-grc2,Euripides,Ἡρακλῆς,"Euripides. Euripidis Fabulae, Vol. II. Murray, Gilbert, editor. Oxford: Clarendon Press, 1913. (Reprinted 1921-1962)",grc,,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0006.tlg009.perseus-grc2,https://github.com/PerseusDL/canonical-greekLit/blob/790c84289edbdbe289dd7b752bfea29f0af4299d/data/tlg0006/tlg009/__cts__.xml,CC BY-SA 4.0 (repository default; verify file),790c84289edbdbe289dd7b752bfea29f0af4299d,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT,sources/upstream/perseus-canonical-greekLit/data/tlg0006/tlg009/tlg0006.tlg009.perseus-grc2.xml,3b9f2e9718aa9154c3cf1009388e775c153482cb96616cd3c7db9f2188da9b50,234254,40874,https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International License,AUTOMATED_TEI_CHECK_PASSED,
0006,010,Perseus,urn:cts:greekLit:tlg0006.tlg010.perseus-grc2,Euripides,Ἴων,"Euripides. Euripidis Fabulae, Vol. II. Murray, Gilbert, editor. Oxford: Clarendon Press, 1913. (Reprinted 1921-1962)",grc,,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0006.tlg010.perseus-grc2,https://github.com/PerseusDL/canonical-greekLit/blob/790c84289edbdbe289dd7b752bfea29f0af4299d/data/tlg0006/tlg010/__cts__.xml,CC BY-SA 4.0 (repository default; verify file),790c84289edbdbe289dd7b752bfea29f0af4299d,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT,sources/upstream/perseus-canonical-greekLit/data/tlg0006/tlg010/tlg0006.tlg010.perseus-grc2.xml,ed2d169b88b59059ddae364749363cbe9eba410993c4af1a28cf9d2780d91fe5,275829,47798,https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International License,AUTOMATED_TEI_CHECK_PASSED,
0006,011,Perseus,urn:cts:greekLit:tlg0006.tlg011.perseus-grc2,Euripides,Τρῳάδες,"Euripides. Euripidis Fabulae, Vol. II. Murray, Gilbert, editor. Oxford: Clarendon Press, 1913. (Reprinted 1921-1962)",grc,,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0006.tlg011.perseus-grc2,https://github.com/PerseusDL/canonical-greekLit/blob/790c84289edbdbe289dd7b752bfea29f0af4299d/data/tlg0006/tlg011/__cts__.xml,CC BY-SA 4.0 (repository default; verify file),790c84289edbdbe289dd7b752bfea29f0af4299d,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT,sources/upstream/perseus-canonical-greekLit/data/tlg0006/tlg011/tlg0006.tlg011.perseus-grc2.xml,f82e0ff0a870a7f8d78439d3a63d6c6c6e7a32fa2bbd06908386c9543cc4e5cf,209610,37076,https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International License,AUTOMATED_TEI_CHECK_PASSED,
0006,012,Perseus,urn:cts:greekLit:tlg0006.tlg012.perseus-grc2,Euripides,Ἠλέκτρα,"Euripides. Euripidis Fabulae, Vol. II. Murray, Gilbert, editor. Oxford: Clarendon Press, 1913. (Reprinted 1921-1962)",grc,,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0006.tlg012.perseus-grc2,https://github.com/PerseusDL/canonical-greekLit/blob/790c84289edbdbe289dd7b752bfea29f0af4299d/data/tlg0006/tlg012/__cts__.xml,CC BY-SA 4.0 (repository default; verify file),790c84289edbdbe289dd7b752bfea29f0af4299d,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT,sources/upstream/perseus-canonical-greekLit/data/tlg0006/tlg012/tlg0006.tlg012.perseus-grc2.xml,e8ef83160342ab892f7161f3e885c98fa7dca1a00daf78bac45ac6786f405e05,223858,40079,https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International License,AUTOMATED_TEI_CHECK_PASSED,
0006,013,Perseus,urn:cts:greekLit:tlg0006.tlg013.perseus-grc2,Euripides,Ἰφιγένεια ἐν Ταύροις,"Euripides. Euripidis Fabulae, Vol. II. Murray, Gilbert, editor. Oxford: Clarendon Press, 1913. (Reprinted 1921-1962)",grc,,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0006.tlg013.perseus-grc2,https://github.com/PerseusDL/canonical-greekLit/blob/790c84289edbdbe289dd7b752bfea29f0af4299d/data/tlg0006/tlg013/__cts__.xml,CC BY-SA 4.0 (repository default; verify file),790c84289edbdbe289dd7b752bfea29f0af4299d,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT,sources/upstream/perseus-canonical-greekLit/data/tlg0006/tlg013/tlg0006.tlg013.perseus-grc2.xml,424594a9bc1d192b3942dbc55c2e256e1f0da8cccef914435121a5a7a2b1053e,243127,44071,https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International License,AUTOMATED_TEI_CHECK_PASSED,
0006,014,Perseus,urn:cts:greekLit:tlg0006.tlg014.perseus-grc2,Euripides,Ἑλένη,"Euripides. Euripidis Fabulae, Vol. III. Murray, Gilbert, editor. Oxford: Clarendon Press, 1913. (Reprinted 1920-1978)",grc,,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0006.tlg014.perseus-grc2,https://github.com/PerseusDL/canonical-greekLit/blob/790c84289edbdbe289dd7b752bfea29f0af4299d/data/tlg0006/tlg014/__cts__.xml,CC BY-SA 4.0 (repository default; verify file),790c84289edbdbe289dd7b752bfea29f0af4299d,yes,explicit_tlg_identifier,exact_identifier,METADATA_MATCH_UNVERIFIED_TEXT,sources/upstream/perseus-canonical-greekLit/data/tlg0006/tlg014/tlg0006.tlg014.perseus-grc2.xml,b53141431ee152247f7f51c4c4d7a89a603b2ef9b5ecf932dc41a48b7874d3e9,280987,50882,https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International License,AUTOMATED_TEI_CHECK_PASSED,
