tlg_author_id,tlg_work_id,coverage,journal_status,source_urn,source_url,source_local_path,source_sha256,source_license,evidence_file,scope_note
0011,008,PARTIAL_HOST_TEXT_VERIFIED,PARTIAL_OPEN_TEXT_AVAILABLE,urn:cts:greekLit:tlg0011.tlg008.perseus-grc2,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0011.tlg008.perseus-grc2,sources/upstream/perseus-canonical-greekLit/data/tlg0011/tlg008/tlg0011.tlg008.perseus-grc2.xml,49f1ad973814eeefd12da9d99651683268c6711166fc555b4f24ae5e9c04c359,CC BY-SA 4.0 (repository default; verify file),data/research_batches/detailed_verified_3001_batch_587.csv,Open Greek TEI covers the Oxyrhynchus fragment edition only; it is not the complete Radt fragment corpus.
0270,001,PARTIAL_HOST_TEXT_VERIFIED,PARTIAL_OPEN_TEXT_AVAILABLE,urn:cts:greekLit:tlg0007.tlg112.perseus-grc2,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0007.tlg112.perseus-grc2,sources/upstream/perseus-canonical-greekLit/data/tlg0007/tlg112/tlg0007.tlg112.perseus-grc2.xml,d43e5ebdb5f65d1ab17c26b7cf672ae957b1136b51bd8521d559cf208a1b7406,https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International License,data/research_batches/tlg_0001_1500_b5_cont178_checkpoint_01_0270_001.csv,"Partial exact reusable Greek testimony is available in three independently licensed host TEIs: Plutarch reports the tradition that Plato censured Eudoxus, Archytas, and Menaechmus for mechanical solutions to doubling the solid; Theon of Smyrna names Menaechmus among mathematical astronomers; Speusippus fr. 229 speaks of the mathematicians around Menaechmus. These supply the ancient testimony witnesses, not Lasserre's 1987 editorial text or an asserted complete modern collection."
0270,001,PARTIAL_HOST_TEXT_VERIFIED,PARTIAL_OPEN_TEXT_AVAILABLE,urn:cts:greekLit:tlg1692.tlg005.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg1692.tlg005.1st1K-grc1:1,sources/upstream/first1kgreek/data/tlg1692/tlg005/tlg1692.tlg005.1st1K-grc1.xml,a8d053d4facae6144c4b3fd8cca79bf084c49393c6be659b95205bdd52cd4ac9,"https://creativecommons.org/licenses/by-sa/4.0/ Available
        under a Creative Commons Attribution-ShareAlike 4.0 International
        License",data/research_batches/tlg_0001_1500_b5_cont178_checkpoint_01_0270_001.csv,"Partial exact reusable Greek testimony is available in three independently licensed host TEIs: Plutarch reports the tradition that Plato censured Eudoxus, Archytas, and Menaechmus for mechanical solutions to doubling the solid; Theon of Smyrna names Menaechmus among mathematical astronomers; Speusippus fr. 229 speaks of the mathematicians around Menaechmus. These supply the ancient testimony witnesses, not Lasserre's 1987 editorial text or an asserted complete modern collection."
0270,001,PARTIAL_HOST_TEXT_VERIFIED,PARTIAL_OPEN_TEXT_AVAILABLE,urn:cts:greekLit:tlg1724.tlg001.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg1724.tlg001.1st1K-grc1:1,sources/upstream/first1kgreek/data/tlg1724/tlg001/tlg1724.tlg001.1st1K-grc1.xml,35647e3bc8ff97832ff19ed8425305c1783afb63645570c9f4814abcb9069c9f,https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International License,data/research_batches/tlg_0001_1500_b5_cont178_checkpoint_01_0270_001.csv,"Partial exact reusable Greek testimony is available in three independently licensed host TEIs: Plutarch reports the tradition that Plato censured Eudoxus, Archytas, and Menaechmus for mechanical solutions to doubling the solid; Theon of Smyrna names Menaechmus among mathematical astronomers; Speusippus fr. 229 speaks of the mathematicians around Menaechmus. These supply the ancient testimony witnesses, not Lasserre's 1987 editorial text or an asserted complete modern collection."
0270,002,PARTIAL_HOST_TEXT_VERIFIED,PARTIAL_OPEN_TEXT_AVAILABLE,urn:cts:greekLit:tlg9010.tlg001.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg9010.tlg001.1st1K-grc1:1.A.1a,sources/upstream/first1kgreek/data/tlg9010/tlg001/tlg9010.tlg001.1st1K-grc1.xml,d90bc3a547e097c9888743fae4f13f19534fd1c3c5eaeeed3643663465ab7112,"https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International
                        License",data/research_batches/tlg_0001_1500_b5_cont179_checkpoint_01_0270_002.csv,"Partial exact reusable Greek source is available: Suda mu.140 names a Menaechmus of Alopeconnesus (or Proconnesus), calls him a Platonic philosopher, and records philosophical works plus three books on Plato's Republic. This supplies the title notice corresponding to fr. 1, but no independently identified open witness for Lasserre's fr. 2 or his editorial boundaries was verified."
0270,003,PARTIAL_HOST_TEXT_VERIFIED,PARTIAL_OPEN_TEXT_AVAILABLE,urn:cts:greekLit:tlg0007.tlg112.perseus-grc2,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0007.tlg112.perseus-grc2,sources/upstream/perseus-canonical-greekLit/data/tlg0007/tlg112/tlg0007.tlg112.perseus-grc2.xml,d43e5ebdb5f65d1ab17c26b7cf672ae957b1136b51bd8521d559cf208a1b7406,https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International License,data/research_batches/tlg_0001_1500_b5_cont180_checkpoint_01_0270_003.csv,"Substantial but not asserted complete open Greek witness coverage is available. Eutocius explicitly transmits Menaechmus' construction of two mean proportionals by parabola and hyperbola (section 31); the Eratosthenes material preserved beside it names the ‘Menaechmian conic triads’. Plutarch, Theon, Speusippus, and Suda supply further doctrinal, biographical, and title notices. These are licensed source witnesses, not a reproduction of Lasserre's seven-item arrangement or modern apparatus."
0270,003,PARTIAL_HOST_TEXT_VERIFIED,PARTIAL_OPEN_TEXT_AVAILABLE,urn:cts:greekLit:tlg1692.tlg005.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg1692.tlg005.1st1K-grc1:1,sources/upstream/first1kgreek/data/tlg1692/tlg005/tlg1692.tlg005.1st1K-grc1.xml,a8d053d4facae6144c4b3fd8cca79bf084c49393c6be659b95205bdd52cd4ac9,"https://creativecommons.org/licenses/by-sa/4.0/ Available
        under a Creative Commons Attribution-ShareAlike 4.0 International
        License",data/research_batches/tlg_0001_1500_b5_cont180_checkpoint_01_0270_003.csv,"Substantial but not asserted complete open Greek witness coverage is available. Eutocius explicitly transmits Menaechmus' construction of two mean proportionals by parabola and hyperbola (section 31); the Eratosthenes material preserved beside it names the ‘Menaechmian conic triads’. Plutarch, Theon, Speusippus, and Suda supply further doctrinal, biographical, and title notices. These are licensed source witnesses, not a reproduction of Lasserre's seven-item arrangement or modern apparatus."
0270,003,PARTIAL_HOST_TEXT_VERIFIED,PARTIAL_OPEN_TEXT_AVAILABLE,urn:cts:greekLit:tlg1724.tlg001.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg1724.tlg001.1st1K-grc1:1,sources/upstream/first1kgreek/data/tlg1724/tlg001/tlg1724.tlg001.1st1K-grc1.xml,35647e3bc8ff97832ff19ed8425305c1783afb63645570c9f4814abcb9069c9f,https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International License,data/research_batches/tlg_0001_1500_b5_cont180_checkpoint_01_0270_003.csv,"Substantial but not asserted complete open Greek witness coverage is available. Eutocius explicitly transmits Menaechmus' construction of two mean proportionals by parabola and hyperbola (section 31); the Eratosthenes material preserved beside it names the ‘Menaechmian conic triads’. Plutarch, Theon, Speusippus, and Suda supply further doctrinal, biographical, and title notices. These are licensed source witnesses, not a reproduction of Lasserre's seven-item arrangement or modern apparatus."
0270,003,PARTIAL_HOST_TEXT_VERIFIED,PARTIAL_OPEN_TEXT_AVAILABLE,urn:cts:greekLit:tlg4072.tlg001.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg4072.tlg001.1st1K-grc1:1,sources/upstream/first1kgreek/data/tlg4072/tlg001/tlg4072.tlg001.1st1K-grc1.xml,1b99d87d73df549cd2989e1b0c090469ab495321a14613a750a0a54202c5b28b,https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International License,data/research_batches/tlg_0001_1500_b5_cont180_checkpoint_01_0270_003.csv,"Substantial but not asserted complete open Greek witness coverage is available. Eutocius explicitly transmits Menaechmus' construction of two mean proportionals by parabola and hyperbola (section 31); the Eratosthenes material preserved beside it names the ‘Menaechmian conic triads’. Plutarch, Theon, Speusippus, and Suda supply further doctrinal, biographical, and title notices. These are licensed source witnesses, not a reproduction of Lasserre's seven-item arrangement or modern apparatus."
0270,003,PARTIAL_HOST_TEXT_VERIFIED,PARTIAL_OPEN_TEXT_AVAILABLE,urn:cts:greekLit:tlg9010.tlg001.1st1K-grc1,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg9010.tlg001.1st1K-grc1:1.A.1a,sources/upstream/first1kgreek/data/tlg9010/tlg001/tlg9010.tlg001.1st1K-grc1.xml,d90bc3a547e097c9888743fae4f13f19534fd1c3c5eaeeed3643663465ab7112,"https://creativecommons.org/licenses/by-sa/4.0/ Available under a Creative Commons Attribution-ShareAlike 4.0 International
                        License",data/research_batches/tlg_0001_1500_b5_cont180_checkpoint_01_0270_003.csv,"Substantial but not asserted complete open Greek witness coverage is available. Eutocius explicitly transmits Menaechmus' construction of two mean proportionals by parabola and hyperbola (section 31); the Eratosthenes material preserved beside it names the ‘Menaechmian conic triads’. Plutarch, Theon, Speusippus, and Suda supply further doctrinal, biographical, and title notices. These are licensed source witnesses, not a reproduction of Lasserre's seven-item arrangement or modern apparatus."
